Match_ID,Year,Round,H/A?,H/A Win?,Points For,Points Against,Margin,"Team Won? (1=W, 0=L)",Team_against_ID,Kicks,Handballs,Disposals,Kick to HB Ratio,Marks,Tackles,Hitouts,Frees For,Frees Against,Goals Kicked,Goal Assists1,Behinds Kicked,Rushed Behinds,Scoring Shots,Conversion %,Disposals Per Goal,Disposals Per Scoring Shot,Clearances1,Clangers1,Rebound 50s1,Inside 50s,In50s Per Scoring Shot,In50s Per Goal,% In50s Score,% In50s Goal,Height,Weight,Age,Av Games,<50 Games,50-99 Games,100-149 Games,>150 Games,Contested Poss,Uncontested Poss,Effective Disposals,Disposal Efficiency,Contested Marks,Marks Inside 50,1%ers,Bounces,Goal Assist %,Kicks (O),Handballs (O),Disposals (O),Kick to HB Ratio (O),Marks (O),Tackles(O),Hitouts(O),Frees For(O),Frees Against(O),Goals Kicked(O),Goal Assists1(O),Behinds Kicked(O),Rushed Behinds(O),Scoring Shots(O),Conversion %(O),Disposals Per Goal(O),Disposals Per Scoring Shot(O),Clearances1(O),Clangers1(O),Rebound 50s1(O),Inside 50s(O),In50s Per Scoring Shot(O),In50s Per Goal(O),% In50s Score(O),% In50s Goal(O),Height(O),Weight(O),Age(O),Av Games(O),<50 Games(O),50-99 Games(O),100-149 Games(O),>150 Games(O),Contested Poss(O),Uncontested Poss(O),Effective Disposals(O),Disposal Efficiency(O),Contested Marks(O),Marks Inside 50(O),1%ers(O),Bounces(O),Goal Assist %(O)
5722,2013.0,21.0,1.0,1.0,106.0,96.0,10.0,1.0,14.0,216.0,127.0,343.0,1.7,70.0,81.0,47.0,23.0,22.0,16.0,10.0,8.0,2.0,26.0,61.5,21.44,13.19,45.0,45.0,30.0,61.0,2.35,3.81,39.3,26.2,187.3,86.9,24.91,94.8,7.0,5.0,3.0,7.0,149.0,190.0,255.0,74.3,10.0,16.0,61.0,11.0,62.5,179.0,153.0,332.0,1.17,59.0,65.0,47.0,22.0,23.0,14.0,11.0,8.0,4.0,26.0,53.8,23.71,12.77,35.0,50.0,40.0,51.0,1.96,3.64,43.1,27.5,188.7,89.1,24.41,88.6,7.0,5.0,7.0,3.0,147.0,195.0,252.0,75.9,9.0,11.0,54.0,26.0,78.6
5735,2013.0,22.0,0.0,1.0,76.0,82.0,-6.0,0.0,5.0,207.0,127.0,334.0,1.63,73.0,50.0,41.0,20.0,17.0,9.0,5.0,20.0,2.0,31.0,29.0,37.11,10.77,34.0,47.0,36.0,48.0,1.55,5.33,60.4,18.8,186.6,87.0,25.16,92.9,7.0,6.0,3.0,6.0,169.0,168.0,230.0,68.9,17.0,13.0,83.0,14.0,55.6,224.0,134.0,358.0,1.67,106.0,72.0,23.0,17.0,20.0,12.0,10.0,9.0,1.0,22.0,54.5,29.83,16.27,31.0,43.0,33.0,56.0,2.55,4.67,37.5,21.4,188.6,88.0,24.33,79.5,7.0,11.0,1.0,3.0,131.0,220.0,260.0,72.6,15.0,12.0,44.0,7.0,83.3
5747,2013.0,23.0,1.0,1.0,104.0,103.0,1.0,1.0,13.0,189.0,87.0,276.0,2.17,67.0,58.0,47.0,18.0,13.0,15.0,13.0,11.0,3.0,29.0,51.7,18.4,9.52,44.0,35.0,23.0,51.0,1.76,3.4,51.0,29.4,187.5,87.8,25.8,90.3,7.0,6.0,3.0,6.0,129.0,142.0,186.0,67.4,8.0,15.0,35.0,18.0,86.7,205.0,160.0,365.0,1.28,109.0,55.0,36.0,13.0,17.0,15.0,13.0,9.0,4.0,28.0,53.6,24.33,13.04,27.0,45.0,32.0,47.0,1.68,3.13,51.1,31.9,189.0,87.8,24.0,82.2,11.0,3.0,5.0,3.0,115.0,249.0,269.0,73.7,5.0,21.0,29.0,20.0,86.7
5751,2013.0,25.0,1.0,1.0,116.0,96.0,20.0,1.0,14.0,193.0,99.0,292.0,1.95,66.0,67.0,52.0,19.0,18.0,18.0,14.0,6.0,2.0,26.0,69.2,16.22,11.23,49.0,52.0,35.0,45.0,1.73,2.5,53.3,40.0,187.2,87.4,25.74,112.4,4.0,7.0,3.0,8.0,137.0,154.0,198.0,67.8,9.0,14.0,58.0,17.0,77.8,201.0,119.0,320.0,1.69,88.0,59.0,37.0,18.0,19.0,14.0,7.0,8.0,4.0,26.0,53.8,22.86,12.31,38.0,43.0,25.0,51.0,1.96,3.64,43.1,27.5,187.9,88.5,25.33,104.1,4.0,7.0,7.0,4.0,129.0,191.0,228.0,71.2,8.0,13.0,43.0,15.0,50.0
5753,2013.0,26.0,1.0,0.0,62.0,86.0,-24.0,0.0,16.0,231.0,114.0,345.0,2.03,79.0,39.0,41.0,15.0,8.0,8.0,6.0,11.0,3.0,22.0,36.4,43.12,15.68,40.0,45.0,47.0,56.0,2.55,7.0,33.9,14.3,187.0,87.6,26.16,115.4,4.0,7.0,3.0,8.0,151.0,176.0,219.0,63.5,8.0,8.0,60.0,15.0,75.0,238.0,204.0,442.0,1.17,93.0,60.0,33.0,9.0,14.0,13.0,10.0,6.0,2.0,21.0,61.9,34.0,21.05,38.0,44.0,42.0,62.0,2.95,4.77,30.6,21.0,187.5,89.0,25.91,112.7,4.0,7.0,6.0,5.0,159.0,279.0,341.0,77.1,10.0,11.0,44.0,8.0,76.9
5760,2014.0,1.0,0.0,1.0,87.0,120.0,-33.0,0.0,13.0,170.0,140.0,310.0,1.21,62.0,57.0,45.0,20.0,14.0,12.0,8.0,11.0,4.0,27.0,44.4,25.83,11.48,42.0,41.0,25.0,43.0,1.59,3.58,53.5,27.9,188.3,88.6,25.33,95.1,5.0,8.0,3.0,6.0,141.0,167.0,206.0,66.5,10.0,15.0,69.0,14.0,66.7,221.0,141.0,362.0,1.57,108.0,73.0,34.0,14.0,20.0,18.0,9.0,10.0,2.0,30.0,60.0,20.11,12.07,42.0,47.0,23.0,47.0,1.57,2.61,59.6,38.3,188.2,87.4,24.24,84.3,10.0,4.0,5.0,3.0,143.0,220.0,261.0,72.1,15.0,14.0,44.0,8.0,50.0
5766,2014.0,2.0,1.0,0.0,86.0,98.0,-12.0,0.0,14.0,213.0,116.0,329.0,1.84,81.0,69.0,37.0,20.0,13.0,12.0,8.0,11.0,3.0,26.0,46.2,27.42,12.65,43.0,55.0,34.0,59.0,2.27,4.92,39.0,20.3,187.4,87.0,25.33,85.5,7.0,7.0,3.0,5.0,145.0,183.0,217.0,66.0,10.0,15.0,59.0,12.0,66.7,220.0,130.0,350.0,1.69,94.0,55.0,35.0,13.0,20.0,14.0,8.0,10.0,4.0,28.0,50.0,25.0,12.5,42.0,49.0,39.0,52.0,1.86,3.71,46.2,26.9,188.1,88.3,25.16,93.2,6.0,7.0,6.0,3.0,141.0,202.0,257.0,73.4,14.0,9.0,55.0,13.0,57.1
5783,2014.0,3.0,1.0,0.0,57.0,138.0,-81.0,0.0,5.0,180.0,137.0,317.0,1.31,77.0,57.0,58.0,15.0,14.0,8.0,7.0,7.0,2.0,17.0,47.1,39.62,18.65,42.0,41.0,30.0,29.0,1.71,3.62,51.7,27.6,187.6,87.3,25.66,93.3,6.0,7.0,2.0,7.0,123.0,195.0,220.0,69.4,3.0,7.0,49.0,12.0,87.5,268.0,178.0,446.0,1.51,150.0,51.0,28.0,14.0,15.0,21.0,17.0,8.0,4.0,33.0,63.6,21.24,13.52,40.0,30.0,21.0,55.0,1.67,2.62,52.7,38.2,188.8,87.2,25.49,101.6,6.0,9.0,2.0,5.0,125.0,318.0,353.0,79.1,8.0,21.0,39.0,3.0,81.0
5785,2014.0,4.0,0.0,1.0,58.0,81.0,-23.0,0.0,11.0,221.0,153.0,374.0,1.44,99.0,65.0,41.0,18.0,23.0,7.0,5.0,13.0,3.0,23.0,30.4,53.43,16.26,39.0,49.0,32.0,47.0,2.04,6.71,42.6,14.9,188.0,87.0,25.24,90.2,8.0,6.0,1.0,7.0,135.0,238.0,261.0,69.8,9.0,3.0,62.0,26.0,71.4,201.0,122.0,323.0,1.65,87.0,84.0,34.0,24.0,18.0,12.0,9.0,7.0,2.0,21.0,57.1,26.92,15.38,25.0,45.0,34.0,45.0,2.14,3.75,42.2,26.7,187.4,87.3,24.33,63.0,12.0,5.0,3.0,2.0,123.0,191.0,248.0,76.8,12.0,11.0,49.0,3.0,75.0
5800,2014.0,5.0,1.0,1.0,119.0,91.0,28.0,1.0,18.0,200.0,146.0,346.0,1.37,73.0,88.0,45.0,23.0,17.0,18.0,14.0,10.0,1.0,29.0,62.1,19.22,11.93,43.0,41.0,38.0,50.0,1.72,2.78,56.0,36.0,188.8,88.8,26.24,106.8,7.0,6.0,0.0,9.0,150.0,194.0,242.0,69.9,9.0,17.0,45.0,22.0,77.8,164.0,187.0,351.0,0.88,53.0,74.0,51.0,17.0,22.0,13.0,10.0,11.0,2.0,26.0,50.0,27.0,13.5,41.0,45.0,27.0,55.0,2.12,4.23,43.6,23.6,188.3,87.5,24.8,93.1,8.0,6.0,2.0,6.0,134.0,213.0,271.0,77.2,3.0,10.0,31.0,13.0,76.9
5806,2014.0,6.0,0.0,0.0,92.0,89.0,3.0,1.0,17.0,225.0,159.0,384.0,1.42,105.0,72.0,27.0,17.0,14.0,14.0,8.0,7.0,1.0,22.0,63.6,27.43,17.45,42.0,42.0,43.0,53.0,2.41,3.79,39.6,26.4,188.5,87.6,26.0,104.0,6.0,6.0,3.0,7.0,138.0,243.0,295.0,76.8,6.0,11.0,59.0,16.0,57.1,202.0,161.0,363.0,1.25,79.0,46.0,55.0,14.0,17.0,12.0,7.0,15.0,2.0,29.0,41.4,30.25,12.52,31.0,48.0,37.0,59.0,2.03,4.92,45.8,20.3,189.5,88.5,24.24,83.0,6.0,8.0,6.0,2.0,137.0,219.0,271.0,74.7,9.0,8.0,47.0,10.0,58.3
5811,2014.0,7.0,0.0,1.0,70.0,104.0,-34.0,0.0,4.0,196.0,129.0,325.0,1.52,88.0,49.0,30.0,18.0,14.0,10.0,7.0,7.0,3.0,20.0,50.0,32.5,16.25,34.0,41.0,37.0,40.0,2.0,4.0,42.5,25.0,188.4,87.6,25.49,94.5,8.0,5.0,3.0,6.0,117.0,200.0,234.0,72.0,9.0,13.0,54.0,10.0,70.0,207.0,134.0,341.0,1.54,80.0,65.0,35.0,14.0,18.0,14.0,10.0,14.0,6.0,34.0,41.2,24.36,10.03,38.0,41.0,24.0,54.0,1.59,3.86,51.9,25.9,187.3,89.3,24.24,81.0,11.0,4.0,2.0,5.0,131.0,203.0,241.0,70.7,9.0,17.0,48.0,8.0,71.4
5825,2014.0,8.0,1.0,1.0,101.0,69.0,32.0,1.0,15.0,233.0,147.0,380.0,1.59,118.0,67.0,48.0,16.0,12.0,15.0,10.0,9.0,2.0,26.0,57.7,25.33,14.62,38.0,41.0,34.0,59.0,2.27,3.93,40.7,25.4,187.5,86.9,25.33,91.5,7.0,6.0,4.0,5.0,131.0,255.0,281.0,73.9,7.0,14.0,46.0,13.0,66.7,179.0,145.0,324.0,1.23,67.0,67.0,30.0,12.0,15.0,9.0,6.0,12.0,3.0,24.0,37.5,36.0,13.5,41.0,44.0,40.0,46.0,1.92,5.11,45.7,19.6,187.4,86.3,24.8,87.0,13.0,1.0,2.0,6.0,131.0,191.0,212.0,65.4,7.0,11.0,43.0,8.0,66.7
5837,2014.0,10.0,0.0,0.0,81.0,76.0,5.0,1.0,1.0,225.0,149.0,374.0,1.51,94.0,60.0,36.0,18.0,14.0,12.0,9.0,9.0,0.0,21.0,57.1,31.17,17.81,33.0,45.0,37.0,50.0,2.38,4.17,42.0,24.0,187.9,87.3,25.66,96.0,7.0,5.0,4.0,6.0,133.0,239.0,269.0,71.9,8.0,15.0,67.0,17.0,75.0,195.0,173.0,368.0,1.13,73.0,59.0,41.0,14.0,18.0,10.0,3.0,15.0,1.0,26.0,38.5,36.8,14.15,37.0,45.0,33.0,54.0,2.08,5.4,46.3,18.5,185.8,87.7,24.8,81.5,8.0,8.0,3.0,3.0,141.0,231.0,260.0,70.7,6.0,9.0,51.0,6.0,30.0
5841,2014.0,11.0,1.0,0.0,91.0,98.0,-7.0,0.0,2.0,208.0,138.0,346.0,1.51,75.0,64.0,70.0,24.0,17.0,13.0,10.0,9.0,4.0,26.0,50.0,26.62,13.31,44.0,45.0,31.0,60.0,2.31,4.62,36.7,21.7,188.0,87.3,25.66,96.2,7.0,6.0,3.0,6.0,143.0,194.0,244.0,70.5,7.0,8.0,51.0,9.0,76.9,194.0,142.0,336.0,1.37,77.0,60.0,16.0,17.0,24.0,14.0,7.0,10.0,4.0,28.0,50.0,24.0,12.0,41.0,48.0,44.0,48.0,1.71,3.43,50.0,29.2,187.2,86.5,23.91,71.1,13.0,3.0,1.0,5.0,132.0,194.0,243.0,72.3,9.0,9.0,68.0,14.0,50.0
5847,2014.0,12.0,1.0,0.0,102.0,107.0,-5.0,0.0,7.0,205.0,128.0,333.0,1.6,84.0,66.0,46.0,8.0,11.0,15.0,9.0,11.0,1.0,27.0,55.6,22.2,12.33,36.0,34.0,36.0,51.0,1.89,3.4,51.0,29.4,188.6,88.1,26.8,107.3,5.0,6.0,4.0,7.0,133.0,201.0,234.0,70.3,8.0,14.0,68.0,19.0,60.0,184.0,157.0,341.0,1.17,68.0,65.0,40.0,11.0,8.0,16.0,13.0,9.0,2.0,27.0,59.3,21.31,12.63,41.0,37.0,31.0,53.0,1.96,3.31,47.2,30.2,189.1,88.4,26.16,117.7,7.0,3.0,4.0,8.0,141.0,204.0,252.0,73.9,10.0,19.0,58.0,6.0,81.2
5856,2014.0,13.0,0.0,1.0,90.0,118.0,-28.0,0.0,10.0,203.0,156.0,359.0,1.3,85.0,58.0,35.0,22.0,18.0,13.0,9.0,11.0,1.0,25.0,52.0,27.62,14.36,35.0,45.0,36.0,45.0,1.8,3.46,53.3,28.9,188.5,88.0,25.91,106.4,7.0,5.0,1.0,9.0,149.0,206.0,268.0,74.7,22.0,16.0,48.0,11.0,69.2,211.0,151.0,362.0,1.4,93.0,52.0,42.0,18.0,22.0,18.0,14.0,8.0,2.0,28.0,64.3,20.11,12.93,39.0,41.0,28.0,59.0,2.11,3.28,44.1,30.5,187.3,87.2,25.66,101.3,8.0,6.0,1.0,7.0,124.0,230.0,280.0,77.3,6.0,8.0,54.0,9.0,77.8
5871,2014.0,14.0,1.0,0.0,92.0,100.0,-8.0,0.0,9.0,202.0,139.0,341.0,1.45,76.0,58.0,42.0,22.0,8.0,14.0,11.0,8.0,0.0,22.0,63.6,24.36,15.5,45.0,29.0,39.0,50.0,2.27,3.57,44.0,28.0,189.1,88.8,26.33,110.7,5.0,7.0,2.0,8.0,146.0,200.0,241.0,70.7,6.0,10.0,53.0,27.0,78.6,210.0,144.0,354.0,1.46,90.0,77.0,58.0,8.0,22.0,15.0,9.0,8.0,2.0,25.0,60.0,23.6,14.16,45.0,41.0,31.0,58.0,2.32,3.87,39.7,25.9,187.7,86.0,22.66,55.9,14.0,4.0,2.0,2.0,150.0,199.0,257.0,72.6,14.0,8.0,50.0,32.0,60.0
5882,2014.0,15.0,1.0,0.0,76.0,91.0,-15.0,0.0,4.0,201.0,136.0,337.0,1.48,77.0,60.0,44.0,11.0,7.0,11.0,7.0,7.0,3.0,21.0,52.4,30.64,16.05,30.0,40.0,39.0,45.0,2.14,4.09,40.0,24.4,188.4,87.8,25.8,110.0,5.0,7.0,2.0,8.0,142.0,197.0,229.0,68.0,7.0,7.0,47.0,6.0,63.6,209.0,185.0,394.0,1.13,82.0,91.0,34.0,7.0,11.0,13.0,11.0,12.0,1.0,26.0,50.0,30.31,15.15,33.0,38.0,26.0,56.0,2.15,4.31,44.6,23.2,187.0,89.3,25.16,97.2,9.0,3.0,5.0,5.0,145.0,243.0,280.0,71.1,11.0,14.0,60.0,8.0,84.6
5889,2014.0,16.0,0.0,0.0,151.0,66.0,85.0,1.0,15.0,237.0,133.0,370.0,1.78,139.0,50.0,43.0,17.0,15.0,24.0,16.0,4.0,3.0,31.0,77.4,15.42,11.94,35.0,31.0,27.0,58.0,1.87,2.42,48.3,41.4,188.9,88.7,25.66,104.0,7.0,6.0,1.0,8.0,118.0,249.0,308.0,83.2,19.0,16.0,38.0,17.0,66.7,159.0,149.0,308.0,1.07,65.0,52.0,33.0,15.0,17.0,10.0,7.0,6.0,0.0,16.0,62.5,30.8,19.25,32.0,46.0,32.0,41.0,2.56,4.1,39.0,24.4,186.8,85.8,24.74,81.5,11.0,4.0,2.0,5.0,108.0,198.0,227.0,73.7,5.0,11.0,26.0,14.0,70.0
5897,2014.0,17.0,1.0,0.0,51.0,122.0,-71.0,0.0,16.0,201.0,111.0,312.0,1.81,85.0,63.0,49.0,12.0,19.0,7.0,5.0,6.0,3.0,16.0,43.8,44.57,19.5,40.0,52.0,39.0,33.0,2.06,4.71,39.4,21.2,188.2,88.5,25.49,98.6,8.0,6.0,1.0,7.0,123.0,175.0,221.0,70.8,10.0,12.0,29.0,9.0,71.4,220.0,155.0,375.0,1.42,92.0,76.0,59.0,19.0,12.0,18.0,8.0,12.0,2.0,32.0,56.2,20.83,11.72,48.0,43.0,21.0,63.0,1.97,3.5,47.6,28.6,186.4,87.6,26.0,111.7,7.0,4.0,4.0,7.0,147.0,226.0,266.0,70.9,14.0,15.0,51.0,7.0,44.4
5901,2014.0,18.0,0.0,0.0,109.0,86.0,23.0,1.0,12.0,229.0,107.0,336.0,2.14,127.0,64.0,33.0,22.0,14.0,16.0,9.0,9.0,4.0,29.0,55.2,21.0,11.59,36.0,34.0,37.0,46.0,1.59,2.88,54.3,34.8,188.3,88.6,25.49,96.9,7.0,5.0,4.0,6.0,124.0,215.0,258.0,76.8,16.0,16.0,49.0,11.0,56.2,174.0,130.0,304.0,1.34,83.0,61.0,49.0,14.0,22.0,13.0,11.0,7.0,1.0,21.0,61.9,23.38,14.48,37.0,38.0,28.0,53.0,2.52,4.08,37.7,24.5,187.0,87.6,26.16,122.0,4.0,8.0,5.0,5.0,113.0,186.0,227.0,74.7,11.0,10.0,45.0,21.0,84.6
5910,2014.0,19.0,1.0,0.0,78.0,83.0,-5.0,0.0,6.0,224.0,91.0,315.0,2.46,100.0,59.0,23.0,22.0,14.0,11.0,5.0,11.0,1.0,23.0,47.8,28.64,13.7,39.0,38.0,35.0,40.0,1.74,3.64,55.0,27.5,188.0,88.6,25.91,103.0,7.0,4.0,3.0,8.0,127.0,186.0,218.0,69.2,3.0,8.0,50.0,6.0,45.5,190.0,121.0,311.0,1.57,94.0,63.0,75.0,14.0,22.0,12.0,10.0,9.0,2.0,23.0,52.2,25.92,13.52,38.0,41.0,26.0,47.0,2.04,3.92,44.7,25.5,188.0,88.5,27.16,134.0,2.0,5.0,7.0,8.0,124.0,189.0,221.0,71.1,9.0,13.0,50.0,4.0,83.3
5921,2014.0,20.0,0.0,0.0,97.0,58.0,39.0,1.0,8.0,241.0,134.0,375.0,1.8,111.0,61.0,54.0,14.0,13.0,14.0,9.0,8.0,5.0,27.0,51.9,26.79,13.89,39.0,51.0,38.0,55.0,2.04,3.93,40.0,25.5,187.6,87.9,25.91,100.2,8.0,4.0,2.0,8.0,145.0,225.0,264.0,70.4,10.0,15.0,53.0,15.0,64.3,189.0,147.0,336.0,1.29,92.0,67.0,32.0,13.0,14.0,8.0,7.0,9.0,1.0,18.0,44.4,42.0,18.67,35.0,54.0,37.0,47.0,2.61,5.88,36.2,17.0,187.0,84.1,22.58,58.9,8.0,11.0,2.0,1.0,124.0,212.0,235.0,69.9,13.0,11.0,54.0,17.0,87.5
5928,2014.0,21.0,0.0,1.0,76.0,82.0,-6.0,0.0,7.0,207.0,111.0,318.0,1.86,92.0,53.0,26.0,26.0,20.0,11.0,6.0,8.0,2.0,21.0,52.4,28.91,15.14,33.0,36.0,38.0,46.0,2.19,4.18,41.3,23.9,187.5,87.8,25.91,99.1,8.0,4.0,3.0,7.0,130.0,183.0,229.0,72.0,11.0,7.0,45.0,11.0,54.5,208.0,145.0,353.0,1.43,101.0,51.0,31.0,20.0,26.0,11.0,8.0,13.0,3.0,27.0,40.7,32.09,13.07,25.0,56.0,27.0,54.0,2.0,4.91,44.4,20.4,188.1,87.5,25.58,110.9,6.0,5.0,4.0,7.0,123.0,231.0,267.0,75.6,10.0,19.0,49.0,12.0,72.7
5937,2014.0,22.0,1.0,0.0,37.0,140.0,-103.0,0.0,13.0,194.0,100.0,294.0,1.94,81.0,57.0,29.0,18.0,15.0,5.0,4.0,7.0,0.0,12.0,41.7,58.8,24.5,35.0,43.0,35.0,37.0,3.08,7.4,32.4,13.5,188.4,87.6,25.8,86.6,11.0,3.0,2.0,6.0,130.0,162.0,194.0,66.0,11.0,8.0,46.0,5.0,80.0,224.0,174.0,398.0,1.29,112.0,55.0,44.0,15.0,18.0,20.0,15.0,16.0,4.0,40.0,50.0,19.9,9.95,36.0,37.0,30.0,67.0,1.68,3.35,53.7,29.9,187.9,87.4,24.66,100.8,5.0,7.0,5.0,5.0,133.0,263.0,304.0,76.4,11.0,22.0,47.0,34.0,75.0
5947,2014.0,23.0,0.0,0.5,90.0,90.0,0.0,0.5,5.0,205.0,130.0,335.0,1.58,102.0,56.0,38.0,13.0,11.0,14.0,11.0,5.0,1.0,20.0,70.0,23.93,16.75,38.0,37.0,42.0,50.0,2.5,3.57,38.0,28.0,189.1,89.2,25.66,91.5,10.0,3.0,3.0,6.0,114.0,223.0,255.0,76.1,10.0,10.0,45.0,16.0,78.6,217.0,139.0,356.0,1.56,115.0,51.0,41.0,11.0,13.0,13.0,12.0,7.0,5.0,25.0,52.0,27.38,14.24,33.0,41.0,33.0,59.0,2.36,4.54,33.9,22.0,187.7,86.5,25.16,101.8,7.0,5.0,5.0,5.0,128.0,233.0,262.0,73.6,9.0,11.0,37.0,8.0,92.3
5964,2015.0,1.0,0.0,1.0,78.0,105.0,-27.0,0.0,14.0,196.0,129.0,325.0,1.52,84.0,57.0,34.0,20.0,20.0,11.0,9.0,9.0,3.0,23.0,47.8,29.55,14.13,38.0,45.0,34.0,46.0,2.0,4.18,43.5,23.9,188.9,88.5,25.58,96.0,8.0,5.0,3.0,6.0,127.0,199.0,233.0,71.7,7.0,11.0,42.0,10.0,81.8,200.0,155.0,355.0,1.29,91.0,51.0,39.0,20.0,20.0,15.0,10.0,13.0,2.0,30.0,50.0,23.67,11.83,27.0,43.0,32.0,54.0,1.8,3.6,51.9,27.8,187.9,87.8,25.33,95.6,7.0,4.0,6.0,5.0,121.0,227.0,273.0,76.9,13.0,12.0,39.0,29.0,66.7
5973,2015.0,2.0,1.0,0.0,62.0,131.0,-69.0,0.0,17.0,192.0,128.0,320.0,1.5,102.0,58.0,27.0,13.0,19.0,9.0,7.0,8.0,0.0,17.0,52.9,35.56,18.82,29.0,42.0,27.0,35.0,2.06,3.89,48.6,25.7,188.0,88.6,25.91,93.6,8.0,6.0,3.0,5.0,118.0,207.0,235.0,73.4,14.0,10.0,55.0,15.0,77.8,204.0,152.0,356.0,1.34,87.0,69.0,59.0,19.0,13.0,20.0,16.0,11.0,0.0,31.0,64.5,17.8,11.48,47.0,34.0,20.0,49.0,1.58,2.45,63.3,40.8,187.8,87.3,24.49,80.3,7.0,6.0,6.0,3.0,139.0,219.0,271.0,76.1,9.0,11.0,48.0,15.0,80.0
5983,2015.0,3.0,0.0,1.0,84.0,105.0,-21.0,0.0,5.0,200.0,136.0,336.0,1.47,67.0,42.0,40.0,21.0,19.0,11.0,9.0,14.0,4.0,29.0,37.9,30.55,11.59,53.0,46.0,38.0,57.0,1.97,5.18,43.9,19.3,188.8,89.1,26.24,103.4,6.0,6.0,4.0,6.0,159.0,178.0,232.0,69.0,14.0,9.0,46.0,11.0,81.8,236.0,149.0,385.0,1.58,129.0,58.0,40.0,19.0,21.0,16.0,13.0,8.0,1.0,25.0,64.0,24.06,15.4,30.0,42.0,43.0,57.0,2.28,3.56,42.1,28.1,187.6,85.3,26.8,117.2,6.0,6.0,4.0,6.0,116.0,261.0,302.0,78.4,14.0,15.0,47.0,6.0,81.2
5992,2015.0,4.0,1.0,1.0,121.0,81.0,40.0,1.0,15.0,193.0,182.0,375.0,1.06,71.0,86.0,57.0,30.0,18.0,18.0,10.0,11.0,2.0,31.0,58.1,20.83,12.1,51.0,44.0,30.0,61.0,1.97,3.39,47.5,29.5,188.5,88.1,25.66,87.4,8.0,5.0,4.0,5.0,169.0,205.0,257.0,68.5,11.0,12.0,49.0,3.0,55.6,179.0,129.0,308.0,1.39,59.0,96.0,54.0,19.0,30.0,12.0,8.0,7.0,2.0,21.0,57.1,25.67,14.67,44.0,57.0,37.0,46.0,2.19,3.83,41.3,26.1,185.8,84.6,24.0,62.0,12.0,5.0,2.0,3.0,153.0,150.0,193.0,62.7,4.0,7.0,25.0,7.0,66.7
6000,2015.0,5.0,0.0,1.0,45.0,120.0,-75.0,0.0,4.0,166.0,132.0,298.0,1.26,44.0,47.0,49.0,18.0,20.0,6.0,3.0,7.0,2.0,15.0,40.0,49.67,19.87,38.0,42.0,41.0,36.0,2.4,6.0,36.1,16.7,189.1,87.9,25.58,89.4,8.0,6.0,3.0,5.0,126.0,162.0,204.0,68.5,7.0,6.0,59.0,3.0,50.0,230.0,146.0,376.0,1.58,111.0,82.0,27.0,20.0,18.0,18.0,12.0,11.0,1.0,30.0,60.0,20.89,12.53,40.0,37.0,27.0,60.0,2.0,3.33,48.3,30.0,188.7,88.7,24.58,78.8,12.0,3.0,4.0,3.0,127.0,246.0,304.0,80.9,9.0,17.0,46.0,13.0,66.7
6016,2015.0,6.0,0.0,1.0,75.0,84.0,-9.0,0.0,2.0,184.0,148.0,332.0,1.24,68.0,63.0,53.0,19.0,8.0,11.0,8.0,7.0,2.0,20.0,55.0,30.18,16.6,48.0,41.0,26.0,49.0,2.45,4.45,36.7,22.4,188.4,87.5,24.8,79.1,11.0,4.0,2.0,5.0,135.0,201.0,239.0,72.0,8.0,16.0,63.0,6.0,72.7,171.0,124.0,295.0,1.38,72.0,64.0,50.0,8.0,19.0,12.0,9.0,8.0,4.0,24.0,50.0,24.58,12.29,44.0,40.0,32.0,43.0,1.79,3.58,46.5,27.9,187.3,86.0,23.33,64.5,9.0,7.0,5.0,1.0,112.0,180.0,220.0,74.6,12.0,12.0,47.0,4.0,75.0
6021,2015.0,7.0,0.0,1.0,57.0,135.0,-78.0,0.0,9.0,198.0,147.0,345.0,1.35,89.0,41.0,37.0,12.0,10.0,9.0,6.0,2.0,1.0,12.0,75.0,38.33,28.75,40.0,40.0,57.0,32.0,2.67,3.56,34.4,28.1,187.9,88.5,25.58,87.5,10.0,4.0,3.0,5.0,104.0,227.0,252.0,73.0,5.0,8.0,36.0,8.0,66.7,222.0,196.0,418.0,1.13,116.0,47.0,50.0,10.0,11.0,19.0,10.0,18.0,3.0,40.0,47.5,22.0,10.45,35.0,33.0,21.0,80.0,2.0,4.21,46.2,23.8,186.9,84.8,23.33,72.6,8.0,9.0,2.0,3.0,130.0,287.0,321.0,76.8,19.0,21.0,31.0,27.0,52.6
6027,2015.0,8.0,1.0,0.0,63.0,140.0,-77.0,0.0,7.0,196.0,133.0,329.0,1.47,85.0,35.0,40.0,19.0,21.0,9.0,5.0,7.0,2.0,18.0,50.0,36.56,18.28,35.0,56.0,35.0,44.0,2.44,4.89,36.4,20.5,188.5,88.4,25.8,94.5,9.0,5.0,3.0,5.0,129.0,199.0,228.0,69.3,10.0,6.0,40.0,18.0,55.6,225.0,156.0,381.0,1.44,110.0,60.0,36.0,21.0,19.0,22.0,17.0,6.0,2.0,30.0,73.3,17.32,12.7,37.0,43.0,31.0,58.0,1.93,2.64,48.3,37.9,189.0,89.0,26.8,118.0,6.0,5.0,1.0,10.0,125.0,255.0,296.0,77.7,16.0,16.0,25.0,8.0,77.3
