Match_ID,Year,Round,H/A?,H/A Win?,Points For,Points Against,Margin,"Team Won? (1=W, 0=L)",Team_against_ID,Kicks,Handballs,Disposals,Kick to HB Ratio,Marks,Tackles,Hitouts,Frees For,Frees Against,Goals Kicked,Goal Assists1,Behinds Kicked,Rushed Behinds,Scoring Shots,Conversion %,Disposals Per Goal,Disposals Per Scoring Shot,Clearances1,Clangers1,Rebound 50s1,Inside 50s,In50s Per Scoring Shot,In50s Per Goal,% In50s Score,% In50s Goal,Height,Weight,Age,Av Games,<50 Games,50-99 Games,100-149 Games,>150 Games,Contested Poss,Uncontested Poss,Effective Disposals,Disposal Efficiency,Contested Marks,Marks Inside 50,1%ers,Bounces,Goal Assist %,Kicks (O),Handballs (O),Disposals (O),Kick to HB Ratio (O),Marks (O),Tackles(O),Hitouts(O),Frees For(O),Frees Against(O),Goals Kicked(O),Goal Assists1(O),Behinds Kicked(O),Rushed Behinds(O),Scoring Shots(O),Conversion %(O),Disposals Per Goal(O),Disposals Per Scoring Shot(O),Clearances1(O),Clangers1(O),Rebound 50s1(O),Inside 50s(O),In50s Per Scoring Shot(O),In50s Per Goal(O),% In50s Score(O),% In50s Goal(O),Height(O),Weight(O),Age(O),Av Games(O),<50 Games(O),50-99 Games(O),100-149 Games(O),>150 Games(O),Contested Poss(O),Uncontested Poss(O),Effective Disposals(O),Disposal Efficiency(O),Contested Marks(O),Marks Inside 50(O),1%ers(O),Bounces(O),Goal Assist %(O)
5405,2012.0,7.0,1.0,0.0,98.0,122.0,-24.0,0.0,15.0,191.0,131.0,322.0,1.46,68.0,79.0,60.0,20.0,24.0,14.0,11.0,12.0,2.0,28.0,50.0,23.0,11.5,37.0,51.0,23.0,51.0,1.82,3.64,51.0,27.5,186.6,86.5,25.8,94.4,4.0,9.0,5.0,4.0,141.0,181.0,219.0,68.0,6.0,16.0,38.0,13.0,78.6,223.0,124.0,347.0,1.8,95.0,66.0,25.0,24.0,20.0,19.0,12.0,8.0,0.0,27.0,70.4,18.26,12.85,42.0,42.0,34.0,47.0,1.74,2.47,57.4,40.4,186.9,86.6,26.41,116.0,7.0,2.0,5.0,8.0,136.0,210.0,258.0,74.4,14.0,9.0,45.0,11.0,63.2
5413,2012.0,8.0,0.0,1.0,55.0,124.0,-69.0,0.0,1.0,155.0,130.0,285.0,1.19,54.0,79.0,46.0,9.0,14.0,8.0,3.0,5.0,2.0,15.0,53.3,35.62,19.0,42.0,35.0,27.0,41.0,2.73,5.12,31.7,19.5,186.5,86.8,25.0,96.5,4.0,9.0,4.0,5.0,123.0,158.0,214.0,75.1,13.0,13.0,48.0,19.0,37.5,230.0,115.0,345.0,2.0,110.0,67.0,54.0,14.0,9.0,19.0,14.0,9.0,1.0,29.0,65.5,18.16,11.9,48.0,24.0,31.0,50.0,1.72,2.63,56.0,38.0,185.5,88.3,25.16,82.9,11.0,5.0,1.0,5.0,151.0,201.0,245.0,71.0,14.0,13.0,53.0,14.0,73.7
5422,2012.0,9.0,0.0,0.0,107.0,49.0,58.0,1.0,11.0,215.0,195.0,410.0,1.1,82.0,89.0,52.0,12.0,13.0,15.0,10.0,13.0,4.0,32.0,46.9,27.33,12.81,53.0,40.0,40.0,58.0,1.81,3.87,48.3,25.9,187.1,85.6,24.49,83.5,6.0,9.0,3.0,4.0,175.0,234.0,306.0,74.6,17.0,10.0,63.0,14.0,66.7,200.0,140.0,340.0,1.43,91.0,74.0,46.0,13.0,12.0,6.0,4.0,13.0,0.0,19.0,31.6,56.67,17.89,25.0,34.0,38.0,50.0,2.63,8.33,38.0,12.0,187.9,87.3,23.8,66.4,12.0,5.0,4.0,1.0,137.0,202.0,238.0,70.0,10.0,5.0,44.0,11.0,66.7
5428,2012.0,10.0,1.0,0.0,45.0,99.0,-54.0,0.0,13.0,187.0,123.0,310.0,1.52,64.0,80.0,56.0,11.0,16.0,6.0,4.0,5.0,4.0,15.0,40.0,51.67,20.67,40.0,59.0,35.0,41.0,2.73,6.83,26.8,14.6,186.5,85.6,24.33,82.6,6.0,9.0,3.0,4.0,150.0,157.0,184.0,59.4,6.0,5.0,66.0,6.0,66.7,223.0,132.0,355.0,1.69,79.0,82.0,41.0,16.0,11.0,14.0,6.0,10.0,5.0,29.0,48.3,25.36,12.24,52.0,43.0,32.0,61.0,2.1,4.36,39.3,23.0,188.5,88.4,24.41,84.2,7.0,6.0,6.0,3.0,161.0,181.0,239.0,67.3,12.0,6.0,53.0,3.0,42.9
5433,2012.0,11.0,0.0,1.0,85.0,97.0,-12.0,0.0,7.0,193.0,154.0,347.0,1.25,68.0,50.0,54.0,26.0,23.0,11.0,4.0,17.0,2.0,30.0,36.7,31.55,11.57,40.0,46.0,34.0,54.0,1.8,4.91,51.9,20.4,187.7,86.9,24.16,76.3,6.0,10.0,3.0,3.0,147.0,198.0,251.0,72.3,10.0,7.0,58.0,10.0,36.4,200.0,146.0,346.0,1.37,91.0,52.0,26.0,23.0,26.0,14.0,11.0,9.0,4.0,27.0,51.9,24.71,12.81,37.0,48.0,37.0,51.0,1.89,3.64,45.1,27.5,187.7,88.6,26.74,126.5,7.0,2.0,3.0,10.0,138.0,203.0,256.0,74.0,14.0,7.0,53.0,11.0,78.6
5439,2012.0,12.0,1.0,0.0,69.0,79.0,-10.0,0.0,17.0,196.0,121.0,317.0,1.62,56.0,84.0,39.0,21.0,23.0,10.0,5.0,7.0,2.0,19.0,52.6,31.7,16.68,46.0,57.0,34.0,46.0,2.42,4.6,37.0,21.7,186.7,86.4,24.91,91.8,5.0,9.0,4.0,4.0,143.0,152.0,226.0,71.3,2.0,7.0,49.0,7.0,50.0,199.0,147.0,346.0,1.35,60.0,81.0,62.0,23.0,21.0,10.0,5.0,16.0,3.0,29.0,34.5,34.6,11.93,51.0,51.0,31.0,55.0,1.9,5.5,47.3,18.2,188.0,88.0,24.58,92.5,7.0,7.0,3.0,5.0,160.0,169.0,247.0,71.4,11.0,9.0,56.0,8.0,50.0
5451,2012.0,14.0,0.0,1.0,70.0,120.0,-50.0,0.0,10.0,211.0,149.0,360.0,1.42,101.0,59.0,40.0,20.0,22.0,10.0,5.0,7.0,3.0,20.0,50.0,36.0,18.0,34.0,47.0,29.0,44.0,2.2,4.4,38.6,22.7,187.1,86.5,24.8,91.4,5.0,9.0,4.0,4.0,135.0,223.0,266.0,73.9,9.0,9.0,41.0,9.0,50.0,227.0,152.0,379.0,1.49,99.0,62.0,38.0,23.0,20.0,18.0,11.0,8.0,4.0,30.0,60.0,21.06,12.63,38.0,51.0,30.0,54.0,1.8,3.0,48.1,33.3,186.8,86.5,25.0,103.1,8.0,3.0,4.0,7.0,140.0,238.0,284.0,74.9,5.0,10.0,54.0,13.0,61.1
5460,2012.0,15.0,1.0,1.0,85.0,62.0,23.0,1.0,4.0,224.0,178.0,402.0,1.26,102.0,70.0,24.0,17.0,14.0,12.0,11.0,10.0,3.0,25.0,48.0,33.5,16.08,38.0,35.0,28.0,47.0,1.88,3.92,46.8,25.5,186.5,86.2,24.8,90.3,6.0,8.0,4.0,4.0,140.0,258.0,292.0,72.6,6.0,15.0,56.0,10.0,91.7,198.0,136.0,334.0,1.46,101.0,50.0,42.0,14.0,17.0,8.0,6.0,9.0,5.0,22.0,36.4,41.75,15.18,26.0,43.0,34.0,44.0,2.0,5.5,38.6,18.2,186.6,89.2,24.0,87.3,7.0,8.0,3.0,4.0,136.0,204.0,242.0,72.5,20.0,13.0,53.0,15.0,75.0
5469,2012.0,16.0,1.0,0.0,96.0,149.0,-53.0,0.0,12.0,221.0,157.0,378.0,1.41,107.0,61.0,32.0,17.0,16.0,14.0,12.0,10.0,2.0,26.0,53.8,27.0,14.54,38.0,45.0,29.0,48.0,1.85,3.43,50.0,29.2,186.2,85.5,24.49,89.3,6.0,8.0,5.0,3.0,132.0,240.0,279.0,73.8,9.0,18.0,36.0,8.0,85.7,200.0,123.0,323.0,1.63,81.0,46.0,45.0,16.0,17.0,24.0,12.0,5.0,0.0,29.0,82.8,13.46,11.14,39.0,42.0,29.0,54.0,1.86,2.25,53.7,44.4,186.8,85.8,24.8,89.0,8.0,8.0,2.0,4.0,135.0,182.0,249.0,77.1,9.0,12.0,37.0,9.0,50.0
5483,2012.0,17.0,1.0,1.0,102.0,84.0,18.0,1.0,18.0,212.0,123.0,335.0,1.72,91.0,52.0,19.0,23.0,18.0,16.0,10.0,4.0,2.0,22.0,72.7,20.94,15.23,34.0,45.0,25.0,49.0,2.23,3.06,40.8,32.7,186.0,85.6,24.33,80.0,8.0,6.0,5.0,3.0,130.0,204.0,248.0,74.0,9.0,15.0,57.0,18.0,62.5,215.0,136.0,351.0,1.58,121.0,58.0,59.0,18.0,22.0,12.0,7.0,11.0,1.0,24.0,50.0,29.25,14.62,39.0,38.0,30.0,44.0,1.83,3.67,52.3,27.3,186.0,86.4,24.91,91.5,11.0,2.0,2.0,7.0,116.0,234.0,272.0,77.5,14.0,7.0,40.0,4.0,58.3
5492,2012.0,18.0,0.0,0.0,95.0,91.0,4.0,1.0,14.0,192.0,131.0,323.0,1.47,49.0,95.0,54.0,25.0,25.0,14.0,7.0,8.0,3.0,25.0,56.0,23.07,12.92,49.0,44.0,32.0,47.0,1.88,3.36,46.8,29.8,186.0,85.6,24.24,77.5,9.0,6.0,3.0,4.0,166.0,143.0,214.0,66.3,8.0,11.0,46.0,2.0,50.0,193.0,125.0,318.0,1.54,51.0,80.0,58.0,25.0,24.0,13.0,6.0,11.0,2.0,26.0,50.0,24.46,12.23,54.0,43.0,31.0,54.0,2.08,4.15,44.4,24.1,186.6,86.1,24.33,80.6,6.0,10.0,3.0,3.0,164.0,158.0,211.0,66.4,8.0,7.0,72.0,3.0,46.2
5503,2012.0,19.0,0.0,1.0,71.0,93.0,-22.0,0.0,16.0,218.0,129.0,347.0,1.69,107.0,75.0,32.0,25.0,20.0,10.0,5.0,7.0,4.0,21.0,47.6,34.7,16.52,33.0,45.0,29.0,51.0,2.43,5.1,33.3,19.6,186.1,85.9,24.58,83.4,8.0,6.0,3.0,5.0,128.0,212.0,260.0,74.9,13.0,11.0,49.0,15.0,50.0,194.0,165.0,359.0,1.18,66.0,60.0,47.0,20.0,25.0,14.0,11.0,7.0,2.0,23.0,60.9,25.64,15.61,39.0,46.0,40.0,46.0,2.0,3.29,45.7,30.4,186.8,87.3,26.58,125.0,4.0,7.0,3.0,8.0,138.0,211.0,264.0,73.5,8.0,11.0,33.0,11.0,78.6
5509,2012.0,20.0,0.0,0.0,113.0,77.0,36.0,1.0,2.0,220.0,160.0,380.0,1.38,113.0,53.0,33.0,17.0,18.0,17.0,15.0,11.0,0.0,28.0,60.7,22.35,13.57,32.0,42.0,26.0,58.0,2.07,3.41,48.3,29.3,186.5,86.8,24.41,84.6,8.0,5.0,4.0,5.0,125.0,254.0,289.0,76.1,12.0,17.0,40.0,11.0,88.2,184.0,147.0,331.0,1.25,87.0,46.0,25.0,18.0,17.0,10.0,6.0,14.0,3.0,27.0,37.0,33.1,12.26,31.0,38.0,36.0,42.0,1.56,4.2,57.1,23.8,186.5,84.2,24.41,78.1,9.0,7.0,3.0,3.0,124.0,200.0,233.0,70.4,7.0,8.0,46.0,6.0,60.0
5515,2012.0,21.0,1.0,1.0,156.0,60.0,96.0,1.0,5.0,238.0,126.0,364.0,1.89,117.0,71.0,28.0,24.0,33.0,24.0,20.0,10.0,2.0,36.0,66.7,15.17,10.11,38.0,50.0,35.0,59.0,1.64,2.46,57.6,40.7,186.2,86.4,25.16,97.4,7.0,5.0,4.0,6.0,143.0,219.0,278.0,76.4,14.0,23.0,53.0,23.0,83.3,172.0,135.0,307.0,1.27,72.0,43.0,37.0,33.0,24.0,8.0,4.0,10.0,2.0,20.0,40.0,38.38,15.35,27.0,55.0,28.0,48.0,2.4,6.0,37.5,16.7,187.5,85.9,24.41,83.8,8.0,9.0,2.0,3.0,122.0,188.0,219.0,71.3,10.0,11.0,45.0,7.0,50.0
5527,2012.0,22.0,1.0,0.0,86.0,98.0,-12.0,0.0,8.0,211.0,154.0,365.0,1.37,81.0,57.0,50.0,18.0,19.0,11.0,9.0,18.0,2.0,31.0,35.5,33.18,11.77,45.0,44.0,27.0,66.0,2.13,6.0,43.9,16.7,185.8,86.0,25.16,97.0,8.0,4.0,4.0,6.0,145.0,217.0,245.0,67.1,10.0,18.0,43.0,10.0,81.8,191.0,100.0,291.0,1.91,90.0,44.0,29.0,19.0,18.0,15.0,10.0,6.0,2.0,23.0,65.2,19.4,12.65,37.0,42.0,41.0,43.0,1.87,2.87,48.8,34.9,186.9,82.1,22.58,43.2,18.0,1.0,1.0,2.0,122.0,163.0,199.0,68.4,16.0,13.0,44.0,15.0,66.7
5534,2012.0,23.0,0.0,1.0,91.0,106.0,-15.0,0.0,15.0,197.0,149.0,346.0,1.32,86.0,66.0,48.0,15.0,18.0,12.0,7.0,15.0,4.0,31.0,38.7,28.83,11.16,39.0,38.0,30.0,54.0,1.74,4.5,50.0,22.2,186.0,85.5,24.8,92.0,8.0,5.0,4.0,5.0,131.0,214.0,243.0,70.2,13.0,14.0,50.0,17.0,58.3,198.0,136.0,334.0,1.46,99.0,66.0,33.0,19.0,15.0,16.0,14.0,8.0,2.0,26.0,61.5,20.88,12.85,32.0,36.0,34.0,52.0,2.0,3.25,46.2,30.8,185.9,85.5,25.8,96.3,9.0,5.0,1.0,7.0,132.0,208.0,248.0,74.3,18.0,14.0,44.0,12.0,87.5
5552,2013.0,1.0,0.0,1.0,101.0,106.0,-5.0,0.0,14.0,198.0,149.0,347.0,1.33,67.0,49.0,34.0,18.0,20.0,14.0,9.0,14.0,3.0,31.0,45.2,24.79,11.19,33.0,49.0,33.0,58.0,1.87,4.14,48.3,24.1,187.3,86.9,25.16,92.7,5.0,9.0,4.0,4.0,155.0,194.0,246.0,70.9,12.0,16.0,55.0,7.0,64.3,212.0,130.0,342.0,1.63,69.0,40.0,37.0,20.0,18.0,14.0,8.0,16.0,6.0,36.0,38.9,24.43,9.5,41.0,42.0,35.0,60.0,1.67,4.29,50.0,23.3,188.2,88.8,24.8,89.0,5.0,10.0,4.0,3.0,158.0,183.0,239.0,69.9,14.0,8.0,44.0,13.0,57.1
5566,2013.0,2.0,1.0,0.0,100.0,117.0,-17.0,0.0,4.0,182.0,117.0,299.0,1.56,55.0,64.0,43.0,13.0,21.0,15.0,9.0,8.0,2.0,25.0,60.0,19.93,11.96,40.0,49.0,39.0,55.0,2.2,3.67,41.8,27.3,188.3,88.0,24.66,80.6,8.0,7.0,4.0,3.0,146.0,144.0,201.0,67.2,11.0,10.0,62.0,12.0,60.0,233.0,126.0,359.0,1.85,88.0,62.0,21.0,21.0,13.0,17.0,13.0,10.0,5.0,32.0,53.1,21.12,11.22,37.0,41.0,38.0,64.0,2.0,3.76,42.2,26.6,187.1,90.5,25.91,112.0,5.0,6.0,2.0,9.0,154.0,195.0,250.0,69.6,5.0,12.0,57.0,17.0,76.5
5573,2013.0,3.0,1.0,0.0,103.0,119.0,-16.0,0.0,7.0,201.0,144.0,345.0,1.4,78.0,60.0,32.0,14.0,18.0,15.0,12.0,12.0,1.0,28.0,53.6,23.0,12.32,38.0,38.0,37.0,55.0,1.96,3.67,49.1,27.3,187.2,87.1,25.24,96.3,5.0,9.0,4.0,4.0,142.0,202.0,251.0,72.8,7.0,11.0,26.0,13.0,80.0,209.0,162.0,371.0,1.29,102.0,55.0,34.0,19.0,14.0,18.0,9.0,10.0,1.0,29.0,62.1,20.61,12.79,29.0,35.0,37.0,58.0,2.0,3.22,48.3,31.0,187.9,88.5,25.91,108.0,8.0,2.0,6.0,6.0,139.0,233.0,271.0,73.0,9.0,14.0,40.0,3.0,50.0
5581,2013.0,4.0,1.0,1.0,89.0,65.0,24.0,1.0,17.0,203.0,173.0,376.0,1.17,69.0,63.0,32.0,18.0,21.0,12.0,6.0,13.0,4.0,29.0,41.4,31.33,12.97,34.0,47.0,39.0,43.0,1.48,3.58,58.1,27.9,187.7,87.6,25.66,97.1,5.0,9.0,4.0,4.0,162.0,210.0,256.0,68.1,14.0,8.0,51.0,34.0,50.0,198.0,134.0,332.0,1.48,73.0,68.0,37.0,22.0,17.0,7.0,6.0,15.0,8.0,30.0,23.3,47.43,11.07,35.0,39.0,21.0,51.0,1.7,7.29,43.1,13.7,187.5,86.9,25.49,97.5,6.0,8.0,4.0,4.0,147.0,177.0,213.0,64.2,7.0,11.0,42.0,13.0,85.7
5590,2013.0,5.0,0.0,0.0,115.0,83.0,32.0,1.0,1.0,226.0,172.0,398.0,1.31,72.0,56.0,37.0,21.0,12.0,17.0,15.0,10.0,3.0,30.0,56.7,23.41,13.27,37.0,38.0,37.0,64.0,2.13,3.76,42.2,26.6,187.4,87.3,25.8,102.5,5.0,8.0,4.0,5.0,161.0,233.0,289.0,72.6,6.0,8.0,62.0,22.0,88.2,203.0,121.0,324.0,1.68,99.0,58.0,36.0,12.0,21.0,12.0,10.0,9.0,2.0,23.0,52.2,27.0,14.09,26.0,45.0,46.0,51.0,2.22,4.25,41.2,23.5,186.3,88.1,24.16,72.3,10.0,7.0,2.0,3.0,120.0,201.0,233.0,71.9,9.0,13.0,52.0,15.0,83.3
5602,2013.0,6.0,0.0,0.0,121.0,60.0,61.0,1.0,11.0,226.0,152.0,378.0,1.49,107.0,79.0,60.0,16.0,26.0,18.0,12.0,8.0,5.0,31.0,58.1,21.0,12.19,38.0,50.0,23.0,51.0,1.65,2.83,51.0,35.3,186.5,87.0,25.74,98.4,6.0,8.0,3.0,5.0,156.0,216.0,277.0,73.3,22.0,17.0,31.0,23.0,66.7,167.0,103.0,270.0,1.62,65.0,64.0,30.0,26.0,16.0,8.0,3.0,10.0,2.0,20.0,40.0,33.75,13.5,36.0,46.0,31.0,40.0,2.0,5.0,45.0,20.0,186.9,87.0,23.41,50.4,13.0,4.0,5.0,0.0,122.0,145.0,168.0,62.2,6.0,7.0,43.0,11.0,37.5
5612,2013.0,7.0,1.0,0.0,68.0,77.0,-9.0,0.0,15.0,175.0,130.0,305.0,1.35,74.0,61.0,55.0,12.0,13.0,9.0,7.0,12.0,2.0,23.0,39.1,33.89,13.26,44.0,34.0,27.0,51.0,2.22,5.67,41.2,17.6,186.8,87.3,25.49,96.5,6.0,9.0,3.0,4.0,134.0,166.0,195.0,63.9,12.0,12.0,40.0,15.0,77.8,217.0,171.0,388.0,1.27,116.0,81.0,29.0,13.0,12.0,11.0,8.0,11.0,0.0,22.0,50.0,35.27,17.64,33.0,45.0,39.0,41.0,1.86,3.73,53.7,26.8,187.3,86.3,24.91,91.2,10.0,5.0,1.0,6.0,147.0,242.0,274.0,70.6,16.0,9.0,36.0,21.0,72.7
5619,2013.0,8.0,0.0,0.0,109.0,91.0,18.0,1.0,13.0,208.0,146.0,354.0,1.42,86.0,77.0,42.0,22.0,24.0,16.0,13.0,9.0,4.0,29.0,55.2,22.12,12.21,38.0,45.0,23.0,54.0,1.86,3.38,46.3,29.6,188.1,87.6,25.16,89.7,8.0,7.0,1.0,6.0,153.0,202.0,260.0,73.4,14.0,19.0,44.0,14.0,81.2,170.0,143.0,313.0,1.19,67.0,82.0,41.0,24.0,22.0,14.0,9.0,7.0,0.0,21.0,66.7,22.36,14.9,36.0,47.0,31.0,40.0,1.9,2.86,52.5,35.0,187.8,87.4,24.8,75.1,10.0,4.0,5.0,3.0,124.0,187.0,217.0,69.3,10.0,7.0,33.0,11.0,64.3
5626,2013.0,9.0,1.0,1.0,98.0,85.0,13.0,1.0,2.0,218.0,126.0,344.0,1.73,102.0,39.0,49.0,15.0,13.0,13.0,8.0,17.0,3.0,33.0,39.4,26.46,10.42,41.0,40.0,27.0,58.0,1.76,4.46,51.7,22.4,188.1,88.0,25.41,97.0,7.0,7.0,2.0,6.0,153.0,189.0,242.0,70.3,16.0,19.0,47.0,8.0,61.5,176.0,118.0,294.0,1.49,86.0,59.0,28.0,14.0,15.0,12.0,9.0,11.0,2.0,25.0,48.0,24.5,11.76,34.0,35.0,38.0,43.0,1.72,3.58,53.5,27.9,187.4,87.3,24.91,90.6,9.0,5.0,3.0,5.0,113.0,183.0,206.0,70.1,8.0,12.0,50.0,11.0,75.0
5632,2013.0,10.0,0.0,0.0,148.0,54.0,94.0,1.0,9.0,234.0,161.0,395.0,1.45,103.0,66.0,50.0,15.0,15.0,22.0,15.0,12.0,4.0,38.0,57.9,17.95,10.39,44.0,44.0,29.0,64.0,1.68,2.91,53.1,34.4,187.4,87.4,24.8,86.1,8.0,7.0,2.0,5.0,155.0,244.0,290.0,73.4,13.0,17.0,49.0,19.0,68.2,198.0,157.0,355.0,1.26,95.0,59.0,36.0,15.0,15.0,8.0,7.0,2.0,4.0,14.0,57.1,44.38,25.36,37.0,45.0,37.0,39.0,2.79,4.88,25.6,20.5,186.8,85.3,21.33,29.9,18.0,4.0,0.0,0.0,122.0,233.0,247.0,69.6,5.0,5.0,49.0,5.0,87.5
5640,2013.0,11.0,1.0,0.0,72.0,77.0,-5.0,0.0,5.0,235.0,130.0,365.0,1.81,115.0,59.0,40.0,9.0,8.0,10.0,6.0,9.0,3.0,22.0,45.5,36.5,16.59,39.0,33.0,26.0,53.0,2.41,5.3,35.8,18.9,186.7,87.0,25.58,106.3,6.0,7.0,2.0,7.0,135.0,223.0,264.0,72.3,24.0,15.0,37.0,14.0,60.0,214.0,147.0,361.0,1.46,103.0,45.0,37.0,8.0,9.0,11.0,8.0,10.0,1.0,22.0,50.0,32.82,16.41,34.0,35.0,39.0,44.0,2.0,4.0,47.7,25.0,188.8,87.9,25.0,90.8,6.0,10.0,2.0,4.0,125.0,232.0,264.0,73.1,20.0,12.0,48.0,11.0,72.7
5646,2013.0,12.0,0.0,1.0,87.0,102.0,-15.0,0.0,10.0,205.0,129.0,334.0,1.59,81.0,67.0,44.0,13.0,22.0,13.0,10.0,7.0,2.0,22.0,59.1,25.69,15.18,51.0,44.0,28.0,50.0,2.27,3.85,40.0,26.0,187.5,87.0,25.58,103.5,7.0,6.0,2.0,7.0,136.0,199.0,242.0,72.5,9.0,20.0,44.0,11.0,76.9,183.0,132.0,315.0,1.39,62.0,55.0,51.0,22.0,13.0,15.0,10.0,9.0,3.0,27.0,55.6,21.0,11.67,30.0,37.0,31.0,53.0,1.96,3.53,45.3,28.3,187.4,88.6,26.41,123.0,6.0,4.0,1.0,11.0,150.0,177.0,237.0,75.2,16.0,17.0,47.0,6.0,66.7
5659,2013.0,14.0,1.0,0.0,43.0,65.0,-22.0,0.0,16.0,218.0,89.0,307.0,2.45,47.0,100.0,52.0,12.0,16.0,5.0,3.0,8.0,5.0,18.0,27.8,61.4,17.06,48.0,53.0,34.0,56.0,3.11,11.2,23.2,8.9,187.2,86.8,25.41,101.7,7.0,6.0,3.0,6.0,160.0,113.0,156.0,50.8,15.0,6.0,53.0,2.0,60.0,232.0,114.0,346.0,2.04,39.0,95.0,53.0,16.0,12.0,8.0,4.0,14.0,3.0,25.0,32.0,43.25,13.84,47.0,45.0,48.0,55.0,2.2,6.88,40.0,14.5,186.6,88.0,25.41,101.3,6.0,7.0,5.0,4.0,190.0,139.0,183.0,52.9,4.0,7.0,67.0,3.0,50.0
5667,2013.0,15.0,0.0,1.0,77.0,118.0,-41.0,0.0,4.0,191.0,143.0,334.0,1.34,75.0,60.0,38.0,17.0,16.0,12.0,8.0,5.0,0.0,17.0,70.6,27.83,19.65,32.0,39.0,39.0,38.0,2.24,3.17,44.7,31.6,187.0,87.0,25.33,104.0,6.0,6.0,3.0,7.0,137.0,197.0,243.0,72.8,9.0,6.0,41.0,10.0,66.7,216.0,173.0,389.0,1.25,83.0,74.0,41.0,16.0,17.0,17.0,14.0,13.0,3.0,33.0,51.5,22.88,11.79,37.0,40.0,24.0,61.0,1.85,3.59,49.2,27.9,185.8,89.0,25.16,92.9,9.0,4.0,2.0,7.0,157.0,234.0,267.0,68.6,11.0,18.0,62.0,11.0,82.4
5681,2013.0,16.0,0.0,0.0,110.0,74.0,36.0,1.0,15.0,217.0,118.0,335.0,1.84,114.0,43.0,39.0,16.0,18.0,16.0,12.0,8.0,6.0,30.0,53.3,20.94,11.17,34.0,45.0,33.0,50.0,1.67,3.12,48.0,32.0,186.8,86.9,25.49,105.7,7.0,4.0,4.0,7.0,141.0,191.0,243.0,72.5,17.0,16.0,34.0,9.0,75.0,206.0,144.0,350.0,1.43,86.0,55.0,42.0,18.0,16.0,10.0,8.0,13.0,1.0,24.0,41.7,35.0,14.58,38.0,51.0,29.0,46.0,1.92,4.6,50.0,21.7,187.2,85.7,25.74,105.5,8.0,5.0,2.0,7.0,124.0,225.0,260.0,74.3,10.0,13.0,48.0,29.0,80.0
5685,2013.0,17.0,1.0,1.0,109.0,108.0,1.0,1.0,12.0,191.0,99.0,290.0,1.93,66.0,71.0,39.0,23.0,18.0,16.0,11.0,10.0,3.0,29.0,55.2,18.12,10.0,37.0,36.0,33.0,50.0,1.72,3.12,52.0,32.0,186.8,86.9,25.49,106.7,7.0,4.0,4.0,7.0,147.0,139.0,207.0,71.4,19.0,11.0,58.0,21.0,68.8,217.0,127.0,344.0,1.71,85.0,63.0,44.0,18.0,22.0,16.0,12.0,10.0,2.0,28.0,57.1,21.5,12.29,41.0,45.0,30.0,54.0,1.93,3.38,48.1,29.6,186.9,87.0,25.0,94.7,6.0,9.0,4.0,3.0,144.0,196.0,260.0,75.6,13.0,15.0,42.0,18.0,75.0
5695,2013.0,18.0,1.0,1.0,120.0,77.0,43.0,1.0,8.0,236.0,152.0,388.0,1.55,107.0,53.0,50.0,13.0,12.0,16.0,12.0,16.0,8.0,40.0,40.0,24.25,9.7,41.0,39.0,25.0,65.0,1.62,4.06,49.2,24.6,186.5,86.8,25.66,110.9,6.0,5.0,4.0,7.0,145.0,249.0,296.0,76.3,8.0,13.0,45.0,20.0,75.0,181.0,138.0,319.0,1.31,80.0,64.0,25.0,12.0,13.0,11.0,7.0,7.0,4.0,22.0,50.0,29.0,14.5,29.0,46.0,35.0,40.0,1.82,3.64,45.0,27.5,187.4,86.5,22.74,58.9,14.0,4.0,1.0,3.0,126.0,192.0,227.0,71.2,12.0,6.0,64.0,15.0,63.6
5708,2013.0,19.0,0.0,1.0,80.0,116.0,-36.0,0.0,6.0,204.0,138.0,342.0,1.48,94.0,83.0,39.0,19.0,11.0,12.0,7.0,8.0,0.0,20.0,60.0,28.5,17.1,35.0,38.0,38.0,42.0,2.1,3.5,47.6,28.6,186.5,86.8,25.66,111.9,6.0,5.0,4.0,7.0,140.0,198.0,245.0,71.6,16.0,10.0,52.0,11.0,58.3,202.0,145.0,347.0,1.39,74.0,75.0,50.0,11.0,19.0,17.0,12.0,12.0,2.0,31.0,54.8,20.41,11.19,41.0,46.0,28.0,58.0,1.87,3.41,50.0,29.3,187.0,87.1,25.8,89.1,6.0,8.0,3.0,5.0,153.0,201.0,260.0,74.9,12.0,14.0,38.0,14.0,70.6
5715,2013.0,20.0,0.0,1.0,89.0,117.0,-28.0,0.0,18.0,202.0,123.0,325.0,1.64,78.0,69.0,56.0,23.0,12.0,13.0,8.0,8.0,3.0,24.0,54.2,25.0,13.54,40.0,47.0,44.0,49.0,2.04,3.77,42.9,26.5,187.4,86.7,25.49,106.3,7.0,4.0,3.0,8.0,141.0,176.0,226.0,69.5,9.0,10.0,73.0,15.0,61.5,219.0,203.0,422.0,1.08,76.0,79.0,35.0,12.0,23.0,16.0,13.0,20.0,1.0,37.0,43.2,26.38,11.41,47.0,45.0,33.0,70.0,1.89,4.38,51.4,22.9,188.1,87.4,25.16,94.3,9.0,5.0,1.0,7.0,158.0,255.0,327.0,77.5,11.0,9.0,50.0,13.0,81.2
