,Year,Round,H/A?,H/A Win?,Points For,Points Against,Margin,"Team Won? (1=W, 0=L)",Team_against_ID,Kicks,Handballs,Disposals,Kick to HB Ratio,Marks,Tackles,Hitouts,Frees For,Frees Against,Goals Kicked,Goal Assists1,Behinds Kicked,Rushed Behinds,Scoring Shots,Conversion %,Disposals Per Goal,Disposals Per Scoring Shot,Clearances1,Clangers1,Rebound 50s1,Inside 50s,In50s Per Scoring Shot,In50s Per Goal,% In50s Score,% In50s Goal,Height,Weight,Age,Av Games,<50 Games,50-99 Games,100-149 Games,>150 Games,Contested Poss,Uncontested Poss,Effective Disposals,Disposal Efficiency,Clangers2,Contested Marks,Marks Inside 50,Clearances2,Rebound 50s2,1%ers,Bounces,Goals Assists2,Goal Assist %,Kicks (O),Handballs (O),Disposals (O),Kick to HB Ratio (O),Marks (O),Tackles(O),Hitouts(O),Frees For(O),Frees Against(O),Goals Kicked(O),Goal Assists1(O),Behinds Kicked(O),Rushed Behinds(O),Scoring Shots(O),Conversion %(O),Disposals Per Goal(O),Disposals Per Scoring Shot(O),Clearances1(O),Clangers1(O),Rebound 50s1(O),Inside 50s(O),In50s Per Scoring Shot(O),In50s Per Goal(O),% In50s Score(O),% In50s Goal(O),Height(O),Weight(O),Age(O),Av Games(O),<50 Games(O),50-99 Games(O),100-149 Games(O),>150 Games(O),Contested Poss(O),Uncontested Poss(O),Effective Disposals(O),Disposal Efficiency(O),Clangers2(O),Contested Marks(O),Marks Inside 50(O),Clearances2(O),Rebound 50s2(O),1%ers(O),Bounces(O),Goals Assists2(O),Goal Assist %(O)
5877,2014.0,15.0,1.0,0.0,81.0,88.0,-7.0,0.0,6.0,213.0,131.0,344.0,1.63,101.0,60.0,30.0,14.0,9.0,11.0,6.0,11.0,4.0,26.0,42.3,31.27,13.23,34.0,37.0,25.0,47.0,1.81,4.27,46.8,23.4,188.6,88.0,25.66,104.5,2.0,8.0,9.0,3.0,130.0,211.0,243.0,70.6,37.0,10.0,10.0,34.0,25.0,57.0,9.0,6.0,54.5,226.0,160.0,386.0,1.41,108.0,68.0,53.0,9.0,14.0,13.0,10.0,10.0,0.0,23.0,56.5,29.69,16.78,39.0,40.0,31.0,45.0,1.96,3.46,51.1,28.9,187.7,88.5,26.41,117.6,3.0,8.0,5.0,6.0,136.0,248.0,287.0,74.4,40.0,7.0,6.0,39.0,31.0,42.0,4.0,10.0,76.9
5890,2014.0,16.0,0.0,1.0,51.0,79.0,-28.0,0.0,16.0,214.0,131.0,345.0,1.63,54.0,96.0,69.0,15.0,10.0,7.0,3.0,7.0,2.0,16.0,43.8,49.29,21.56,38.0,42.0,42.0,51.0,3.19,7.29,27.5,13.7,188.6,87.3,25.41,97.6,5.0,6.0,8.0,3.0,173.0,147.0,212.0,61.4,42.0,9.0,2.0,38.0,42.0,64.0,1.0,3.0,42.9,222.0,155.0,377.0,1.43,54.0,102.0,30.0,10.0,15.0,10.0,8.0,12.0,7.0,29.0,34.5,37.7,13.0,53.0,41.0,43.0,67.0,2.31,6.7,32.8,14.9,186.1,87.2,25.74,110.9,7.0,4.0,4.0,7.0,192.0,184.0,243.0,64.5,41.0,5.0,8.0,53.0,43.0,72.0,0.0,8.0,80.0
5896,2014.0,17.0,1.0,1.0,76.0,64.0,12.0,1.0,2.0,197.0,137.0,334.0,1.44,83.0,65.0,51.0,15.0,22.0,11.0,8.0,9.0,1.0,21.0,52.4,30.36,15.9,40.0,44.0,36.0,45.0,2.14,4.09,44.4,24.4,188.9,88.1,24.41,70.4,9.0,4.0,8.0,1.0,139.0,195.0,237.0,71.0,44.0,10.0,10.0,40.0,36.0,47.0,9.0,8.0,72.7,177.0,169.0,346.0,1.05,91.0,67.0,33.0,22.0,15.0,9.0,8.0,6.0,4.0,19.0,47.4,38.44,18.21,32.0,46.0,30.0,52.0,2.74,5.78,28.8,17.3,187.4,85.9,23.66,69.2,11.0,6.0,0.0,5.0,119.0,230.0,263.0,76.0,46.0,13.0,13.0,32.0,30.0,51.0,8.0,8.0,88.9
5906,2014.0,18.0,0.0,1.0,42.0,59.0,-17.0,0.0,14.0,197.0,119.0,316.0,1.66,36.0,126.0,79.0,30.0,24.0,6.0,4.0,3.0,3.0,12.0,50.0,52.67,26.33,50.0,49.0,35.0,44.0,3.67,7.33,20.5,13.6,189.0,88.9,25.16,94.1,5.0,6.0,9.0,2.0,158.0,130.0,187.0,59.2,49.0,3.0,5.0,50.0,35.0,72.0,2.0,4.0,66.7,209.0,118.0,327.0,1.77,27.0,99.0,39.0,24.0,30.0,8.0,2.0,5.0,6.0,19.0,42.1,40.88,17.21,59.0,59.0,36.0,49.0,2.58,6.12,26.5,16.3,187.3,87.3,25.8,98.1,6.0,5.0,7.0,4.0,186.0,120.0,186.0,56.9,59.0,5.0,5.0,59.0,36.0,69.0,6.0,2.0,25.0
5912,2014.0,19.0,1.0,1.0,136.0,105.0,31.0,1.0,1.0,201.0,176.0,377.0,1.14,76.0,73.0,44.0,17.0,13.0,20.0,12.0,14.0,2.0,36.0,55.6,18.85,10.47,41.0,40.0,33.0,58.0,1.61,2.9,58.6,34.5,188.2,87.5,24.8,88.2,5.0,6.0,10.0,1.0,147.0,229.0,281.0,74.5,40.0,13.0,16.0,41.0,33.0,62.0,12.0,12.0,60.0,187.0,187.0,374.0,1.0,64.0,67.0,45.0,13.0,17.0,16.0,9.0,8.0,1.0,25.0,64.0,23.38,14.96,41.0,44.0,31.0,53.0,2.12,3.31,45.3,30.2,185.9,87.9,25.0,84.5,7.0,8.0,4.0,3.0,153.0,218.0,263.0,70.3,44.0,8.0,9.0,41.0,31.0,49.0,10.0,9.0,56.2
5927,2014.0,20.0,0.0,0.0,126.0,66.0,60.0,1.0,4.0,239.0,202.0,441.0,1.18,117.0,68.0,55.0,27.0,10.0,19.0,12.0,9.0,3.0,31.0,61.3,23.21,14.23,47.0,35.0,34.0,55.0,1.77,2.89,50.9,34.5,189.1,88.7,25.8,96.5,5.0,6.0,9.0,2.0,152.0,291.0,327.0,74.1,35.0,6.0,9.0,47.0,34.0,46.0,5.0,12.0,63.2,180.0,176.0,356.0,1.02,81.0,80.0,31.0,10.0,27.0,10.0,8.0,4.0,2.0,16.0,62.5,35.6,22.25,41.0,58.0,34.0,44.0,2.75,4.4,31.8,22.7,187.4,89.2,24.66,85.5,9.0,5.0,5.0,3.0,125.0,235.0,259.0,72.8,58.0,6.0,7.0,41.0,34.0,44.0,14.0,8.0,80.0
5931,2014.0,21.0,1.0,0.0,74.0,77.0,-3.0,0.0,5.0,212.0,123.0,335.0,1.72,110.0,60.0,45.0,13.0,21.0,11.0,9.0,7.0,1.0,19.0,57.9,30.45,17.63,35.0,45.0,44.0,54.0,2.84,4.91,33.3,20.4,189.3,89.3,24.8,93.0,6.0,6.0,7.0,3.0,128.0,213.0,238.0,71.0,45.0,10.0,11.0,35.0,44.0,62.0,9.0,9.0,81.8,231.0,212.0,443.0,1.09,90.0,57.0,24.0,21.0,13.0,11.0,8.0,8.0,3.0,22.0,50.0,40.27,20.14,34.0,47.0,40.0,60.0,2.73,5.45,31.7,18.3,187.8,87.4,25.41,104.6,6.0,6.0,5.0,5.0,156.0,285.0,317.0,71.6,47.0,7.0,7.0,34.0,40.0,50.0,7.0,8.0,72.7
5941,2014.0,22.0,0.0,0.0,119.0,53.0,66.0,1.0,11.0,208.0,134.0,342.0,1.55,102.0,75.0,39.0,28.0,16.0,18.0,15.0,10.0,1.0,29.0,62.1,19.0,11.79,40.0,33.0,22.0,53.0,1.83,2.94,52.8,34.0,188.0,87.1,25.0,94.9,6.0,6.0,7.0,3.0,116.0,222.0,267.0,78.1,33.0,7.0,13.0,40.0,22.0,43.0,13.0,15.0,83.3,173.0,193.0,366.0,0.9,68.0,53.0,46.0,16.0,28.0,8.0,5.0,4.0,1.0,13.0,61.5,45.75,28.15,37.0,43.0,32.0,31.0,2.38,3.88,38.7,25.8,189.3,89.7,24.91,81.1,9.0,5.0,5.0,3.0,129.0,240.0,290.0,79.2,43.0,7.0,3.0,37.0,32.0,34.0,3.0,5.0,62.5
5949,2014.0,23.0,1.0,1.0,151.0,99.0,52.0,1.0,8.0,197.0,136.0,333.0,1.45,92.0,51.0,57.0,14.0,14.0,23.0,18.0,9.0,4.0,36.0,63.9,14.48,9.25,42.0,31.0,28.0,58.0,1.61,2.52,55.2,39.7,188.0,87.0,24.58,89.6,5.0,6.0,9.0,2.0,122.0,209.0,258.0,77.5,31.0,11.0,16.0,42.0,28.0,44.0,19.0,18.0,78.3,193.0,165.0,358.0,1.17,84.0,53.0,27.0,14.0,14.0,15.0,10.0,7.0,2.0,24.0,62.5,23.87,14.92,34.0,35.0,33.0,46.0,1.92,3.07,47.8,32.6,187.4,84.1,22.66,58.5,9.0,10.0,2.0,1.0,132.0,233.0,270.0,75.4,35.0,10.0,14.0,34.0,33.0,54.0,7.0,10.0,66.7
5968,2015.0,1.0,1.0,0.0,87.0,97.0,-10.0,0.0,18.0,188.0,192.0,380.0,0.98,88.0,76.0,47.0,19.0,20.0,14.0,12.0,3.0,0.0,17.0,82.4,27.14,22.35,33.0,45.0,41.0,40.0,2.35,2.86,42.5,35.0,188.3,87.5,24.74,85.7,6.0,6.0,7.0,3.0,137.0,236.0,278.0,73.2,45.0,7.0,10.0,33.0,41.0,42.0,13.0,12.0,85.7,208.0,164.0,372.0,1.27,79.0,94.0,36.0,20.0,19.0,14.0,3.0,9.0,4.0,27.0,51.9,26.57,13.78,49.0,42.0,26.0,58.0,2.15,4.14,39.7,24.1,188.6,88.4,25.16,74.2,11.0,6.0,1.0,4.0,156.0,214.0,275.0,73.9,42.0,5.0,10.0,49.0,26.0,40.0,14.0,3.0,21.4
5973,2015.0,2.0,0.0,0.0,131.0,62.0,69.0,1.0,3.0,204.0,152.0,356.0,1.34,87.0,69.0,59.0,19.0,13.0,20.0,16.0,11.0,0.0,31.0,64.5,17.8,11.48,47.0,34.0,20.0,49.0,1.58,2.45,63.3,40.8,187.8,87.3,24.49,80.3,7.0,6.0,6.0,3.0,139.0,219.0,271.0,76.1,34.0,9.0,11.0,47.0,20.0,48.0,15.0,16.0,80.0,192.0,128.0,320.0,1.5,102.0,58.0,27.0,13.0,19.0,9.0,7.0,8.0,0.0,17.0,52.9,35.56,18.82,29.0,42.0,27.0,35.0,2.06,3.89,48.6,25.7,188.0,88.6,25.91,93.6,8.0,6.0,3.0,5.0,118.0,207.0,235.0,73.4,42.0,14.0,10.0,29.0,27.0,55.0,15.0,7.0,77.8
5990,2015.0,3.0,0.0,1.0,81.0,111.0,-30.0,0.0,6.0,184.0,156.0,340.0,1.18,92.0,53.0,27.0,20.0,13.0,12.0,9.0,6.0,3.0,21.0,57.1,28.33,16.19,26.0,33.0,33.0,39.0,1.86,3.25,46.2,30.8,187.9,87.0,24.8,88.3,6.0,5.0,8.0,3.0,115.0,224.0,271.0,79.7,33.0,7.0,9.0,26.0,33.0,45.0,6.0,9.0,75.0,250.0,166.0,416.0,1.51,136.0,56.0,47.0,13.0,20.0,17.0,12.0,8.0,1.0,26.0,65.4,24.47,16.0,44.0,39.0,26.0,52.0,2.0,3.06,48.1,32.7,188.0,88.0,26.66,125.7,3.0,7.0,5.0,7.0,135.0,284.0,347.0,83.4,39.0,17.0,17.0,44.0,26.0,32.0,8.0,12.0,70.6
5997,2015.0,4.0,1.0,1.0,118.0,65.0,53.0,1.0,2.0,193.0,174.0,367.0,1.11,80.0,57.0,56.0,13.0,11.0,17.0,8.0,14.0,2.0,33.0,51.5,21.59,11.12,44.0,33.0,24.0,71.0,2.15,4.18,43.7,23.9,188.5,87.4,24.66,85.5,7.0,4.0,8.0,3.0,130.0,237.0,287.0,78.2,33.0,12.0,14.0,44.0,24.0,44.0,7.0,8.0,47.1,189.0,171.0,360.0,1.11,91.0,67.0,39.0,11.0,13.0,9.0,7.0,10.0,1.0,20.0,45.0,40.0,18.0,37.0,47.0,49.0,39.0,1.95,4.33,48.7,23.1,186.0,84.7,23.8,59.9,10.0,6.0,5.0,1.0,114.0,243.0,274.0,76.1,47.0,9.0,9.0,37.0,49.0,46.0,14.0,7.0,77.8
6005,2015.0,5.0,0.0,0.0,120.0,33.0,87.0,1.0,9.0,242.0,167.0,409.0,1.45,117.0,62.0,41.0,26.0,22.0,18.0,13.0,10.0,2.0,30.0,60.0,22.72,13.63,33.0,46.0,27.0,57.0,1.9,3.17,49.1,31.6,187.7,86.9,25.0,85.8,6.0,6.0,8.0,2.0,132.0,277.0,321.0,78.5,46.0,8.0,16.0,33.0,27.0,42.0,15.0,13.0,72.2,197.0,176.0,373.0,1.12,92.0,68.0,30.0,22.0,26.0,4.0,4.0,9.0,0.0,13.0,30.8,93.25,28.69,34.0,57.0,37.0,37.0,2.85,9.25,35.1,10.8,187.3,84.8,23.41,71.9,9.0,8.0,2.0,3.0,112.0,257.0,275.0,73.7,57.0,5.0,7.0,34.0,37.0,48.0,22.0,4.0,100.0
6017,2015.0,6.0,1.0,1.0,78.0,68.0,10.0,1.0,13.0,208.0,155.0,363.0,1.34,94.0,59.0,58.0,15.0,13.0,11.0,8.0,10.0,2.0,23.0,47.8,33.0,15.78,33.0,39.0,31.0,54.0,2.35,4.91,38.9,20.4,187.8,86.8,24.74,83.1,7.0,5.0,8.0,2.0,134.0,219.0,252.0,69.4,39.0,12.0,13.0,33.0,31.0,46.0,11.0,8.0,72.7,192.0,171.0,363.0,1.12,92.0,96.0,36.0,13.0,15.0,10.0,8.0,6.0,2.0,18.0,55.6,36.3,20.17,38.0,53.0,35.0,47.0,2.61,4.7,34.0,21.3,187.9,85.8,25.91,112.7,4.0,6.0,4.0,8.0,131.0,238.0,266.0,73.3,53.0,10.0,12.0,38.0,35.0,60.0,10.0,8.0,80.0
6023,2015.0,7.0,0.0,0.0,135.0,43.0,92.0,1.0,8.0,248.0,200.0,448.0,1.24,118.0,80.0,55.0,19.0,8.0,21.0,14.0,7.0,2.0,30.0,70.0,21.33,14.93,33.0,33.0,15.0,67.0,2.23,3.19,41.8,31.3,187.2,86.3,24.74,84.4,7.0,5.0,8.0,2.0,151.0,288.0,332.0,74.1,33.0,12.0,14.0,33.0,15.0,36.0,2.0,14.0,66.7,177.0,132.0,309.0,1.34,45.0,105.0,45.0,8.0,19.0,6.0,3.0,3.0,4.0,13.0,46.2,51.5,23.77,54.0,62.0,42.0,24.0,1.85,4.0,37.5,25.0,187.3,84.5,23.58,60.1,9.0,9.0,2.0,2.0,143.0,159.0,194.0,62.8,62.0,1.0,2.0,54.0,42.0,61.0,3.0,3.0,50.0
6028,2015.0,8.0,1.0,1.0,131.0,78.0,53.0,1.0,15.0,181.0,172.0,353.0,1.05,76.0,69.0,59.0,20.0,12.0,20.0,13.0,9.0,2.0,31.0,64.5,17.65,11.39,43.0,36.0,33.0,63.0,2.03,3.15,46.0,31.7,187.9,86.9,25.0,89.9,6.0,5.0,9.0,2.0,142.0,212.0,261.0,73.9,36.0,11.0,16.0,43.0,33.0,38.0,6.0,13.0,65.0,186.0,182.0,368.0,1.02,91.0,86.0,36.0,12.0,19.0,12.0,11.0,4.0,2.0,18.0,66.7,30.67,20.44,42.0,51.0,42.0,47.0,2.61,3.92,34.0,25.5,186.8,84.5,24.0,70.4,12.0,5.0,1.0,4.0,125.0,245.0,277.0,75.3,51.0,7.0,12.0,42.0,42.0,38.0,13.0,11.0,91.7
6044,2015.0,9.0,0.0,0.0,120.0,64.0,56.0,1.0,7.0,219.0,176.0,395.0,1.24,102.0,55.0,56.0,25.0,11.0,16.0,11.0,20.0,4.0,40.0,40.0,24.69,9.88,47.0,30.0,23.0,61.0,1.52,3.81,59.0,26.2,188.0,87.1,24.91,88.8,6.0,5.0,9.0,2.0,147.0,250.0,301.0,76.2,30.0,11.0,20.0,47.0,23.0,33.0,11.0,11.0,68.8,161.0,161.0,322.0,1.0,72.0,79.0,39.0,11.0,25.0,10.0,9.0,3.0,1.0,14.0,71.4,32.2,23.0,32.0,53.0,33.0,34.0,2.43,3.4,38.2,29.4,189.0,89.0,26.16,119.0,6.0,5.0,1.0,10.0,116.0,212.0,239.0,74.2,53.0,14.0,9.0,32.0,33.0,41.0,5.0,9.0,90.0
6051,2015.0,10.0,1.0,0.0,75.0,85.0,-10.0,0.0,12.0,184.0,170.0,354.0,1.08,62.0,69.0,46.0,21.0,14.0,10.0,5.0,8.0,7.0,25.0,40.0,35.4,14.16,39.0,47.0,34.0,63.0,2.52,6.3,28.6,15.9,188.1,87.2,24.8,88.9,7.0,4.0,8.0,3.0,156.0,201.0,247.0,69.8,47.0,13.0,7.0,39.0,34.0,45.0,8.0,5.0,50.0,199.0,134.0,333.0,1.49,56.0,91.0,55.0,14.0,21.0,13.0,9.0,6.0,1.0,20.0,65.0,25.62,16.65,47.0,48.0,46.0,49.0,2.45,3.77,38.8,26.5,187.8,88.5,27.16,131.7,3.0,4.0,9.0,6.0,160.0,169.0,217.0,65.2,48.0,14.0,8.0,47.0,46.0,35.0,14.0,9.0,69.2
6056,2015.0,11.0,0.0,0.0,96.0,46.0,50.0,1.0,5.0,202.0,160.0,362.0,1.26,88.0,57.0,73.0,16.0,13.0,14.0,7.0,11.0,1.0,26.0,53.8,25.86,13.92,51.0,34.0,26.0,55.0,2.12,3.93,45.5,25.5,187.9,87.3,25.24,97.9,4.0,6.0,9.0,3.0,149.0,213.0,254.0,70.2,34.0,10.0,12.0,51.0,26.0,50.0,7.0,7.0,50.0,214.0,199.0,413.0,1.08,120.0,97.0,28.0,13.0,16.0,6.0,4.0,8.0,2.0,16.0,37.5,68.83,25.81,37.0,52.0,33.0,35.0,2.19,5.83,40.0,17.1,186.3,83.7,25.33,103.8,7.0,5.0,5.0,5.0,128.0,292.0,321.0,77.7,52.0,10.0,6.0,37.0,33.0,34.0,4.0,4.0,66.7
6061,2015.0,12.0,1.0,1.0,90.0,70.0,20.0,1.0,14.0,205.0,164.0,369.0,1.25,110.0,52.0,46.0,13.0,25.0,13.0,8.0,10.0,2.0,25.0,52.0,28.38,14.76,39.0,42.0,29.0,44.0,1.76,3.38,52.3,29.5,188.1,87.4,25.16,100.0,4.0,6.0,8.0,4.0,118.0,257.0,285.0,77.2,42.0,9.0,13.0,39.0,29.0,36.0,8.0,8.0,61.5,194.0,152.0,346.0,1.28,90.0,61.0,25.0,25.0,13.0,10.0,7.0,8.0,2.0,20.0,50.0,34.6,17.3,30.0,47.0,30.0,46.0,2.3,4.6,39.1,21.7,188.9,87.4,24.58,95.9,6.0,6.0,6.0,4.0,130.0,215.0,255.0,73.7,47.0,12.0,8.0,30.0,30.0,43.0,4.0,7.0,70.0
6077,2015.0,14.0,1.0,1.0,114.0,60.0,54.0,1.0,11.0,210.0,137.0,347.0,1.53,98.0,59.0,59.0,20.0,12.0,16.0,13.0,13.0,5.0,34.0,47.1,21.69,10.21,40.0,35.0,33.0,53.0,1.56,3.31,54.7,30.2,187.9,87.3,25.24,99.9,4.0,6.0,9.0,3.0,121.0,219.0,264.0,76.1,35.0,5.0,15.0,40.0,33.0,30.0,8.0,13.0,81.2,169.0,136.0,305.0,1.24,70.0,61.0,40.0,12.0,20.0,9.0,6.0,4.0,2.0,15.0,60.0,33.89,20.33,37.0,46.0,30.0,45.0,3.0,5.0,28.9,20.0,188.3,87.5,24.66,80.2,10.0,4.0,4.0,4.0,117.0,181.0,229.0,75.1,46.0,10.0,9.0,37.0,30.0,41.0,5.0,6.0,66.7
6086,2015.0,15.0,0.0,0.0,147.0,91.0,56.0,1.0,1.0,244.0,209.0,453.0,1.17,114.0,51.0,57.0,17.0,7.0,22.0,17.0,13.0,2.0,37.0,59.5,20.59,12.24,51.0,31.0,19.0,73.0,1.97,3.32,47.9,30.1,188.0,87.8,25.49,102.6,4.0,5.0,9.0,4.0,153.0,297.0,336.0,74.2,31.0,12.0,16.0,51.0,19.0,51.0,4.0,17.0,77.3,194.0,137.0,331.0,1.42,83.0,57.0,38.0,7.0,17.0,14.0,12.0,6.0,1.0,21.0,66.7,23.64,15.76,35.0,46.0,40.0,37.0,1.76,2.64,54.1,37.8,186.3,85.9,24.8,89.6,7.0,8.0,3.0,4.0,132.0,195.0,234.0,70.7,46.0,15.0,12.0,35.0,40.0,45.0,4.0,12.0,85.7
6093,2015.0,16.0,1.0,1.0,87.0,56.0,31.0,1.0,4.0,219.0,175.0,394.0,1.25,116.0,45.0,44.0,8.0,24.0,11.0,8.0,16.0,5.0,32.0,34.4,35.82,12.31,31.0,51.0,30.0,61.0,1.91,5.55,44.3,18.0,188.0,87.8,25.49,103.6,4.0,4.0,10.0,4.0,129.0,258.0,291.0,73.9,51.0,15.0,16.0,31.0,30.0,42.0,4.0,8.0,72.7,201.0,187.0,388.0,1.07,98.0,72.0,22.0,24.0,8.0,7.0,4.0,8.0,6.0,21.0,33.3,55.43,18.48,30.0,45.0,43.0,41.0,1.95,5.86,36.6,17.1,188.4,89.7,24.33,87.1,10.0,3.0,5.0,4.0,121.0,268.0,305.0,78.6,45.0,4.0,9.0,30.0,43.0,53.0,5.0,4.0,57.1
6107,2015.0,17.0,0.0,0.0,103.0,51.0,52.0,1.0,16.0,208.0,208.0,416.0,1.0,88.0,63.0,71.0,14.0,18.0,15.0,11.0,8.0,5.0,28.0,53.6,27.73,14.86,45.0,45.0,25.0,58.0,2.07,3.87,39.7,25.9,188.0,87.3,25.41,103.4,4.0,4.0,10.0,4.0,173.0,245.0,299.0,71.9,45.0,17.0,11.0,45.0,25.0,33.0,8.0,11.0,73.3,178.0,189.0,367.0,0.94,86.0,91.0,26.0,18.0,14.0,7.0,5.0,8.0,1.0,16.0,43.8,52.43,22.94,32.0,40.0,38.0,35.0,2.19,5.0,42.9,20.0,186.5,86.7,25.49,105.5,8.0,4.0,4.0,6.0,128.0,239.0,273.0,74.4,40.0,12.0,8.0,32.0,38.0,50.0,7.0,5.0,71.4
6113,2015.0,18.0,1.0,0.5,83.0,83.0,0.0,0.5,8.0,223.0,160.0,383.0,1.39,84.0,53.0,54.0,12.0,20.0,11.0,5.0,16.0,1.0,28.0,39.3,34.82,13.68,45.0,42.0,36.0,52.0,1.86,4.73,51.9,21.2,188.0,87.3,25.41,104.4,4.0,4.0,10.0,4.0,159.0,225.0,273.0,71.3,42.0,14.0,10.0,45.0,36.0,56.0,2.0,5.0,45.5,205.0,124.0,329.0,1.65,95.0,72.0,36.0,20.0,12.0,12.0,9.0,10.0,1.0,23.0,52.2,27.42,14.3,35.0,34.0,34.0,50.0,2.17,4.17,44.0,24.0,187.4,85.5,22.91,56.0,10.0,10.0,0.0,2.0,130.0,191.0,234.0,71.1,34.0,9.0,12.0,35.0,34.0,72.0,13.0,9.0,75.0
6122,2015.0,19.0,0.0,1.0,74.0,88.0,-14.0,0.0,10.0,189.0,132.0,321.0,1.43,56.0,68.0,52.0,14.0,15.0,11.0,9.0,8.0,0.0,19.0,57.9,29.18,16.89,44.0,54.0,32.0,44.0,2.32,4.0,43.2,25.0,187.4,86.9,25.66,104.9,4.0,5.0,9.0,4.0,148.0,169.0,207.0,64.5,54.0,9.0,11.0,44.0,32.0,41.0,0.0,9.0,81.8,242.0,135.0,377.0,1.79,78.0,101.0,62.0,15.0,14.0,13.0,11.0,9.0,1.0,23.0,56.5,29.0,16.39,57.0,52.0,27.0,53.0,2.3,4.08,41.5,24.5,187.0,87.4,26.74,140.4,2.0,5.0,7.0,8.0,154.0,218.0,260.0,69.0,52.0,9.0,8.0,57.0,27.0,57.0,3.0,11.0,84.6
6134,2015.0,20.0,1.0,1.0,104.0,80.0,24.0,1.0,6.0,199.0,117.0,316.0,1.7,92.0,52.0,17.0,32.0,19.0,15.0,8.0,12.0,2.0,29.0,51.7,21.07,10.9,34.0,44.0,31.0,41.0,1.41,2.73,65.9,36.6,187.4,86.6,25.66,102.5,4.0,6.0,8.0,4.0,131.0,189.0,234.0,74.1,44.0,11.0,11.0,34.0,31.0,46.0,14.0,8.0,53.3,205.0,130.0,335.0,1.58,99.0,67.0,68.0,19.0,32.0,11.0,10.0,12.0,2.0,25.0,44.0,30.45,13.4,46.0,56.0,24.0,50.0,2.0,4.55,46.0,22.0,188.0,87.7,26.66,122.5,4.0,6.0,7.0,5.0,130.0,210.0,248.0,74.0,56.0,13.0,12.0,46.0,24.0,35.0,2.0,10.0,90.9
6143,2015.0,21.0,0.0,0.0,162.0,85.0,77.0,1.0,18.0,206.0,186.0,392.0,1.11,92.0,66.0,70.0,20.0,15.0,25.0,15.0,9.0,3.0,37.0,67.6,15.68,10.59,48.0,40.0,24.0,51.0,1.38,2.04,66.7,49.0,186.8,86.2,25.24,97.1,5.0,5.0,8.0,4.0,151.0,245.0,292.0,74.5,40.0,15.0,23.0,48.0,24.0,33.0,6.0,15.0,60.0,178.0,166.0,344.0,1.07,74.0,55.0,28.0,15.0,20.0,13.0,7.0,5.0,2.0,20.0,65.0,26.46,17.2,37.0,51.0,23.0,43.0,2.15,3.31,41.9,30.2,187.1,85.4,23.8,59.4,13.0,7.0,0.0,2.0,117.0,221.0,255.0,74.1,51.0,10.0,11.0,37.0,23.0,45.0,7.0,7.0,53.8
6150,2015.0,22.0,1.0,0.0,69.0,126.0,-57.0,0.0,1.0,177.0,128.0,305.0,1.38,75.0,46.0,37.0,19.0,17.0,10.0,9.0,8.0,1.0,19.0,52.6,30.5,16.05,36.0,50.0,33.0,54.0,2.84,5.4,33.3,18.5,187.6,86.9,25.8,92.9,6.0,5.0,6.0,5.0,139.0,166.0,202.0,66.2,50.0,18.0,13.0,36.0,33.0,52.0,1.0,9.0,90.0,228.0,155.0,383.0,1.47,108.0,41.0,37.0,17.0,19.0,19.0,15.0,9.0,3.0,31.0,61.3,20.16,12.35,31.0,45.0,42.0,60.0,1.94,3.16,46.7,31.7,186.5,85.5,24.66,91.4,7.0,7.0,3.0,5.0,141.0,237.0,282.0,73.6,45.0,13.0,19.0,31.0,42.0,58.0,3.0,15.0,78.9
6161,2015.0,23.0,0.0,0.0,125.0,30.0,95.0,1.0,15.0,204.0,214.0,418.0,0.95,95.0,73.0,59.0,23.0,6.0,18.0,11.0,17.0,0.0,35.0,51.4,23.22,11.94,39.0,33.0,26.0,55.0,1.57,3.06,63.6,32.7,187.6,87.1,25.49,104.4,5.0,3.0,9.0,5.0,156.0,264.0,303.0,72.5,33.0,14.0,16.0,39.0,26.0,37.0,3.0,11.0,61.1,167.0,192.0,359.0,0.87,84.0,81.0,34.0,6.0,23.0,4.0,3.0,5.0,1.0,10.0,40.0,89.75,35.9,33.0,50.0,32.0,34.0,3.4,8.5,26.5,11.8,187.3,85.6,25.33,101.0,9.0,4.0,3.0,6.0,105.0,253.0,266.0,74.1,50.0,4.0,3.0,33.0,32.0,38.0,4.0,3.0,75.0
6163,2015.0,25.0,0.0,0.0,96.0,64.0,32.0,1.0,10.0,212.0,130.0,342.0,1.63,80.0,58.0,59.0,19.0,16.0,14.0,7.0,9.0,3.0,26.0,53.8,24.43,13.15,40.0,50.0,27.0,50.0,1.92,3.57,46.0,28.0,188.3,87.8,25.66,105.8,4.0,4.0,10.0,4.0,148.0,182.0,233.0,68.1,50.0,13.0,17.0,40.0,27.0,56.0,2.0,7.0,50.0,199.0,140.0,339.0,1.42,64.0,89.0,46.0,16.0,19.0,9.0,6.0,8.0,2.0,19.0,47.4,37.67,17.84,50.0,57.0,30.0,40.0,2.11,4.44,42.5,22.5,187.4,88.2,27.66,161.2,1.0,3.0,7.0,11.0,140.0,202.0,230.0,67.8,57.0,7.0,10.0,50.0,30.0,59.0,0.0,6.0,66.7
