,Year,Round,H/A?,H/A Win?,Points For,Points Against,Margin,"Team Won? (1=W, 0=L)",Team_against_ID,Kicks,Handballs,Disposals,Kick to HB Ratio,Marks,Tackles,Hitouts,Frees For,Frees Against,Goals Kicked,Goal Assists1,Behinds Kicked,Rushed Behinds,Scoring Shots,Conversion %,Disposals Per Goal,Disposals Per Scoring Shot,Clearances1,Clangers1,Rebound 50s1,Inside 50s,In50s Per Scoring Shot,In50s Per Goal,% In50s Score,% In50s Goal,Height,Weight,Age,Av Games,<50 Games,50-99 Games,100-149 Games,>150 Games,Contested Poss,Uncontested Poss,Effective Disposals,Disposal Efficiency,Clangers2,Contested Marks,Marks Inside 50,Clearances2,Rebound 50s2,1%ers,Bounces,Goals Assists2,Goal Assist %,Kicks (O),Handballs (O),Disposals (O),Kick to HB Ratio (O),Marks (O),Tackles(O),Hitouts(O),Frees For(O),Frees Against(O),Goals Kicked(O),Goal Assists1(O),Behinds Kicked(O),Rushed Behinds(O),Scoring Shots(O),Conversion %(O),Disposals Per Goal(O),Disposals Per Scoring Shot(O),Clearances1(O),Clangers1(O),Rebound 50s1(O),Inside 50s(O),In50s Per Scoring Shot(O),In50s Per Goal(O),% In50s Score(O),% In50s Goal(O),Height(O),Weight(O),Age(O),Av Games(O),<50 Games(O),50-99 Games(O),100-149 Games(O),>150 Games(O),Contested Poss(O),Uncontested Poss(O),Effective Disposals(O),Disposal Efficiency(O),Clangers2(O),Contested Marks(O),Marks Inside 50(O),Clearances2(O),Rebound 50s2(O),1%ers(O),Bounces(O),Goals Assists2(O),Goal Assist %(O)
5414,2012.0,8.0,1.0,0.0,91.0,121.0,-30.0,0.0,17.0,185.0,140.0,325.0,1.32,70.0,49.0,24.0,16.0,25.0,13.0,8.0,11.0,2.0,26.0,50.0,25.0,12.5,38.0,55.0,28.0,51.0,1.96,3.92,47.1,25.5,186.6,86.4,26.41,117.0,7.0,2.0,5.0,8.0,132.0,194.0,239.0,73.5,55.0,7.0,11.0,38.0,28.0,53.0,15.0,8.0,61.5,226.0,137.0,363.0,1.65,128.0,57.0,49.0,25.0,16.0,18.0,7.0,11.0,2.0,31.0,58.1,20.17,11.71,37.0,44.0,31.0,48.0,1.55,2.67,60.4,37.5,188.6,88.2,24.49,91.0,7.0,7.0,3.0,5.0,132.0,232.0,270.0,74.4,44.0,19.0,19.0,37.0,31.0,29.0,10.0,7.0,38.9
5418,2012.0,9.0,0.0,0.0,111.0,83.0,28.0,1.0,16.0,218.0,144.0,362.0,1.51,93.0,79.0,46.0,23.0,21.0,16.0,8.0,15.0,0.0,31.0,51.6,22.62,11.68,37.0,49.0,26.0,55.0,1.77,3.44,56.4,29.1,185.9,85.6,26.33,120.1,6.0,3.0,4.0,9.0,133.0,224.0,258.0,71.3,49.0,7.0,15.0,37.0,26.0,40.0,12.0,8.0,50.0,180.0,173.0,353.0,1.04,75.0,63.0,38.0,21.0,23.0,12.0,9.0,9.0,2.0,23.0,52.2,29.42,15.35,36.0,50.0,35.0,42.0,1.83,3.5,50.0,28.6,186.6,86.4,25.74,101.7,7.0,7.0,1.0,7.0,121.0,226.0,258.0,73.1,50.0,6.0,10.0,36.0,35.0,41.0,5.0,9.0,75.0
5424,2012.0,10.0,0.0,1.0,113.0,121.0,-8.0,0.0,14.0,200.0,154.0,354.0,1.3,84.0,55.0,12.0,22.0,15.0,16.0,9.0,12.0,5.0,33.0,48.5,22.12,10.73,35.0,45.0,26.0,58.0,1.76,3.62,48.3,27.6,185.9,85.3,26.16,118.5,7.0,2.0,4.0,9.0,139.0,214.0,258.0,72.9,45.0,12.0,18.0,35.0,26.0,41.0,12.0,9.0,56.2,209.0,206.0,415.0,1.01,87.0,40.0,43.0,16.0,21.0,18.0,13.0,11.0,2.0,31.0,58.1,23.06,13.39,34.0,49.0,33.0,50.0,1.61,2.78,58.0,36.0,186.7,86.2,23.91,75.0,6.0,10.0,3.0,3.0,145.0,271.0,316.0,76.1,49.0,13.0,14.0,34.0,33.0,51.0,14.0,13.0,72.2
5435,2012.0,11.0,1.0,1.0,144.0,49.0,95.0,1.0,8.0,232.0,168.0,400.0,1.38,103.0,58.0,42.0,19.0,12.0,21.0,16.0,16.0,2.0,39.0,53.8,19.05,10.26,42.0,35.0,23.0,65.0,1.67,3.1,56.9,32.3,185.6,85.2,26.58,124.3,6.0,3.0,4.0,9.0,133.0,269.0,313.0,78.2,35.0,13.0,19.0,42.0,23.0,44.0,12.0,16.0,76.2,173.0,132.0,305.0,1.31,90.0,47.0,30.0,13.0,19.0,7.0,4.0,6.0,1.0,14.0,50.0,43.57,21.79,27.0,51.0,33.0,31.0,2.21,4.43,41.9,22.6,187.5,82.6,22.91,52.2,16.0,2.0,2.0,2.0,103.0,200.0,220.0,72.1,51.0,12.0,12.0,27.0,33.0,45.0,2.0,4.0,57.1
5440,2012.0,12.0,1.0,0.0,111.0,115.0,-4.0,0.0,1.0,193.0,172.0,365.0,1.12,80.0,79.0,28.0,16.0,16.0,16.0,11.0,11.0,4.0,31.0,51.6,22.81,11.77,43.0,44.0,33.0,56.0,1.81,3.5,48.2,28.6,186.7,86.7,27.16,137.5,3.0,5.0,4.0,10.0,139.0,225.0,261.0,71.5,44.0,10.0,9.0,43.0,33.0,47.0,15.0,11.0,68.8,224.0,149.0,373.0,1.5,87.0,59.0,63.0,16.0,16.0,17.0,12.0,9.0,4.0,30.0,56.7,21.94,12.43,36.0,46.0,35.0,56.0,1.87,3.29,46.4,30.4,185.4,88.3,25.0,80.0,10.0,6.0,2.0,4.0,166.0,207.0,263.0,70.5,46.0,13.0,15.0,36.0,35.0,39.0,9.0,12.0,70.6
5459,2012.0,14.0,0.0,1.0,103.0,136.0,-33.0,0.0,12.0,206.0,135.0,341.0,1.53,94.0,55.0,29.0,25.0,14.0,15.0,12.0,10.0,3.0,28.0,53.6,22.73,12.18,32.0,48.0,38.0,53.0,1.89,3.53,47.2,28.3,186.8,86.9,27.8,134.1,4.0,5.0,3.0,10.0,132.0,209.0,255.0,74.8,48.0,15.0,11.0,32.0,38.0,36.0,19.0,12.0,80.0,219.0,159.0,378.0,1.38,110.0,64.0,42.0,14.0,25.0,21.0,16.0,7.0,3.0,31.0,67.7,18.0,12.19,34.0,59.0,30.0,67.0,2.16,3.19,41.8,31.3,186.8,86.0,24.66,84.0,10.0,6.0,2.0,4.0,125.0,253.0,295.0,78.0,59.0,11.0,16.0,34.0,30.0,50.0,11.0,16.0,76.2
5465,2012.0,15.0,0.0,0.0,133.0,62.0,71.0,1.0,5.0,238.0,122.0,360.0,1.95,122.0,63.0,21.0,22.0,22.0,21.0,8.0,5.0,2.0,28.0,75.0,17.14,12.86,33.0,47.0,43.0,56.0,2.0,2.67,46.4,37.5,186.6,87.0,26.66,125.3,5.0,4.0,4.0,9.0,147.0,214.0,270.0,75.0,47.0,14.0,9.0,33.0,43.0,45.0,12.0,8.0,38.1,184.0,138.0,322.0,1.33,84.0,61.0,59.0,22.0,22.0,8.0,7.0,8.0,6.0,22.0,36.4,40.25,14.64,35.0,54.0,32.0,55.0,2.5,6.88,29.1,14.5,187.6,86.4,25.16,93.5,5.0,10.0,4.0,3.0,126.0,200.0,222.0,68.9,54.0,7.0,8.0,35.0,32.0,51.0,5.0,7.0,87.5
5473,2012.0,16.0,1.0,1.0,105.0,92.0,13.0,1.0,2.0,212.0,128.0,340.0,1.66,77.0,70.0,44.0,19.0,13.0,16.0,8.0,8.0,1.0,25.0,64.0,21.25,13.6,47.0,52.0,35.0,57.0,2.28,3.56,42.1,28.1,187.0,87.0,26.66,124.3,5.0,4.0,3.0,10.0,144.0,191.0,251.0,73.8,52.0,15.0,9.0,47.0,35.0,63.0,18.0,8.0,50.0,196.0,151.0,347.0,1.3,77.0,57.0,38.0,13.0,19.0,14.0,5.0,6.0,2.0,22.0,63.6,24.79,15.77,35.0,49.0,39.0,53.0,2.41,3.79,37.7,26.4,187.5,85.8,24.74,85.2,9.0,6.0,4.0,3.0,146.0,194.0,252.0,72.6,49.0,12.0,5.0,35.0,39.0,50.0,5.0,5.0,35.7
5484,2012.0,17.0,1.0,0.0,76.0,105.0,-29.0,0.0,16.0,191.0,117.0,308.0,1.63,71.0,73.0,36.0,15.0,13.0,10.0,4.0,12.0,4.0,26.0,38.5,30.8,11.85,37.0,42.0,29.0,60.0,2.31,6.0,36.7,16.7,186.5,86.6,26.58,128.0,5.0,4.0,3.0,10.0,129.0,177.0,199.0,64.6,42.0,7.0,8.0,37.0,29.0,51.0,9.0,4.0,40.0,193.0,166.0,359.0,1.16,79.0,51.0,61.0,13.0,15.0,15.0,10.0,12.0,3.0,30.0,50.0,23.93,11.97,42.0,39.0,47.0,52.0,1.73,3.47,51.9,28.8,187.9,88.2,26.58,125.8,3.0,8.0,3.0,8.0,149.0,197.0,247.0,68.8,39.0,18.0,15.0,42.0,47.0,47.0,13.0,10.0,66.7
5494,2012.0,18.0,0.0,0.0,118.0,42.0,76.0,1.0,18.0,238.0,161.0,399.0,1.48,122.0,77.0,36.0,10.0,14.0,16.0,13.0,16.0,6.0,38.0,42.1,24.94,10.5,35.0,28.0,31.0,55.0,1.45,3.44,58.2,29.1,186.7,87.2,26.91,129.7,5.0,4.0,3.0,10.0,131.0,269.0,313.0,78.4,28.0,15.0,24.0,35.0,31.0,50.0,19.0,13.0,81.2,168.0,164.0,332.0,1.02,79.0,51.0,38.0,14.0,10.0,6.0,4.0,4.0,2.0,12.0,50.0,55.33,27.67,31.0,32.0,30.0,39.0,3.25,6.5,25.6,15.4,186.1,85.8,24.66,89.1,12.0,2.0,1.0,7.0,128.0,201.0,240.0,72.3,32.0,10.0,5.0,31.0,30.0,50.0,4.0,4.0,66.7
5501,2012.0,19.0,1.0,0.0,85.0,91.0,-6.0,0.0,4.0,219.0,157.0,376.0,1.39,106.0,66.0,38.0,14.0,25.0,13.0,10.0,6.0,1.0,20.0,65.0,28.92,18.8,33.0,59.0,40.0,46.0,2.3,3.54,41.3,28.3,187.0,86.6,26.8,131.0,4.0,5.0,3.0,10.0,133.0,241.0,273.0,72.6,59.0,10.0,9.0,33.0,40.0,49.0,9.0,10.0,76.9,215.0,158.0,373.0,1.36,83.0,63.0,42.0,25.0,14.0,12.0,8.0,16.0,3.0,31.0,38.7,31.08,12.03,43.0,49.0,28.0,58.0,1.87,4.83,48.3,20.7,187.7,89.5,24.8,95.0,5.0,8.0,4.0,5.0,155.0,217.0,258.0,69.2,49.0,16.0,9.0,43.0,28.0,42.0,10.0,8.0,66.7
5506,2012.0,20.0,0.0,0.0,107.0,82.0,25.0,1.0,11.0,207.0,167.0,374.0,1.24,90.0,69.0,50.0,13.0,17.0,16.0,10.0,8.0,3.0,27.0,59.3,23.38,13.85,40.0,46.0,37.0,50.0,1.85,3.12,48.0,32.0,186.9,87.0,26.16,118.3,7.0,4.0,2.0,9.0,136.0,235.0,268.0,71.7,46.0,11.0,14.0,40.0,37.0,50.0,12.0,10.0,62.5,185.0,180.0,365.0,1.03,85.0,69.0,45.0,17.0,13.0,12.0,9.0,5.0,5.0,22.0,54.5,30.42,16.59,36.0,53.0,31.0,50.0,2.27,4.17,34.0,24.0,187.2,87.1,24.24,73.1,10.0,5.0,6.0,1.0,141.0,221.0,269.0,73.7,53.0,11.0,10.0,36.0,31.0,50.0,7.0,9.0,75.0
5514,2012.0,21.0,1.0,0.0,81.0,123.0,-42.0,0.0,7.0,203.0,136.0,339.0,1.49,102.0,50.0,38.0,18.0,17.0,11.0,6.0,13.0,2.0,26.0,42.3,30.82,13.04,32.0,42.0,33.0,43.0,1.65,3.91,55.8,25.6,186.9,87.3,26.33,124.7,6.0,4.0,2.0,10.0,118.0,221.0,253.0,74.6,42.0,11.0,11.0,32.0,33.0,43.0,5.0,6.0,54.5,175.0,172.0,347.0,1.02,89.0,72.0,34.0,17.0,18.0,18.0,11.0,6.0,9.0,33.0,54.5,19.28,10.52,32.0,43.0,24.0,54.0,1.64,3.0,44.4,33.3,188.2,89.3,26.66,126.1,7.0,3.0,3.0,9.0,130.0,223.0,257.0,74.1,43.0,12.0,16.0,32.0,24.0,39.0,3.0,11.0,61.1
5524,2012.0,22.0,0.0,0.0,163.0,35.0,128.0,1.0,9.0,247.0,147.0,394.0,1.68,125.0,62.0,30.0,11.0,15.0,25.0,20.0,11.0,2.0,38.0,65.8,15.76,10.37,36.0,37.0,26.0,68.0,1.79,2.72,52.9,36.8,186.4,85.5,24.66,91.1,10.0,4.0,2.0,6.0,134.0,253.0,304.0,77.2,37.0,16.0,24.0,36.0,26.0,54.0,29.0,20.0,80.0,176.0,158.0,334.0,1.11,75.0,55.0,39.0,15.0,11.0,5.0,2.0,2.0,3.0,10.0,50.0,66.8,33.4,39.0,35.0,37.0,32.0,3.2,6.4,21.9,15.6,186.2,81.0,21.41,40.5,19.0,1.0,0.0,2.0,126.0,209.0,234.0,70.1,35.0,10.0,5.0,39.0,37.0,34.0,7.0,2.0,40.0
5534,2012.0,23.0,1.0,1.0,106.0,91.0,15.0,1.0,3.0,198.0,136.0,334.0,1.46,99.0,66.0,33.0,19.0,15.0,16.0,14.0,8.0,2.0,26.0,61.5,20.88,12.85,32.0,36.0,34.0,52.0,2.0,3.25,46.2,30.8,185.9,85.5,25.8,96.3,9.0,5.0,1.0,7.0,132.0,208.0,248.0,74.3,36.0,18.0,14.0,32.0,34.0,44.0,12.0,14.0,87.5,197.0,149.0,346.0,1.32,86.0,66.0,48.0,15.0,18.0,12.0,7.0,15.0,4.0,31.0,38.7,28.83,11.16,39.0,38.0,30.0,54.0,1.74,4.5,50.0,22.2,186.0,85.5,24.8,92.0,8.0,5.0,4.0,5.0,131.0,214.0,243.0,70.2,38.0,13.0,14.0,39.0,30.0,50.0,17.0,7.0,58.3
5555,2013.0,1.0,1.0,0.0,77.0,90.0,-13.0,0.0,8.0,226.0,129.0,355.0,1.75,98.0,49.0,40.0,23.0,15.0,10.0,9.0,12.0,5.0,27.0,37.0,35.5,13.15,30.0,46.0,34.0,59.0,2.19,5.9,37.3,16.9,187.7,87.4,25.91,98.5,9.0,5.0,2.0,6.0,139.0,223.0,275.0,77.5,46.0,10.0,12.0,30.0,34.0,55.0,11.0,9.0,90.0,202.0,133.0,335.0,1.52,73.0,54.0,32.0,15.0,23.0,13.0,9.0,11.0,1.0,25.0,52.0,25.77,13.4,40.0,57.0,45.0,50.0,2.0,3.85,48.0,26.0,188.1,87.5,23.41,57.2,15.0,3.0,2.0,2.0,145.0,179.0,232.0,69.3,57.0,11.0,6.0,40.0,45.0,67.0,9.0,9.0,69.2
5559,2013.0,2.0,0.0,1.0,82.0,99.0,-17.0,0.0,14.0,205.0,145.0,350.0,1.41,94.0,55.0,29.0,15.0,23.0,12.0,9.0,7.0,3.0,22.0,54.5,29.17,15.91,34.0,61.0,34.0,52.0,2.36,4.33,36.5,23.1,186.6,86.9,26.74,118.7,7.0,4.0,3.0,8.0,130.0,219.0,242.0,69.1,61.0,13.0,13.0,34.0,34.0,42.0,9.0,9.0,75.0,212.0,147.0,359.0,1.44,93.0,41.0,31.0,23.0,15.0,14.0,8.0,14.0,1.0,29.0,48.3,25.64,12.38,31.0,44.0,35.0,56.0,1.93,4.0,50.0,25.0,188.3,88.5,24.8,88.9,5.0,9.0,5.0,3.0,136.0,223.0,247.0,68.8,44.0,13.0,8.0,31.0,35.0,46.0,16.0,8.0,57.1
5571,2013.0,3.0,1.0,1.0,140.0,68.0,72.0,1.0,9.0,231.0,197.0,428.0,1.17,111.0,42.0,33.0,14.0,26.0,21.0,17.0,12.0,2.0,35.0,60.0,20.38,12.23,33.0,49.0,27.0,62.0,1.77,2.95,53.2,33.9,187.1,86.7,26.33,110.7,8.0,4.0,2.0,8.0,139.0,289.0,338.0,79.0,49.0,12.0,19.0,33.0,27.0,36.0,22.0,17.0,81.0,177.0,115.0,292.0,1.54,74.0,41.0,38.0,27.0,13.0,10.0,6.0,8.0,0.0,18.0,55.6,29.2,16.22,31.0,40.0,35.0,42.0,2.33,4.2,42.9,23.8,187.3,84.7,21.8,33.2,18.0,2.0,1.0,1.0,109.0,185.0,210.0,71.9,40.0,7.0,7.0,31.0,35.0,43.0,11.0,6.0,60.0
5580,2013.0,4.0,0.0,1.0,91.0,128.0,-37.0,0.0,5.0,185.0,139.0,324.0,1.33,77.0,57.0,33.0,22.0,28.0,13.0,7.0,11.0,2.0,26.0,50.0,24.92,12.46,34.0,58.0,37.0,52.0,2.0,4.0,46.2,25.0,186.8,86.3,26.0,103.3,9.0,4.0,2.0,7.0,135.0,190.0,223.0,68.8,58.0,9.0,10.0,34.0,37.0,54.0,13.0,7.0,53.8,253.0,158.0,411.0,1.6,124.0,50.0,41.0,28.0,22.0,19.0,10.0,11.0,3.0,33.0,57.6,21.63,12.45,32.0,46.0,35.0,59.0,1.79,3.11,50.8,32.2,189.6,90.0,24.91,78.8,8.0,9.0,1.0,4.0,176.0,237.0,283.0,68.9,46.0,22.0,14.0,32.0,35.0,30.0,11.0,10.0,52.6
5587,2013.0,5.0,0.0,1.0,63.0,79.0,-16.0,0.0,16.0,197.0,127.0,324.0,1.55,67.0,98.0,36.0,11.0,18.0,9.0,5.0,7.0,2.0,18.0,50.0,36.0,18.0,43.0,56.0,46.0,50.0,2.78,5.56,32.0,18.0,187.7,86.1,25.33,97.0,9.0,4.0,3.0,6.0,166.0,153.0,185.0,57.1,56.0,10.0,8.0,43.0,46.0,61.0,2.0,5.0,55.6,197.0,167.0,364.0,1.18,64.0,90.0,56.0,19.0,11.0,11.0,6.0,11.0,2.0,24.0,45.8,33.09,15.17,43.0,42.0,36.0,59.0,2.46,5.36,37.3,18.6,186.7,88.3,26.58,122.7,3.0,9.0,4.0,6.0,165.0,196.0,233.0,64.0,42.0,10.0,8.0,43.0,36.0,56.0,0.0,6.0,54.5
5595,2013.0,6.0,1.0,0.0,77.0,103.0,-26.0,0.0,4.0,182.0,108.0,290.0,1.69,91.0,40.0,39.0,21.0,24.0,11.0,10.0,9.0,2.0,22.0,50.0,26.36,13.18,31.0,48.0,32.0,45.0,2.05,4.09,44.4,24.4,187.1,86.3,25.8,97.9,9.0,4.0,3.0,6.0,115.0,173.0,198.0,68.3,48.0,12.0,10.0,31.0,32.0,30.0,23.0,10.0,90.9,229.0,134.0,363.0,1.71,132.0,59.0,35.0,24.0,21.0,15.0,10.0,11.0,2.0,28.0,53.6,24.2,12.96,32.0,48.0,32.0,48.0,1.71,3.2,54.2,31.2,186.4,90.5,25.16,97.6,7.0,6.0,1.0,8.0,117.0,242.0,280.0,77.1,48.0,13.0,14.0,32.0,32.0,27.0,22.0,10.0,66.7
5612,2013.0,7.0,0.0,0.0,77.0,68.0,9.0,1.0,3.0,217.0,171.0,388.0,1.27,116.0,81.0,29.0,13.0,12.0,11.0,8.0,11.0,0.0,22.0,50.0,35.27,17.64,33.0,45.0,39.0,41.0,1.86,3.73,53.7,26.8,187.3,86.3,24.91,91.2,10.0,5.0,1.0,6.0,147.0,242.0,274.0,70.6,45.0,16.0,9.0,33.0,39.0,36.0,21.0,8.0,72.7,175.0,130.0,305.0,1.35,74.0,61.0,55.0,12.0,13.0,9.0,7.0,12.0,2.0,23.0,39.1,33.89,13.26,44.0,34.0,27.0,51.0,2.22,5.67,41.2,17.6,186.8,87.3,25.49,96.5,6.0,9.0,3.0,4.0,134.0,166.0,195.0,63.9,34.0,12.0,12.0,44.0,27.0,40.0,15.0,7.0,77.8
5621,2013.0,8.0,1.0,0.0,47.0,87.0,-40.0,0.0,1.0,205.0,145.0,350.0,1.41,103.0,41.0,19.0,13.0,13.0,6.0,5.0,11.0,0.0,17.0,35.3,58.33,20.59,22.0,40.0,36.0,41.0,2.41,6.83,41.5,14.6,187.7,87.3,25.33,93.6,10.0,5.0,1.0,6.0,106.0,240.0,260.0,74.3,40.0,4.0,10.0,22.0,36.0,37.0,16.0,5.0,83.3,246.0,131.0,377.0,1.88,147.0,47.0,35.0,13.0,13.0,12.0,11.0,12.0,3.0,27.0,44.4,31.42,13.96,27.0,32.0,30.0,49.0,1.81,4.08,49.0,24.5,186.4,87.9,24.41,79.1,10.0,5.0,3.0,4.0,113.0,263.0,285.0,75.6,32.0,14.0,17.0,27.0,30.0,35.0,16.0,11.0,91.7
5625,2013.0,9.0,0.0,1.0,101.0,110.0,-9.0,0.0,18.0,184.0,133.0,317.0,1.38,90.0,72.0,36.0,27.0,24.0,15.0,11.0,9.0,2.0,26.0,57.7,21.13,12.19,26.0,47.0,35.0,39.0,1.5,2.6,61.5,38.5,187.9,87.5,25.91,107.7,9.0,3.0,3.0,7.0,113.0,208.0,238.0,75.1,47.0,11.0,15.0,26.0,35.0,39.0,13.0,11.0,73.3,197.0,171.0,368.0,1.15,77.0,69.0,49.0,24.0,27.0,17.0,11.0,6.0,2.0,25.0,68.0,21.65,14.72,43.0,49.0,21.0,53.0,2.12,3.12,43.4,32.1,187.1,87.0,24.49,78.3,12.0,4.0,1.0,5.0,138.0,230.0,272.0,73.9,49.0,4.0,11.0,43.0,21.0,38.0,25.0,11.0,64.7
5638,2013.0,10.0,1.0,0.0,65.0,133.0,-68.0,0.0,12.0,168.0,123.0,291.0,1.37,69.0,54.0,39.0,11.0,24.0,10.0,8.0,4.0,1.0,15.0,66.7,29.1,19.4,35.0,45.0,33.0,33.0,2.2,3.3,42.4,30.3,187.8,86.9,24.74,93.0,10.0,4.0,2.0,6.0,112.0,175.0,207.0,71.1,45.0,9.0,6.0,35.0,33.0,36.0,17.0,8.0,80.0,255.0,160.0,415.0,1.59,136.0,51.0,58.0,24.0,11.0,19.0,13.0,16.0,3.0,38.0,50.0,21.84,10.92,44.0,29.0,22.0,54.0,1.42,2.84,64.8,35.2,186.6,86.5,25.24,96.9,7.0,7.0,4.0,4.0,148.0,268.0,311.0,74.9,29.0,13.0,17.0,44.0,22.0,40.0,31.0,13.0,68.4
5644,2013.0,11.0,0.0,1.0,80.0,84.0,-4.0,0.0,17.0,200.0,121.0,321.0,1.65,87.0,74.0,23.0,14.0,22.0,11.0,8.0,13.0,1.0,25.0,44.0,29.18,12.84,32.0,49.0,37.0,49.0,1.96,4.45,49.0,22.4,186.4,85.7,25.24,91.8,10.0,4.0,3.0,5.0,118.0,196.0,242.0,75.4,49.0,13.0,17.0,32.0,37.0,32.0,12.0,8.0,72.7,201.0,135.0,336.0,1.49,96.0,40.0,57.0,22.0,14.0,12.0,7.0,7.0,5.0,24.0,50.0,28.0,14.0,44.0,43.0,33.0,49.0,2.04,4.08,38.8,24.5,187.5,87.1,25.24,101.4,5.0,8.0,5.0,4.0,123.0,208.0,242.0,72.0,43.0,9.0,13.0,44.0,33.0,38.0,3.0,7.0,58.3
5654,2013.0,13.0,0.0,0.0,104.0,69.0,35.0,1.0,11.0,221.0,179.0,400.0,1.23,99.0,47.0,28.0,16.0,22.0,16.0,10.0,5.0,3.0,24.0,66.7,25.0,16.67,42.0,51.0,34.0,45.0,1.88,2.81,46.7,35.6,187.9,86.0,25.8,88.5,10.0,4.0,2.0,6.0,138.0,262.0,298.0,74.5,51.0,12.0,14.0,42.0,34.0,41.0,15.0,10.0,62.5,205.0,161.0,366.0,1.27,108.0,47.0,41.0,22.0,16.0,10.0,7.0,9.0,0.0,19.0,52.6,36.6,19.26,29.0,54.0,27.0,46.0,2.42,4.6,41.3,21.7,187.0,87.0,24.33,62.8,12.0,4.0,4.0,2.0,120.0,244.0,275.0,75.1,54.0,9.0,9.0,29.0,27.0,46.0,10.0,7.0,70.0
5666,2013.0,14.0,1.0,0.0,55.0,119.0,-64.0,0.0,14.0,195.0,131.0,326.0,1.49,92.0,60.0,36.0,14.0,25.0,8.0,5.0,7.0,0.0,15.0,53.3,40.75,21.73,33.0,61.0,48.0,31.0,2.07,3.88,48.4,25.8,187.6,85.3,24.91,88.7,9.0,5.0,2.0,6.0,119.0,205.0,226.0,69.3,61.0,8.0,9.0,33.0,48.0,40.0,8.0,5.0,62.5,239.0,128.0,367.0,1.87,104.0,50.0,48.0,25.0,14.0,17.0,8.0,11.0,6.0,34.0,50.0,21.59,10.79,41.0,41.0,23.0,70.0,2.06,4.12,40.0,24.3,186.6,88.0,25.16,91.5,6.0,9.0,4.0,3.0,142.0,218.0,249.0,67.8,41.0,11.0,22.0,41.0,23.0,43.0,11.0,8.0,47.1
5674,2013.0,15.0,1.0,0.0,70.0,100.0,-30.0,0.0,6.0,181.0,149.0,330.0,1.21,68.0,77.0,27.0,14.0,14.0,11.0,8.0,3.0,1.0,15.0,73.3,30.0,22.0,31.0,44.0,40.0,40.0,2.67,3.64,35.0,27.5,186.8,84.6,24.74,82.5,10.0,5.0,2.0,5.0,135.0,189.0,225.0,68.2,44.0,13.0,8.0,31.0,40.0,44.0,23.0,8.0,72.7,237.0,202.0,439.0,1.17,126.0,47.0,38.0,14.0,14.0,15.0,13.0,8.0,2.0,25.0,60.0,29.27,17.56,40.0,37.0,29.0,56.0,2.24,3.73,41.1,26.8,187.9,88.2,25.8,106.8,4.0,9.0,2.0,7.0,141.0,307.0,348.0,79.3,37.0,12.0,15.0,40.0,29.0,34.0,21.0,13.0,86.7
5681,2013.0,16.0,1.0,0.0,74.0,110.0,-36.0,0.0,3.0,206.0,144.0,350.0,1.43,86.0,55.0,42.0,18.0,16.0,10.0,8.0,13.0,1.0,24.0,41.7,35.0,14.58,38.0,51.0,29.0,46.0,1.92,4.6,50.0,21.7,187.2,85.7,25.74,105.5,8.0,5.0,2.0,7.0,124.0,225.0,260.0,74.3,51.0,10.0,13.0,38.0,29.0,48.0,29.0,8.0,80.0,217.0,118.0,335.0,1.84,114.0,43.0,39.0,16.0,18.0,16.0,12.0,8.0,6.0,30.0,53.3,20.94,11.17,34.0,45.0,33.0,50.0,1.67,3.12,48.0,32.0,186.8,86.9,25.49,105.7,7.0,4.0,4.0,7.0,141.0,191.0,243.0,72.5,45.0,17.0,16.0,34.0,33.0,34.0,9.0,12.0,75.0
5687,2013.0,17.0,0.0,1.0,92.0,97.0,-5.0,0.0,13.0,203.0,147.0,350.0,1.38,84.0,64.0,48.0,17.0,14.0,13.0,7.0,12.0,2.0,27.0,48.1,26.92,12.96,46.0,43.0,27.0,49.0,1.81,3.77,51.0,26.5,187.4,86.2,25.49,102.5,9.0,4.0,2.0,7.0,131.0,214.0,247.0,70.6,43.0,10.0,12.0,46.0,27.0,32.0,20.0,7.0,53.8,179.0,119.0,298.0,1.5,85.0,62.0,46.0,15.0,18.0,14.0,10.0,12.0,1.0,27.0,51.9,21.29,11.04,36.0,45.0,30.0,45.0,1.67,3.21,57.8,31.1,187.7,87.0,23.24,63.8,11.0,5.0,5.0,1.0,109.0,190.0,210.0,70.5,45.0,8.0,16.0,36.0,30.0,43.0,12.0,10.0,71.4
5699,2013.0,18.0,1.0,0.0,36.0,137.0,-101.0,0.0,7.0,162.0,176.0,338.0,0.92,58.0,54.0,43.0,11.0,13.0,5.0,3.0,6.0,0.0,11.0,45.5,67.6,30.73,36.0,48.0,38.0,25.0,2.27,5.0,44.0,20.0,187.2,86.6,25.41,104.8,9.0,4.0,2.0,7.0,128.0,210.0,238.0,70.4,48.0,5.0,4.0,36.0,38.0,38.0,18.0,3.0,60.0,216.0,182.0,398.0,1.19,114.0,57.0,33.0,13.0,11.0,21.0,15.0,6.0,5.0,32.0,65.6,18.95,12.44,35.0,38.0,20.0,63.0,1.97,3.0,42.9,33.3,189.0,89.0,25.66,104.3,8.0,3.0,5.0,6.0,138.0,264.0,304.0,76.4,38.0,13.0,17.0,35.0,20.0,39.0,6.0,15.0,71.4
