,Year,Round,H/A?,H/A Win?,Points For,Points Against,Margin,"Team Won? (1=W, 0=L)",Team_against_ID,Kicks,Handballs,Disposals,Kick to HB Ratio,Marks,Tackles,Hitouts,Frees For,Frees Against,Goals Kicked,Goal Assists1,Behinds Kicked,Rushed Behinds,Scoring Shots,Conversion %,Disposals Per Goal,Disposals Per Scoring Shot,Clearances1,Clangers1,Rebound 50s1,Inside 50s,In50s Per Scoring Shot,In50s Per Goal,% In50s Score,% In50s Goal,Height,Weight,Age,Av Games,<50 Games,50-99 Games,100-149 Games,>150 Games,Contested Poss,Uncontested Poss,Effective Disposals,Disposal Efficiency,Clangers2,Contested Marks,Marks Inside 50,Clearances2,Rebound 50s2,1%ers,Bounces,Goals Assists2,Goal Assist %,Kicks (O),Handballs (O),Disposals (O),Kick to HB Ratio (O),Marks (O),Tackles(O),Hitouts(O),Frees For(O),Frees Against(O),Goals Kicked(O),Goal Assists1(O),Behinds Kicked(O),Rushed Behinds(O),Scoring Shots(O),Conversion %(O),Disposals Per Goal(O),Disposals Per Scoring Shot(O),Clearances1(O),Clangers1(O),Rebound 50s1(O),Inside 50s(O),In50s Per Scoring Shot(O),In50s Per Goal(O),% In50s Score(O),% In50s Goal(O),Height(O),Weight(O),Age(O),Av Games(O),<50 Games(O),50-99 Games(O),100-149 Games(O),>150 Games(O),Contested Poss(O),Uncontested Poss(O),Effective Disposals(O),Disposal Efficiency(O),Clangers2(O),Contested Marks(O),Marks Inside 50(O),Clearances2(O),Rebound 50s2(O),1%ers(O),Bounces(O),Goals Assists2(O),Goal Assist %(O)
6011,2015.0,6.0,1.0,1.0,94.0,87.0,7.0,1.0,18.0,223.0,178.0,401.0,1.25,114.0,59.0,48.0,16.0,19.0,14.0,7.0,8.0,2.0,24.0,58.3,28.64,16.71,35.0,48.0,44.0,47.0,1.96,3.36,46.8,29.8,186.6,85.1,24.8,87.4,9.0,6.0,2.0,5.0,136.0,260.0,293.0,73.1,48.0,10.0,16.0,35.0,44.0,40.0,16.0,7.0,50.0,174.0,149.0,323.0,1.17,67.0,64.0,28.0,19.0,16.0,13.0,7.0,6.0,3.0,22.0,59.1,24.85,14.68,42.0,48.0,29.0,62.0,2.82,4.77,30.6,21.0,187.7,86.4,23.58,51.3,15.0,5.0,1.0,1.0,138.0,184.0,234.0,72.4,48.0,14.0,14.0,42.0,29.0,33.0,8.0,7.0,53.8
6019,2015.0,7.0,1.0,0.0,73.0,119.0,-46.0,0.0,1.0,198.0,158.0,356.0,1.25,100.0,62.0,35.0,20.0,16.0,10.0,5.0,13.0,0.0,23.0,43.5,35.6,15.48,29.0,50.0,31.0,56.0,2.43,5.6,41.1,17.9,187.0,84.9,24.24,74.1,11.0,6.0,1.0,4.0,118.0,236.0,257.0,72.2,50.0,13.0,15.0,29.0,31.0,49.0,14.0,5.0,50.0,225.0,193.0,418.0,1.17,108.0,61.0,46.0,16.0,20.0,18.0,11.0,9.0,2.0,29.0,62.1,23.22,14.41,42.0,59.0,41.0,52.0,1.79,2.89,51.9,34.6,185.5,84.8,24.49,81.5,9.0,7.0,3.0,3.0,145.0,272.0,296.0,70.8,59.0,10.0,14.0,42.0,41.0,27.0,7.0,11.0,61.1
6028,2015.0,8.0,0.0,1.0,78.0,131.0,-53.0,0.0,17.0,186.0,182.0,368.0,1.02,91.0,86.0,36.0,12.0,19.0,12.0,11.0,4.0,2.0,18.0,66.7,30.67,20.44,42.0,51.0,42.0,47.0,2.61,3.92,34.0,25.5,186.8,84.5,24.0,70.4,12.0,5.0,1.0,4.0,125.0,245.0,277.0,75.3,51.0,7.0,12.0,42.0,42.0,38.0,13.0,11.0,91.7,181.0,172.0,353.0,1.05,76.0,69.0,59.0,20.0,12.0,20.0,13.0,9.0,2.0,31.0,64.5,17.65,11.39,43.0,36.0,33.0,63.0,2.03,3.15,46.0,31.7,187.9,86.9,25.0,89.9,6.0,5.0,9.0,2.0,142.0,212.0,261.0,73.9,36.0,11.0,16.0,43.0,33.0,38.0,6.0,13.0,65.0
6042,2015.0,9.0,1.0,1.0,108.0,86.0,22.0,1.0,2.0,215.0,148.0,363.0,1.45,88.0,56.0,40.0,23.0,16.0,16.0,8.0,10.0,2.0,28.0,57.1,22.69,12.96,44.0,44.0,31.0,57.0,2.04,3.56,45.6,28.1,186.7,84.8,24.33,78.4,11.0,5.0,2.0,4.0,136.0,222.0,274.0,75.5,44.0,15.0,12.0,44.0,31.0,44.0,8.0,8.0,50.0,202.0,176.0,378.0,1.15,104.0,40.0,44.0,16.0,22.0,13.0,12.0,7.0,1.0,21.0,61.9,29.08,18.0,34.0,54.0,35.0,44.0,2.1,3.38,45.5,29.5,186.0,85.3,23.66,64.2,9.0,7.0,5.0,1.0,129.0,264.0,290.0,76.7,54.0,7.0,16.0,34.0,35.0,51.0,6.0,12.0,92.3
6052,2015.0,10.0,0.0,1.0,69.0,132.0,-63.0,0.0,10.0,224.0,185.0,409.0,1.21,128.0,50.0,32.0,10.0,20.0,10.0,8.0,6.0,3.0,19.0,52.6,40.9,21.53,30.0,51.0,36.0,51.0,2.68,5.1,31.4,19.6,187.1,85.0,24.91,89.2,10.0,4.0,3.0,5.0,119.0,287.0,321.0,78.5,51.0,11.0,14.0,30.0,36.0,29.0,11.0,8.0,80.0,215.0,142.0,357.0,1.51,95.0,44.0,38.0,20.0,10.0,20.0,11.0,10.0,2.0,32.0,62.5,17.85,11.16,41.0,42.0,35.0,58.0,1.81,2.9,51.7,34.5,188.0,88.3,26.91,136.5,3.0,6.0,5.0,8.0,135.0,220.0,261.0,73.1,42.0,10.0,15.0,41.0,35.0,48.0,7.0,11.0,55.0
6059,2015.0,11.0,0.0,0.0,85.0,83.0,2.0,1.0,11.0,192.0,115.0,307.0,1.67,87.0,99.0,47.0,17.0,15.0,12.0,9.0,10.0,3.0,25.0,48.0,25.58,12.28,35.0,32.0,29.0,58.0,2.32,4.83,37.9,20.7,186.8,85.7,24.74,84.4,10.0,4.0,4.0,4.0,125.0,187.0,217.0,70.7,32.0,11.0,11.0,35.0,29.0,39.0,9.0,9.0,75.0,196.0,219.0,415.0,0.89,90.0,70.0,53.0,15.0,17.0,12.0,8.0,7.0,4.0,23.0,52.2,34.58,18.04,38.0,46.0,42.0,42.0,1.83,3.5,45.2,28.6,187.2,86.6,24.41,78.8,10.0,5.0,2.0,5.0,141.0,276.0,319.0,76.9,46.0,11.0,10.0,38.0,42.0,38.0,5.0,8.0,66.7
6070,2015.0,13.0,0.0,1.0,56.0,62.0,-6.0,0.0,18.0,235.0,148.0,383.0,1.59,102.0,68.0,35.0,18.0,17.0,7.0,5.0,9.0,5.0,21.0,33.3,54.71,18.24,35.0,39.0,34.0,56.0,2.67,8.0,28.6,12.5,186.4,85.5,25.24,97.4,8.0,5.0,4.0,5.0,135.0,251.0,286.0,74.7,39.0,11.0,14.0,35.0,34.0,56.0,10.0,5.0,71.4,205.0,157.0,362.0,1.31,111.0,54.0,33.0,17.0,18.0,9.0,6.0,4.0,4.0,17.0,52.9,40.22,21.29,28.0,31.0,42.0,44.0,2.59,4.89,29.5,20.5,188.7,86.1,24.41,79.3,11.0,6.0,1.0,4.0,114.0,252.0,277.0,76.5,31.0,11.0,8.0,28.0,42.0,41.0,5.0,6.0,66.7
6078,2015.0,14.0,1.0,1.0,162.0,52.0,110.0,1.0,5.0,249.0,196.0,445.0,1.27,142.0,61.0,40.0,9.0,14.0,25.0,21.0,8.0,4.0,37.0,67.6,17.8,12.03,39.0,40.0,28.0,60.0,1.62,2.4,55.0,41.7,186.3,85.3,25.58,105.2,8.0,4.0,4.0,6.0,142.0,311.0,350.0,78.7,40.0,15.0,26.0,39.0,28.0,36.0,20.0,21.0,84.0,152.0,152.0,304.0,1.0,71.0,54.0,37.0,14.0,9.0,8.0,6.0,4.0,0.0,12.0,66.7,38.0,25.33,34.0,42.0,29.0,37.0,3.08,4.62,32.4,21.6,187.3,85.4,25.33,98.6,8.0,3.0,7.0,4.0,119.0,192.0,211.0,69.4,42.0,8.0,9.0,34.0,29.0,34.0,3.0,6.0,75.0
6087,2015.0,15.0,1.0,0.0,49.0,84.0,-35.0,0.0,9.0,200.0,173.0,373.0,1.16,84.0,92.0,55.0,19.0,23.0,6.0,5.0,9.0,4.0,19.0,31.6,62.17,19.63,39.0,58.0,32.0,59.0,3.11,9.83,25.4,10.2,186.3,85.3,25.58,106.2,8.0,4.0,3.0,7.0,141.0,237.0,258.0,69.2,58.0,11.0,8.0,39.0,32.0,32.0,8.0,5.0,83.3,204.0,167.0,371.0,1.22,82.0,96.0,39.0,23.0,19.0,12.0,8.0,11.0,1.0,24.0,50.0,30.92,15.46,42.0,50.0,53.0,49.0,2.04,4.08,46.9,24.5,187.7,85.8,22.91,65.2,11.0,7.0,2.0,2.0,159.0,210.0,261.0,70.4,50.0,11.0,8.0,42.0,53.0,45.0,9.0,8.0,66.7
6098,2015.0,16.0,0.0,1.0,73.0,89.0,-16.0,0.0,14.0,206.0,154.0,360.0,1.34,92.0,72.0,28.0,24.0,21.0,10.0,6.0,10.0,3.0,23.0,43.5,36.0,15.65,35.0,50.0,33.0,47.0,2.04,4.7,42.6,21.3,187.3,85.6,24.8,95.5,9.0,4.0,3.0,6.0,127.0,230.0,273.0,75.8,50.0,5.0,14.0,35.0,33.0,49.0,10.0,6.0,60.0,211.0,174.0,385.0,1.21,100.0,47.0,42.0,21.0,24.0,13.0,9.0,10.0,1.0,24.0,54.2,29.62,16.04,29.0,49.0,33.0,48.0,2.0,3.69,47.9,27.1,187.9,87.4,25.24,98.7,6.0,6.0,6.0,4.0,141.0,244.0,285.0,74.0,49.0,10.0,12.0,29.0,33.0,48.0,6.0,9.0,69.2
6106,2015.0,17.0,1.0,1.0,83.0,46.0,37.0,1.0,11.0,222.0,118.0,340.0,1.88,104.0,83.0,25.0,32.0,22.0,12.0,7.0,8.0,3.0,23.0,52.2,28.33,14.78,35.0,50.0,36.0,57.0,2.48,4.75,35.1,21.1,186.7,85.4,24.91,97.5,9.0,4.0,3.0,6.0,140.0,203.0,258.0,75.9,50.0,13.0,8.0,35.0,36.0,42.0,11.0,7.0,58.3,178.0,195.0,373.0,0.91,78.0,58.0,40.0,22.0,32.0,6.0,4.0,10.0,0.0,16.0,37.5,62.17,23.31,30.0,61.0,41.0,44.0,2.75,7.33,36.4,13.6,188.0,87.8,24.66,89.4,9.0,4.0,4.0,5.0,132.0,244.0,280.0,75.1,61.0,13.0,5.0,30.0,41.0,39.0,4.0,4.0,66.7
6114,2015.0,18.0,1.0,0.0,49.0,112.0,-63.0,0.0,13.0,196.0,131.0,327.0,1.5,87.0,56.0,38.0,20.0,25.0,6.0,5.0,11.0,2.0,19.0,31.6,54.5,17.21,32.0,47.0,34.0,51.0,2.68,8.5,33.3,11.8,187.3,85.5,24.24,80.0,11.0,4.0,3.0,4.0,128.0,200.0,229.0,70.0,47.0,10.0,12.0,32.0,34.0,42.0,4.0,5.0,83.3,212.0,188.0,400.0,1.13,88.0,69.0,43.0,25.0,20.0,17.0,9.0,10.0,0.0,27.0,63.0,23.53,14.81,42.0,55.0,38.0,52.0,1.93,3.06,51.9,32.7,187.7,85.9,24.66,93.8,5.0,7.0,5.0,5.0,143.0,259.0,302.0,75.5,55.0,12.0,12.0,42.0,38.0,47.0,10.0,9.0,52.9
6125,2015.0,19.0,0.0,1.0,59.0,96.0,-37.0,0.0,6.0,202.0,158.0,360.0,1.28,89.0,68.0,28.0,17.0,17.0,8.0,5.0,7.0,4.0,19.0,42.1,45.0,18.95,29.0,48.0,27.0,45.0,2.37,5.62,33.3,17.8,187.5,85.8,24.58,88.2,10.0,4.0,3.0,5.0,131.0,234.0,265.0,73.6,48.0,6.0,10.0,29.0,27.0,43.0,5.0,5.0,62.5,227.0,190.0,417.0,1.19,132.0,61.0,46.0,17.0,17.0,15.0,9.0,4.0,2.0,21.0,71.4,27.8,19.86,37.0,40.0,36.0,44.0,2.1,2.93,43.2,34.1,187.5,87.2,26.58,119.1,5.0,6.0,6.0,5.0,125.0,294.0,327.0,78.4,40.0,15.0,14.0,37.0,36.0,31.0,5.0,9.0,60.0
6128,2015.0,20.0,1.0,0.0,83.0,120.0,-37.0,0.0,12.0,207.0,165.0,372.0,1.25,100.0,59.0,27.0,20.0,23.0,11.0,6.0,13.0,4.0,28.0,39.3,33.82,13.29,28.0,52.0,30.0,56.0,2.0,5.09,42.9,19.6,188.0,86.5,24.8,88.6,11.0,3.0,3.0,5.0,137.0,236.0,280.0,75.3,52.0,13.0,14.0,28.0,30.0,33.0,5.0,6.0,54.5,188.0,159.0,347.0,1.18,73.0,67.0,44.0,23.0,20.0,18.0,9.0,9.0,3.0,30.0,60.0,19.28,11.57,43.0,52.0,35.0,50.0,1.67,2.78,54.0,36.0,188.1,88.0,27.33,144.4,3.0,3.0,8.0,8.0,144.0,200.0,257.0,74.1,52.0,19.0,13.0,43.0,35.0,35.0,6.0,9.0,50.0
6139,2015.0,21.0,0.0,0.5,97.0,97.0,0.0,0.5,7.0,199.0,126.0,325.0,1.58,89.0,71.0,54.0,18.0,21.0,14.0,9.0,8.0,5.0,27.0,51.9,23.21,12.04,41.0,50.0,34.0,46.0,1.7,3.29,47.8,30.4,188.0,86.3,24.91,84.0,12.0,3.0,2.0,5.0,129.0,196.0,237.0,72.9,50.0,11.0,11.0,41.0,34.0,36.0,3.0,9.0,64.3,202.0,163.0,365.0,1.24,101.0,73.0,32.0,21.0,18.0,15.0,14.0,5.0,2.0,22.0,68.2,24.33,16.59,31.0,40.0,26.0,52.0,2.36,3.47,38.5,28.8,189.3,88.5,25.8,106.4,9.0,5.0,0.0,8.0,137.0,232.0,277.0,75.9,40.0,13.0,18.0,31.0,26.0,35.0,8.0,14.0,93.3
6151,2015.0,22.0,0.0,1.0,38.0,135.0,-97.0,0.0,16.0,196.0,158.0,354.0,1.24,107.0,46.0,35.0,14.0,19.0,4.0,4.0,11.0,3.0,18.0,22.2,88.5,19.67,28.0,54.0,39.0,48.0,2.67,12.0,31.2,8.3,188.0,86.6,25.66,101.9,9.0,4.0,3.0,6.0,117.0,239.0,247.0,69.8,54.0,6.0,10.0,28.0,39.0,46.0,6.0,4.0,100.0,237.0,200.0,437.0,1.19,125.0,65.0,30.0,20.0,14.0,20.0,12.0,11.0,4.0,35.0,57.1,21.85,12.49,29.0,45.0,44.0,64.0,1.83,3.2,48.4,31.2,187.5,88.2,26.74,133.8,5.0,4.0,5.0,8.0,149.0,293.0,341.0,78.0,45.0,16.0,21.0,29.0,44.0,36.0,4.0,12.0,60.0
6161,2015.0,23.0,1.0,0.0,30.0,125.0,-95.0,0.0,17.0,167.0,192.0,359.0,0.87,84.0,81.0,34.0,6.0,23.0,4.0,3.0,5.0,1.0,10.0,40.0,89.75,35.9,33.0,50.0,32.0,34.0,3.4,8.5,26.5,11.8,187.3,85.6,25.33,101.0,9.0,4.0,3.0,6.0,105.0,253.0,266.0,74.1,50.0,4.0,3.0,33.0,32.0,38.0,4.0,3.0,75.0,204.0,214.0,418.0,0.95,95.0,73.0,59.0,23.0,6.0,18.0,11.0,17.0,0.0,35.0,51.4,23.22,11.94,39.0,33.0,26.0,55.0,1.57,3.06,63.6,32.7,187.6,87.1,25.49,104.4,5.0,3.0,9.0,5.0,156.0,264.0,303.0,72.5,33.0,14.0,16.0,39.0,26.0,37.0,3.0,11.0,61.1
6178,2016.0,1.0,1.0,0.0,100.0,133.0,-33.0,0.0,13.0,223.0,205.0,428.0,1.09,70.0,72.0,66.0,11.0,16.0,15.0,12.0,5.0,5.0,25.0,60.0,28.53,17.12,61.0,60.0,39.0,58.0,2.32,3.87,34.5,25.9,186.5,84.1,25.24,94.5,10.0,4.0,3.0,5.0,166.0,256.0,284.0,66.4,60.0,5.0,12.0,61.0,39.0,62.0,2.0,12.0,80.0,217.0,164.0,381.0,1.32,64.0,106.0,49.0,16.0,11.0,20.0,12.0,12.0,1.0,33.0,60.6,19.05,11.55,44.0,42.0,38.0,61.0,1.85,3.05,52.5,32.8,187.6,87.1,25.41,99.3,5.0,7.0,5.0,5.0,177.0,202.0,253.0,66.4,42.0,13.0,13.0,44.0,38.0,53.0,9.0,12.0,60.0
6185,2016.0,2.0,0.0,1.0,36.0,93.0,-57.0,0.0,18.0,187.0,169.0,356.0,1.11,96.0,67.0,28.0,14.0,18.0,5.0,3.0,6.0,0.0,11.0,45.5,71.2,32.36,29.0,54.0,44.0,42.0,3.82,8.4,26.2,11.9,186.5,84.8,25.24,95.5,10.0,4.0,3.0,5.0,102.0,257.0,276.0,77.5,54.0,9.0,13.0,29.0,44.0,50.0,6.0,3.0,60.0,243.0,239.0,482.0,1.02,122.0,55.0,30.0,18.0,14.0,13.0,11.0,8.0,7.0,28.0,46.4,37.08,17.21,29.0,38.0,35.0,58.0,2.07,4.46,36.2,22.4,186.7,84.8,24.58,82.5,9.0,8.0,1.0,4.0,137.0,343.0,379.0,78.6,38.0,10.0,12.0,29.0,35.0,25.0,7.0,11.0,84.6
6191,2016.0,3.0,0.0,0.0,119.0,90.0,29.0,1.0,4.0,250.0,196.0,446.0,1.28,126.0,61.0,36.0,20.0,21.0,18.0,15.0,11.0,0.0,29.0,62.1,24.78,15.38,31.0,54.0,34.0,54.0,1.86,3.0,53.7,33.3,186.6,85.1,25.41,96.8,10.0,4.0,3.0,5.0,126.0,319.0,351.0,78.7,54.0,11.0,19.0,31.0,34.0,48.0,5.0,15.0,83.3,192.0,157.0,349.0,1.22,72.0,53.0,32.0,21.0,20.0,14.0,9.0,6.0,0.0,20.0,70.0,24.93,17.45,38.0,51.0,32.0,49.0,2.45,3.5,40.8,28.6,188.1,87.3,23.91,76.5,9.0,6.0,5.0,2.0,144.0,205.0,255.0,73.1,51.0,12.0,10.0,38.0,32.0,40.0,1.0,9.0,64.3
6201,2016.0,4.0,1.0,0.0,84.0,87.0,-3.0,0.0,10.0,206.0,204.0,410.0,1.01,93.0,78.0,42.0,16.0,20.0,13.0,8.0,6.0,0.0,19.0,68.4,31.54,21.58,35.0,50.0,32.0,46.0,2.42,3.54,41.3,28.3,186.7,85.2,25.33,91.9,10.0,4.0,3.0,5.0,152.0,261.0,311.0,75.9,50.0,14.0,12.0,35.0,32.0,44.0,6.0,8.0,61.5,181.0,189.0,370.0,0.96,75.0,78.0,50.0,20.0,16.0,13.0,7.0,8.0,1.0,22.0,59.1,28.46,16.82,40.0,48.0,32.0,52.0,2.36,4.0,40.4,25.0,187.2,85.5,26.24,122.2,7.0,1.0,7.0,7.0,139.0,237.0,282.0,76.2,48.0,9.0,9.0,40.0,32.0,49.0,4.0,7.0,53.8
6213,2016.0,5.0,0.0,1.0,79.0,126.0,-47.0,0.0,9.0,203.0,167.0,370.0,1.22,88.0,58.0,36.0,22.0,20.0,12.0,9.0,6.0,1.0,19.0,63.2,30.83,19.47,37.0,46.0,38.0,53.0,2.79,4.42,34.0,22.6,186.6,85.3,25.49,95.4,10.0,4.0,3.0,5.0,129.0,239.0,287.0,77.6,46.0,14.0,6.0,37.0,38.0,40.0,6.0,9.0,75.0,230.0,189.0,419.0,1.22,114.0,59.0,39.0,20.0,22.0,19.0,15.0,11.0,1.0,31.0,61.3,22.05,13.52,39.0,53.0,40.0,63.0,2.03,3.32,47.6,30.2,187.6,86.6,24.8,94.3,7.0,8.0,3.0,4.0,153.0,278.0,324.0,77.3,53.0,15.0,13.0,39.0,40.0,59.0,20.0,15.0,78.9
6218,2016.0,6.0,1.0,1.0,135.0,96.0,39.0,1.0,11.0,209.0,188.0,397.0,1.11,88.0,74.0,45.0,23.0,16.0,20.0,14.0,15.0,0.0,35.0,57.1,19.85,11.34,33.0,41.0,37.0,55.0,1.57,2.75,63.6,36.4,186.3,85.0,25.33,95.5,10.0,4.0,3.0,5.0,148.0,249.0,303.0,76.3,41.0,9.0,19.0,33.0,37.0,35.0,3.0,14.0,70.0,167.0,186.0,353.0,0.9,64.0,59.0,45.0,16.0,23.0,15.0,12.0,4.0,2.0,21.0,71.4,23.53,16.81,45.0,54.0,35.0,55.0,2.62,3.67,34.5,27.3,187.2,87.2,24.24,75.0,10.0,6.0,2.0,4.0,138.0,216.0,267.0,75.6,54.0,13.0,14.0,45.0,35.0,34.0,7.0,12.0,80.0
6233,2016.0,7.0,0.0,1.0,75.0,82.0,-7.0,0.0,12.0,204.0,162.0,366.0,1.26,107.0,61.0,28.0,16.0,22.0,11.0,8.0,7.0,2.0,20.0,55.0,33.27,18.3,30.0,58.0,46.0,50.0,2.5,4.55,36.0,22.0,186.0,84.5,25.33,96.4,10.0,4.0,3.0,5.0,136.0,229.0,272.0,74.3,58.0,17.0,16.0,30.0,46.0,44.0,10.0,8.0,72.7,212.0,136.0,348.0,1.56,96.0,61.0,39.0,22.0,16.0,11.0,4.0,16.0,0.0,27.0,40.7,31.64,12.89,40.0,42.0,36.0,60.0,2.22,5.45,45.0,18.3,187.7,87.5,28.0,152.8,3.0,5.0,4.0,10.0,145.0,212.0,260.0,74.7,42.0,15.0,9.0,40.0,36.0,52.0,10.0,4.0,36.4
6243,2016.0,8.0,1.0,0.0,29.0,132.0,-103.0,0.0,17.0,187.0,189.0,376.0,0.99,73.0,83.0,36.0,13.0,24.0,3.0,2.0,7.0,4.0,14.0,21.4,125.33,26.86,37.0,71.0,39.0,37.0,2.64,12.33,27.0,8.1,186.2,84.2,24.8,91.6,10.0,5.0,3.0,4.0,137.0,235.0,265.0,70.5,71.0,10.0,5.0,37.0,39.0,58.0,2.0,2.0,66.7,231.0,173.0,404.0,1.34,93.0,73.0,53.0,24.0,13.0,20.0,14.0,8.0,4.0,32.0,62.5,20.2,12.62,45.0,46.0,28.0,61.0,1.91,3.05,45.9,32.8,188.4,89.6,26.16,117.4,4.0,3.0,11.0,4.0,150.0,252.0,295.0,73.0,46.0,15.0,17.0,45.0,28.0,40.0,9.0,14.0,70.0
6252,2016.0,9.0,0.0,0.0,109.0,63.0,46.0,1.0,5.0,219.0,167.0,386.0,1.31,109.0,63.0,24.0,14.0,13.0,16.0,13.0,13.0,0.0,29.0,55.2,24.12,13.31,46.0,37.0,27.0,67.0,2.31,4.19,43.3,23.9,187.4,85.5,25.41,100.6,8.0,6.0,3.0,5.0,131.0,263.0,294.0,76.2,37.0,12.0,23.0,46.0,27.0,43.0,1.0,13.0,81.2,208.0,187.0,395.0,1.11,127.0,56.0,41.0,13.0,14.0,9.0,8.0,6.0,3.0,18.0,50.0,43.89,21.94,23.0,40.0,48.0,40.0,2.22,4.44,37.5,22.5,186.9,85.0,24.74,83.0,12.0,3.0,4.0,3.0,116.0,286.0,309.0,78.2,40.0,11.0,10.0,23.0,48.0,54.0,5.0,8.0,88.9
6256,2016.0,10.0,0.0,0.0,101.0,67.0,34.0,1.0,6.0,210.0,177.0,387.0,1.19,111.0,101.0,47.0,16.0,14.0,15.0,7.0,7.0,4.0,26.0,57.7,25.8,14.88,31.0,32.0,41.0,45.0,1.73,3.0,48.9,33.3,187.2,85.5,25.49,100.0,8.0,5.0,4.0,5.0,127.0,262.0,311.0,80.4,32.0,18.0,15.0,31.0,41.0,42.0,6.0,7.0,46.7,186.0,174.0,360.0,1.07,83.0,70.0,48.0,14.0,16.0,10.0,10.0,6.0,1.0,17.0,58.8,36.0,21.18,44.0,40.0,25.0,52.0,3.06,5.2,30.8,19.2,185.9,84.2,25.8,104.9,7.0,5.0,4.0,6.0,138.0,222.0,272.0,75.6,40.0,10.0,3.0,44.0,25.0,45.0,4.0,10.0,100.0
6270,2016.0,11.0,1.0,0.0,45.0,133.0,-88.0,0.0,1.0,156.0,142.0,298.0,1.1,70.0,45.0,26.0,9.0,19.0,6.0,4.0,8.0,1.0,15.0,40.0,49.67,19.87,22.0,52.0,41.0,30.0,2.0,5.0,46.7,20.0,187.8,85.5,24.91,93.2,9.0,5.0,4.0,4.0,108.0,184.0,217.0,72.8,52.0,12.0,8.0,22.0,41.0,39.0,9.0,4.0,66.7,281.0,193.0,474.0,1.46,168.0,36.0,30.0,21.0,9.0,19.0,16.0,18.0,1.0,38.0,50.0,24.95,12.47,33.0,36.0,23.0,69.0,1.82,3.63,53.6,27.5,187.6,86.0,24.58,79.0,8.0,7.0,5.0,2.0,146.0,326.0,375.0,79.1,36.0,23.0,28.0,33.0,23.0,41.0,5.0,16.0,84.2
6276,2016.0,12.0,0.0,0.0,110.0,78.0,32.0,1.0,3.0,198.0,155.0,353.0,1.28,82.0,70.0,47.0,15.0,19.0,17.0,14.0,7.0,1.0,25.0,68.0,20.76,14.12,43.0,58.0,34.0,63.0,2.52,3.71,38.1,27.0,187.7,85.1,24.49,72.5,10.0,6.0,4.0,2.0,126.0,229.0,265.0,75.1,58.0,10.0,12.0,43.0,34.0,46.0,10.0,14.0,82.4,222.0,194.0,416.0,1.14,108.0,43.0,35.0,19.0,15.0,12.0,9.0,6.0,0.0,18.0,66.7,34.67,23.11,39.0,51.0,43.0,48.0,2.67,4.0,37.5,25.0,189.0,88.5,25.66,91.0,8.0,4.0,6.0,4.0,127.0,281.0,329.0,79.1,51.0,7.0,14.0,39.0,43.0,41.0,6.0,9.0,75.0
6290,2016.0,14.0,0.0,0.0,93.0,90.0,3.0,1.0,7.0,204.0,151.0,355.0,1.35,92.0,63.0,30.0,16.0,15.0,14.0,10.0,6.0,3.0,23.0,60.9,25.36,15.43,35.0,44.0,38.0,54.0,2.35,3.86,37.0,25.9,187.3,85.6,24.8,87.4,7.0,8.0,4.0,3.0,130.0,223.0,265.0,74.6,44.0,10.0,13.0,35.0,38.0,46.0,10.0,10.0,71.4,216.0,170.0,386.0,1.27,117.0,52.0,34.0,15.0,16.0,13.0,11.0,10.0,2.0,25.0,52.0,29.69,15.44,27.0,43.0,33.0,52.0,2.08,4.0,44.2,25.0,190.5,90.2,26.41,122.9,6.0,5.0,3.0,8.0,138.0,249.0,287.0,74.4,43.0,17.0,15.0,27.0,33.0,44.0,6.0,11.0,84.6
6294,2016.0,15.0,1.0,0.0,68.0,108.0,-40.0,0.0,8.0,175.0,168.0,343.0,1.04,61.0,45.0,32.0,17.0,15.0,8.0,6.0,17.0,3.0,28.0,28.6,42.88,12.25,26.0,54.0,41.0,62.0,2.21,7.75,40.3,12.9,187.0,85.9,24.91,86.9,8.0,7.0,4.0,3.0,131.0,209.0,248.0,72.3,54.0,15.0,12.0,26.0,41.0,39.0,5.0,6.0,75.0,251.0,162.0,413.0,1.55,149.0,39.0,19.0,15.0,17.0,15.0,14.0,17.0,1.0,33.0,45.5,27.53,12.52,23.0,47.0,52.0,61.0,1.85,4.07,52.5,24.6,188.3,87.3,24.58,90.5,8.0,9.0,0.0,5.0,110.0,298.0,331.0,80.1,47.0,14.0,21.0,23.0,52.0,50.0,19.0,14.0,93.3
6306,2016.0,16.0,1.0,1.0,109.0,98.0,11.0,1.0,5.0,181.0,205.0,386.0,0.88,63.0,80.0,60.0,16.0,21.0,17.0,11.0,6.0,1.0,24.0,70.8,22.71,16.08,46.0,47.0,36.0,58.0,2.42,3.41,39.7,29.3,187.0,85.3,25.33,96.5,7.0,7.0,4.0,4.0,150.0,241.0,303.0,78.5,47.0,7.0,12.0,46.0,36.0,53.0,4.0,11.0,64.7,204.0,165.0,369.0,1.24,91.0,68.0,34.0,21.0,16.0,14.0,9.0,12.0,2.0,28.0,50.0,26.36,13.18,36.0,40.0,39.0,55.0,1.96,3.93,47.3,25.5,187.6,85.8,24.49,76.4,14.0,2.0,2.0,4.0,162.0,221.0,275.0,74.5,40.0,20.0,11.0,36.0,39.0,58.0,4.0,9.0,64.3
