Match_ID,Year,Round,H/A?,H/A Win?,Points For,Points Against,Margin,"Team Won? (1=W, 0=L)",Team_against_ID,Kicks,Handballs,Disposals,Kick to HB Ratio,Marks,Tackles,Hitouts,Frees For,Frees Against,Goals Kicked,Goal Assists1,Behinds Kicked,Rushed Behinds,Scoring Shots,Conversion %,Disposals Per Goal,Disposals Per Scoring Shot,Clearances1,Clangers1,Rebound 50s1,Inside 50s,In50s Per Scoring Shot,In50s Per Goal,% In50s Score,% In50s Goal,Height,Weight,Age,Av Games,<50 Games,50-99 Games,100-149 Games,>150 Games,Contested Poss,Uncontested Poss,Effective Disposals,Disposal Efficiency,Clangers2,Contested Marks,Marks Inside 50,Clearances2,Rebound 50s2,1%ers,Bounces,Goals Assists2,Goal Assist %,Kicks (O),Handballs (O),Disposals (O),Kick to HB Ratio (O),Marks (O),Tackles(O),Hitouts(O),Frees For(O),Frees Against(O),Goals Kicked(O),Goal Assists1(O),Behinds Kicked(O),Rushed Behinds(O),Scoring Shots(O),Conversion %(O),Disposals Per Goal(O),Disposals Per Scoring Shot(O),Clearances1(O),Clangers1(O),Rebound 50s1(O),Inside 50s(O),In50s Per Scoring Shot(O),In50s Per Goal(O),% In50s Score(O),% In50s Goal(O),Height(O),Weight(O),Age(O),Av Games(O),<50 Games(O),50-99 Games(O),100-149 Games(O),>150 Games(O),Contested Poss(O),Uncontested Poss(O),Effective Disposals(O),Disposal Efficiency(O),Clangers2(O),Contested Marks(O),Marks Inside 50(O),Clearances2(O),Rebound 50s2(O),1%ers(O),Bounces(O),Goals Assists2(O),Goal Assist %(O)
5318,2011.0,23.0,1.0,1.0,132.0,52.0,80.0,1.0,6.0,247.0,208.0,455.0,1.19,109.0,64.0,22.0,27.0,18.0,20.0,14.0,7.0,5.0,32.0,62.5,22.75,14.22,34.0,42.0,26.0,59.0,1.84,2.95,45.8,33.9,187.5,90.6,24.66,107.6,5.0,6.0,5.0,6.0,141.0,306.0,368.0,80.9,42.0,11.0,10.0,34.0,26.0,43.0,18.0,14.0,70.0,190.0,208.0,398.0,0.91,83.0,44.0,51.0,18.0,27.0,8.0,6.0,3.0,1.0,12.0,66.7,49.75,33.17,47.0,74.0,37.0,37.0,3.08,4.62,29.7,21.6,189.1,87.3,24.24,67.7,10.0,7.0,3.0,2.0,140.0,250.0,294.0,73.9,74.0,11.0,5.0,47.0,37.0,49.0,8.0,6.0,75.0
5331,2011.0,24.0,0.0,1.0,53.0,149.0,-96.0,0.0,7.0,201.0,164.0,365.0,1.23,89.0,72.0,30.0,22.0,18.0,8.0,5.0,3.0,2.0,13.0,61.5,45.62,28.08,40.0,49.0,40.0,35.0,2.69,4.38,31.4,22.9,187.9,90.9,25.0,115.5,4.0,7.0,4.0,7.0,131.0,232.0,265.0,72.6,49.0,12.0,4.0,40.0,40.0,39.0,15.0,5.0,62.5,234.0,149.0,383.0,1.57,119.0,70.0,48.0,18.0,21.0,22.0,17.0,14.0,3.0,39.0,56.4,17.41,9.82,38.0,40.0,24.0,68.0,1.74,3.09,52.9,32.4,187.4,89.7,27.8,143.0,5.0,3.0,3.0,11.0,153.0,235.0,298.0,77.8,40.0,22.0,18.0,38.0,24.0,59.0,14.0,17.0,77.3
5335,2011.0,25.0,0.0,0.0,82.0,62.0,20.0,1.0,17.0,234.0,202.0,436.0,1.16,88.0,73.0,29.0,23.0,18.0,12.0,6.0,8.0,2.0,22.0,54.5,36.33,19.82,53.0,45.0,33.0,53.0,2.41,4.42,37.7,22.6,186.7,89.7,25.8,134.5,3.0,5.0,5.0,9.0,168.0,263.0,311.0,71.3,45.0,11.0,8.0,53.0,33.0,71.0,20.0,6.0,50.0,185.0,138.0,323.0,1.34,66.0,100.0,50.0,18.0,23.0,9.0,6.0,6.0,2.0,17.0,52.9,35.89,19.0,31.0,43.0,37.0,44.0,2.59,4.89,34.1,20.5,189.2,90.0,24.58,97.5,4.0,11.0,2.0,5.0,152.0,167.0,229.0,70.9,43.0,19.0,7.0,31.0,37.0,45.0,10.0,6.0,66.7
5340,2011.0,27.0,0.0,0.0,68.0,65.0,3.0,1.0,10.0,215.0,129.0,344.0,1.67,88.0,70.0,26.0,28.0,26.0,10.0,2.0,7.0,1.0,18.0,55.6,34.4,19.11,39.0,59.0,43.0,52.0,2.89,5.2,32.7,19.2,187.0,90.6,26.0,140.0,2.0,5.0,6.0,9.0,152.0,189.0,241.0,70.1,59.0,12.0,9.0,39.0,43.0,70.0,17.0,2.0,20.0,220.0,172.0,392.0,1.28,98.0,63.0,48.0,26.0,28.0,9.0,7.0,10.0,1.0,20.0,45.0,43.56,19.6,34.0,61.0,41.0,54.0,2.7,6.0,35.2,16.7,186.3,86.5,25.33,107.4,7.0,3.0,6.0,6.0,136.0,263.0,295.0,75.3,61.0,6.0,12.0,34.0,41.0,82.0,5.0,7.0,77.8
5342,2011.0,28.0,0.0,1.0,81.0,119.0,-38.0,0.0,7.0,200.0,132.0,332.0,1.52,65.0,108.0,52.0,21.0,18.0,12.0,5.0,9.0,0.0,21.0,57.1,27.67,15.81,51.0,42.0,38.0,51.0,2.43,4.25,41.2,23.5,186.8,90.5,25.91,138.9,3.0,4.0,6.0,9.0,154.0,174.0,229.0,69.0,42.0,11.0,8.0,51.0,38.0,76.0,18.0,5.0,41.7,202.0,129.0,331.0,1.57,64.0,71.0,59.0,18.0,21.0,18.0,14.0,8.0,3.0,29.0,62.1,18.39,11.41,50.0,46.0,32.0,57.0,1.97,3.17,45.6,31.6,188.0,90.5,27.24,145.8,4.0,3.0,3.0,12.0,185.0,145.0,223.0,67.4,46.0,21.0,11.0,50.0,32.0,48.0,3.0,14.0,77.8
5345,2012.0,1.0,1.0,0.0,115.0,137.0,-22.0,0.0,10.0,197.0,123.0,320.0,1.6,76.0,68.0,31.0,23.0,16.0,16.0,11.0,17.0,2.0,35.0,45.7,20.0,9.14,40.0,37.0,36.0,58.0,1.66,3.62,56.9,27.6,187.5,88.9,23.49,77.1,10.0,4.0,4.0,4.0,152.0,168.0,232.0,72.5,37.0,16.0,14.0,40.0,36.0,30.0,12.0,11.0,68.8,206.0,163.0,369.0,1.26,88.0,75.0,42.0,16.0,22.0,20.0,14.0,15.0,2.0,37.0,54.1,18.45,9.97,37.0,40.0,35.0,57.0,1.54,2.85,61.4,35.1,187.5,86.1,25.24,94.1,9.0,2.0,5.0,6.0,143.0,227.0,284.0,77.0,40.0,10.0,13.0,37.0,35.0,57.0,9.0,14.0,70.0
5357,2012.0,2.0,0.0,0.0,85.0,64.0,21.0,1.0,14.0,207.0,142.0,349.0,1.46,100.0,51.0,27.0,18.0,20.0,12.0,11.0,10.0,3.0,25.0,48.0,29.08,13.96,40.0,44.0,40.0,53.0,2.12,4.42,41.5,22.6,188.3,89.8,24.16,92.1,7.0,6.0,4.0,5.0,142.0,212.0,250.0,71.6,44.0,11.0,11.0,40.0,40.0,31.0,14.0,11.0,91.7,234.0,193.0,427.0,1.21,133.0,47.0,33.0,20.0,18.0,8.0,5.0,13.0,3.0,24.0,33.3,53.38,17.79,27.0,39.0,40.0,50.0,2.08,6.25,42.0,16.0,187.2,86.7,24.8,73.6,8.0,8.0,4.0,2.0,124.0,304.0,333.0,78.0,39.0,10.0,7.0,27.0,40.0,31.0,14.0,5.0,62.5
5361,2012.0,3.0,1.0,0.0,62.0,122.0,-60.0,0.0,3.0,208.0,124.0,332.0,1.68,95.0,48.0,26.0,13.0,17.0,9.0,5.0,6.0,2.0,17.0,52.9,36.89,19.53,32.0,42.0,38.0,39.0,2.29,4.33,38.5,23.1,188.7,91.0,24.49,94.4,5.0,8.0,4.0,5.0,123.0,204.0,237.0,71.4,42.0,8.0,11.0,32.0,38.0,41.0,14.0,5.0,55.6,241.0,170.0,411.0,1.42,115.0,54.0,56.0,17.0,13.0,18.0,6.0,9.0,5.0,32.0,56.2,22.83,12.84,50.0,42.0,28.0,58.0,1.81,3.22,46.6,31.0,187.0,86.9,24.8,86.6,7.0,7.0,5.0,3.0,151.0,263.0,312.0,75.9,42.0,8.0,13.0,50.0,28.0,47.0,11.0,6.0,33.3
5372,2012.0,4.0,0.0,0.0,97.0,73.0,24.0,1.0,13.0,216.0,164.0,380.0,1.32,91.0,72.0,44.0,17.0,19.0,14.0,7.0,10.0,3.0,27.0,51.9,27.14,14.07,37.0,47.0,41.0,47.0,1.74,3.36,51.1,29.8,188.4,89.5,24.0,81.1,8.0,7.0,2.0,5.0,140.0,234.0,286.0,75.3,47.0,15.0,13.0,37.0,41.0,48.0,11.0,7.0,50.0,207.0,191.0,398.0,1.08,100.0,52.0,27.0,19.0,17.0,10.0,7.0,11.0,2.0,23.0,43.5,39.8,17.3,34.0,38.0,28.0,55.0,2.39,5.5,38.2,18.2,189.0,87.9,24.8,74.1,10.0,6.0,4.0,2.0,139.0,261.0,299.0,75.1,38.0,12.0,9.0,34.0,28.0,47.0,22.0,7.0,70.0
5379,2012.0,5.0,0.0,0.0,80.0,79.0,1.0,1.0,5.0,233.0,139.0,372.0,1.68,69.0,85.0,40.0,10.0,17.0,11.0,5.0,11.0,3.0,25.0,44.0,33.82,14.88,45.0,47.0,40.0,60.0,2.4,5.45,36.7,18.3,187.7,89.1,24.16,84.1,7.0,8.0,2.0,5.0,168.0,193.0,244.0,65.6,47.0,8.0,9.0,45.0,40.0,66.0,10.0,5.0,45.5,206.0,119.0,325.0,1.73,77.0,91.0,44.0,17.0,10.0,11.0,9.0,10.0,3.0,24.0,45.8,29.55,13.54,38.0,34.0,43.0,54.0,2.25,4.91,38.9,20.4,186.8,86.0,24.33,76.7,9.0,7.0,4.0,2.0,153.0,165.0,216.0,66.5,34.0,18.0,4.0,38.0,43.0,46.0,1.0,9.0,81.8
5388,2012.0,6.0,1.0,1.0,98.0,77.0,21.0,1.0,18.0,209.0,166.0,375.0,1.26,71.0,79.0,36.0,11.0,21.0,15.0,8.0,8.0,0.0,23.0,65.2,25.0,16.3,44.0,51.0,37.0,55.0,2.39,3.67,41.8,27.3,188.6,90.7,24.33,84.8,5.0,10.0,3.0,4.0,164.0,209.0,272.0,72.5,51.0,10.0,10.0,44.0,37.0,52.0,12.0,8.0,53.3,211.0,182.0,393.0,1.16,89.0,69.0,50.0,21.0,11.0,11.0,7.0,8.0,3.0,22.0,50.0,35.73,17.86,38.0,35.0,38.0,51.0,2.32,4.64,37.3,21.6,186.6,87.3,25.16,99.0,9.0,3.0,3.0,7.0,156.0,234.0,274.0,69.7,35.0,10.0,7.0,38.0,38.0,50.0,10.0,7.0,63.6
5401,2012.0,7.0,1.0,1.0,116.0,58.0,58.0,1.0,2.0,254.0,189.0,443.0,1.34,114.0,47.0,42.0,19.0,13.0,17.0,14.0,10.0,4.0,31.0,54.8,26.06,14.29,41.0,43.0,28.0,66.0,2.13,3.88,40.9,25.8,188.5,89.7,24.8,83.3,6.0,9.0,3.0,4.0,148.0,296.0,345.0,77.9,43.0,11.0,13.0,41.0,28.0,49.0,10.0,14.0,82.4,173.0,137.0,310.0,1.26,94.0,49.0,39.0,13.0,19.0,8.0,6.0,8.0,2.0,18.0,44.4,38.75,17.22,30.0,54.0,43.0,38.0,2.11,4.75,42.1,21.1,187.6,85.9,24.33,76.5,11.0,5.0,3.0,3.0,111.0,200.0,223.0,71.9,54.0,6.0,11.0,30.0,43.0,65.0,1.0,6.0,75.0
5406,2012.0,8.0,0.0,0.0,96.0,84.0,12.0,1.0,7.0,230.0,168.0,398.0,1.37,97.0,55.0,34.0,14.0,18.0,14.0,6.0,10.0,2.0,26.0,53.8,28.43,15.31,36.0,51.0,45.0,51.0,1.96,3.64,47.1,27.5,188.1,90.5,24.66,98.0,5.0,8.0,4.0,5.0,158.0,236.0,279.0,70.1,51.0,9.0,9.0,36.0,45.0,65.0,21.0,6.0,42.9,213.0,156.0,369.0,1.37,87.0,68.0,38.0,18.0,14.0,11.0,6.0,17.0,1.0,29.0,37.9,33.55,12.72,37.0,55.0,33.0,61.0,2.1,5.55,45.9,18.0,188.1,88.8,26.8,105.0,8.0,4.0,2.0,8.0,148.0,222.0,257.0,69.6,55.0,11.0,13.0,37.0,33.0,53.0,6.0,6.0,54.5
5419,2012.0,9.0,1.0,1.0,75.0,49.0,26.0,1.0,1.0,206.0,161.0,367.0,1.28,65.0,75.0,39.0,21.0,18.0,10.0,8.0,14.0,1.0,25.0,40.0,36.7,14.68,40.0,33.0,36.0,48.0,1.92,4.8,50.0,20.8,187.0,88.7,24.8,88.0,7.0,7.0,4.0,4.0,164.0,196.0,245.0,66.8,33.0,8.0,7.0,40.0,36.0,51.0,7.0,8.0,80.0,205.0,119.0,324.0,1.72,69.0,77.0,46.0,18.0,20.0,6.0,5.0,12.0,1.0,19.0,31.6,54.0,17.05,37.0,31.0,34.0,49.0,2.58,8.17,36.7,12.2,185.1,87.9,25.33,87.8,10.0,6.0,1.0,5.0,160.0,156.0,206.0,63.6,31.0,15.0,6.0,37.0,34.0,50.0,0.0,5.0,83.3
5432,2012.0,10.0,0.0,0.0,149.0,52.0,97.0,1.0,8.0,247.0,181.0,428.0,1.36,104.0,59.0,32.0,15.0,16.0,23.0,17.0,8.0,3.0,34.0,67.6,18.61,12.59,50.0,45.0,27.0,61.0,1.79,2.65,50.8,37.7,186.3,88.3,23.41,73.3,8.0,8.0,3.0,3.0,157.0,272.0,315.0,73.6,45.0,13.0,17.0,50.0,27.0,53.0,18.0,17.0,73.9,205.0,158.0,363.0,1.3,108.0,53.0,32.0,18.0,14.0,7.0,4.0,8.0,2.0,17.0,41.2,51.86,21.35,20.0,51.0,35.0,36.0,2.12,5.14,41.7,19.4,187.6,82.8,22.8,44.5,17.0,2.0,1.0,2.0,110.0,245.0,274.0,75.5,51.0,14.0,12.0,20.0,35.0,41.0,5.0,4.0,57.1
5438,2012.0,11.0,1.0,1.0,129.0,87.0,42.0,1.0,11.0,228.0,156.0,384.0,1.46,105.0,71.0,41.0,18.0,18.0,19.0,11.0,14.0,1.0,34.0,55.9,20.21,11.29,41.0,43.0,31.0,55.0,1.62,2.89,60.0,34.5,186.8,89.3,24.41,94.9,7.0,7.0,2.0,6.0,149.0,237.0,283.0,73.7,43.0,14.0,13.0,41.0,31.0,45.0,17.0,11.0,57.9,181.0,127.0,308.0,1.43,87.0,60.0,38.0,18.0,18.0,13.0,8.0,8.0,1.0,22.0,59.1,23.69,14.0,33.0,46.0,31.0,45.0,2.05,3.46,46.7,28.9,188.6,88.0,24.0,73.5,11.0,5.0,5.0,1.0,130.0,179.0,226.0,73.4,46.0,16.0,14.0,33.0,31.0,50.0,6.0,8.0,61.5
5447,2012.0,13.0,0.0,0.0,85.0,82.0,3.0,1.0,17.0,209.0,165.0,374.0,1.27,85.0,60.0,26.0,14.0,12.0,12.0,7.0,12.0,1.0,25.0,48.0,31.17,14.96,36.0,45.0,40.0,43.0,1.72,3.58,55.8,27.9,187.3,90.3,24.8,87.4,6.0,9.0,3.0,4.0,142.0,230.0,282.0,75.4,45.0,16.0,10.0,36.0,40.0,47.0,17.0,7.0,58.3,197.0,168.0,365.0,1.17,95.0,58.0,44.0,12.0,14.0,12.0,9.0,6.0,4.0,22.0,54.5,30.42,16.59,36.0,35.0,24.0,52.0,2.36,4.33,34.6,23.1,187.9,88.1,24.49,89.5,8.0,6.0,4.0,4.0,135.0,238.0,281.0,77.0,35.0,14.0,10.0,36.0,24.0,48.0,7.0,9.0,75.0
5452,2012.0,14.0,0.0,0.0,107.0,78.0,29.0,1.0,6.0,221.0,158.0,379.0,1.4,75.0,100.0,53.0,14.0,21.0,15.0,9.0,13.0,4.0,32.0,46.9,25.27,11.84,46.0,41.0,19.0,69.0,2.16,4.6,40.6,21.7,187.4,90.0,23.8,85.6,7.0,8.0,3.0,4.0,161.0,224.0,277.0,73.1,41.0,9.0,10.0,46.0,19.0,58.0,7.0,9.0,60.0,191.0,175.0,366.0,1.09,81.0,86.0,37.0,21.0,14.0,12.0,7.0,4.0,2.0,18.0,66.7,30.5,20.33,32.0,42.0,46.0,33.0,1.83,2.75,48.5,36.4,188.7,87.6,24.91,82.3,9.0,7.0,2.0,4.0,151.0,220.0,270.0,73.8,42.0,9.0,5.0,32.0,46.0,41.0,4.0,7.0,58.3
5460,2012.0,15.0,0.0,1.0,62.0,85.0,-23.0,0.0,3.0,198.0,136.0,334.0,1.46,101.0,50.0,42.0,14.0,17.0,8.0,6.0,9.0,5.0,22.0,36.4,41.75,15.18,26.0,43.0,34.0,44.0,2.0,5.5,38.6,18.2,186.6,89.2,24.0,87.3,7.0,8.0,3.0,4.0,136.0,204.0,242.0,72.5,43.0,20.0,13.0,26.0,34.0,53.0,15.0,6.0,75.0,224.0,178.0,402.0,1.26,102.0,70.0,24.0,17.0,14.0,12.0,11.0,10.0,3.0,25.0,48.0,33.5,16.08,38.0,35.0,28.0,47.0,1.88,3.92,46.8,25.5,186.5,86.2,24.8,90.3,6.0,8.0,4.0,4.0,140.0,258.0,292.0,72.6,35.0,6.0,15.0,38.0,28.0,56.0,10.0,11.0,91.7
5474,2012.0,16.0,1.0,1.0,110.0,79.0,31.0,1.0,7.0,235.0,147.0,382.0,1.6,95.0,61.0,33.0,16.0,16.0,17.0,12.0,5.0,3.0,25.0,68.0,22.47,15.28,31.0,43.0,45.0,57.0,2.28,3.35,38.6,29.8,187.6,90.5,24.8,104.5,4.0,8.0,4.0,6.0,141.0,227.0,280.0,73.3,43.0,9.0,13.0,31.0,45.0,50.0,13.0,12.0,70.6,199.0,148.0,347.0,1.34,75.0,64.0,30.0,16.0,16.0,10.0,8.0,14.0,5.0,29.0,34.5,34.7,11.97,31.0,57.0,36.0,56.0,1.93,5.6,42.9,17.9,187.3,87.3,25.66,112.0,9.0,2.0,3.0,8.0,149.0,196.0,232.0,66.9,57.0,10.0,18.0,31.0,36.0,56.0,2.0,8.0,80.0
5479,2012.0,17.0,0.0,1.0,91.0,138.0,-47.0,0.0,10.0,212.0,175.0,387.0,1.21,91.0,65.0,44.0,19.0,20.0,13.0,10.0,8.0,5.0,26.0,50.0,29.77,14.88,34.0,39.0,32.0,47.0,1.81,3.62,44.7,27.7,188.2,89.9,24.33,100.5,5.0,7.0,4.0,6.0,138.0,255.0,300.0,77.5,39.0,8.0,11.0,34.0,32.0,52.0,9.0,10.0,76.9,223.0,161.0,384.0,1.39,88.0,56.0,41.0,20.0,19.0,21.0,16.0,11.0,1.0,33.0,63.6,18.29,11.64,47.0,38.0,29.0,54.0,1.64,2.57,59.3,38.9,186.7,85.9,24.74,93.7,8.0,5.0,3.0,6.0,147.0,231.0,300.0,78.1,38.0,14.0,15.0,47.0,29.0,51.0,1.0,16.0,76.2
5490,2012.0,18.0,1.0,1.0,174.0,54.0,120.0,1.0,9.0,240.0,191.0,431.0,1.26,131.0,42.0,28.0,16.0,11.0,26.0,18.0,13.0,5.0,44.0,59.1,16.58,9.8,33.0,47.0,32.0,66.0,1.5,2.54,59.1,39.4,188.3,89.4,24.8,83.0,7.0,8.0,3.0,4.0,132.0,301.0,338.0,78.4,47.0,19.0,26.0,33.0,32.0,55.0,11.0,18.0,69.2,207.0,207.0,414.0,1.0,107.0,38.0,43.0,11.0,16.0,7.0,5.0,10.0,2.0,19.0,36.8,59.14,21.79,33.0,51.0,37.0,42.0,2.21,6.0,40.5,16.7,187.5,84.0,20.8,31.1,19.0,2.0,0.0,1.0,121.0,289.0,304.0,73.4,51.0,10.0,9.0,33.0,37.0,51.0,8.0,5.0,71.4
5501,2012.0,19.0,0.0,0.0,91.0,85.0,6.0,1.0,15.0,215.0,158.0,373.0,1.36,83.0,63.0,42.0,25.0,14.0,12.0,8.0,16.0,3.0,31.0,38.7,31.08,12.03,43.0,49.0,28.0,58.0,1.87,4.83,48.3,20.7,187.7,89.5,24.8,95.0,5.0,8.0,4.0,5.0,155.0,217.0,258.0,69.2,49.0,16.0,9.0,43.0,28.0,42.0,10.0,8.0,66.7,219.0,157.0,376.0,1.39,106.0,66.0,38.0,14.0,25.0,13.0,10.0,6.0,1.0,20.0,65.0,28.92,18.8,33.0,59.0,40.0,46.0,2.3,3.54,41.3,28.3,187.0,86.6,26.8,131.0,4.0,5.0,3.0,10.0,133.0,241.0,273.0,72.6,59.0,10.0,9.0,33.0,40.0,49.0,9.0,10.0,76.9
5510,2012.0,20.0,1.0,1.0,78.0,70.0,8.0,1.0,16.0,211.0,137.0,348.0,1.54,65.0,90.0,46.0,15.0,16.0,12.0,7.0,6.0,0.0,18.0,66.7,29.0,19.33,51.0,47.0,42.0,48.0,2.67,4.0,37.5,25.0,187.2,89.1,24.66,107.0,4.0,8.0,4.0,6.0,166.0,175.0,228.0,65.5,47.0,15.0,8.0,51.0,42.0,52.0,4.0,7.0,58.3,198.0,155.0,353.0,1.28,47.0,81.0,68.0,16.0,15.0,9.0,5.0,10.0,6.0,25.0,36.0,39.22,14.12,41.0,52.0,36.0,56.0,2.24,6.22,33.9,16.1,187.0,87.1,26.16,113.4,5.0,6.0,4.0,7.0,173.0,174.0,231.0,65.4,52.0,9.0,6.0,41.0,36.0,61.0,19.0,5.0,55.6
5519,2012.0,21.0,0.0,1.0,61.0,91.0,-30.0,0.0,12.0,199.0,118.0,317.0,1.69,77.0,60.0,27.0,20.0,14.0,8.0,5.0,12.0,1.0,21.0,38.1,39.62,15.1,32.0,31.0,38.0,43.0,2.05,5.38,46.5,18.6,187.0,88.5,24.41,103.4,5.0,8.0,3.0,6.0,131.0,180.0,216.0,68.1,31.0,11.0,10.0,32.0,38.0,52.0,12.0,5.0,62.5,238.0,141.0,379.0,1.69,123.0,57.0,46.0,14.0,20.0,13.0,9.0,10.0,3.0,26.0,50.0,29.15,14.58,32.0,40.0,33.0,54.0,2.08,4.15,42.6,24.1,187.0,85.8,24.41,84.3,8.0,8.0,3.0,3.0,132.0,240.0,294.0,77.6,40.0,12.0,13.0,32.0,33.0,48.0,13.0,9.0,69.2
5528,2012.0,22.0,1.0,0.0,58.0,107.0,-49.0,0.0,17.0,202.0,126.0,328.0,1.6,101.0,57.0,12.0,17.0,22.0,8.0,5.0,7.0,3.0,18.0,44.4,41.0,18.22,23.0,44.0,37.0,33.0,1.83,4.12,45.5,24.2,187.9,89.6,24.91,113.1,3.0,9.0,4.0,6.0,109.0,208.0,242.0,73.8,44.0,11.0,8.0,23.0,37.0,37.0,9.0,5.0,62.5,202.0,160.0,362.0,1.26,77.0,42.0,59.0,22.0,17.0,15.0,11.0,14.0,3.0,32.0,46.9,24.13,11.31,47.0,43.0,23.0,53.0,1.66,3.53,54.7,28.3,188.5,88.7,25.33,111.5,4.0,9.0,4.0,5.0,142.0,214.0,262.0,72.4,43.0,10.0,16.0,47.0,23.0,45.0,12.0,11.0,73.3
5532,2012.0,23.0,1.0,1.0,104.0,72.0,32.0,1.0,5.0,246.0,151.0,397.0,1.63,126.0,47.0,40.0,17.0,9.0,14.0,7.0,16.0,4.0,34.0,41.2,28.36,11.68,41.0,34.0,38.0,58.0,1.71,4.14,51.7,24.1,187.6,89.8,25.66,128.7,3.0,6.0,4.0,9.0,142.0,255.0,299.0,75.3,34.0,13.0,26.0,41.0,38.0,59.0,12.0,7.0,50.0,184.0,129.0,313.0,1.43,82.0,42.0,24.0,9.0,17.0,10.0,6.0,8.0,4.0,22.0,45.5,31.3,14.23,32.0,37.0,34.0,50.0,2.27,5.0,36.0,20.0,186.6,85.5,23.49,65.0,10.0,8.0,0.0,4.0,111.0,193.0,221.0,70.6,37.0,8.0,5.0,32.0,34.0,53.0,3.0,6.0,60.0
5541,2012.0,25.0,1.0,0.0,97.0,135.0,-38.0,0.0,10.0,203.0,137.0,340.0,1.48,71.0,77.0,55.0,19.0,16.0,15.0,10.0,5.0,2.0,22.0,68.2,22.67,15.45,39.0,47.0,37.0,47.0,2.14,3.13,42.6,31.9,187.1,90.1,25.8,131.5,2.0,7.0,3.0,10.0,158.0,182.0,236.0,69.4,47.0,17.0,15.0,39.0,37.0,61.0,6.0,10.0,66.7,202.0,150.0,352.0,1.35,56.0,72.0,35.0,17.0,19.0,20.0,12.0,15.0,0.0,35.0,57.1,17.6,10.06,50.0,47.0,29.0,64.0,1.83,3.2,54.7,31.2,187.0,86.2,25.0,105.7,5.0,7.0,2.0,8.0,166.0,185.0,250.0,71.0,47.0,8.0,12.0,50.0,29.0,79.0,8.0,12.0,60.0
5546,2012.0,26.0,0.0,0.0,73.0,60.0,13.0,1.0,17.0,236.0,118.0,354.0,2.0,98.0,79.0,27.0,17.0,16.0,10.0,6.0,9.0,4.0,23.0,43.5,35.4,15.39,45.0,47.0,33.0,57.0,2.48,5.7,33.3,17.5,186.9,89.9,25.58,127.9,2.0,8.0,3.0,9.0,150.0,203.0,259.0,73.2,47.0,12.0,9.0,45.0,33.0,50.0,19.0,6.0,60.0,184.0,145.0,329.0,1.27,74.0,59.0,52.0,16.0,18.0,9.0,6.0,6.0,0.0,15.0,60.0,36.56,21.93,34.0,45.0,42.0,43.0,2.87,4.78,34.9,20.9,188.9,89.3,25.41,118.7,3.0,10.0,3.0,6.0,135.0,191.0,234.0,71.1,45.0,12.0,9.0,34.0,42.0,69.0,20.0,6.0,66.7
5547,2012.0,27.0,1.0,0.0,70.0,96.0,-26.0,0.0,16.0,219.0,120.0,339.0,1.82,108.0,64.0,38.0,8.0,13.0,10.0,9.0,8.0,2.0,20.0,50.0,33.9,16.95,39.0,48.0,39.0,44.0,2.2,4.4,40.9,22.7,186.7,89.5,25.24,120.3,3.0,8.0,3.0,8.0,132.0,204.0,230.0,67.8,48.0,14.0,10.0,39.0,39.0,66.0,17.0,9.0,90.0,215.0,162.0,377.0,1.33,84.0,67.0,48.0,13.0,8.0,13.0,5.0,13.0,5.0,31.0,41.9,29.0,12.16,46.0,49.0,29.0,53.0,1.71,4.08,49.1,24.5,188.0,88.3,26.49,130.4,4.0,7.0,3.0,8.0,160.0,217.0,266.0,70.6,49.0,18.0,13.0,46.0,29.0,71.0,13.0,5.0,38.5
5557,2013.0,1.0,1.0,1.0,103.0,87.0,16.0,1.0,12.0,210.0,117.0,327.0,1.79,92.0,57.0,26.0,22.0,23.0,15.0,11.0,11.0,2.0,28.0,53.6,21.8,11.68,32.0,46.0,37.0,52.0,1.86,3.47,50.0,28.8,187.0,90.4,25.58,103.6,6.0,6.0,3.0,7.0,142.0,184.0,234.0,71.6,46.0,15.0,14.0,32.0,37.0,43.0,5.0,11.0,73.3,209.0,144.0,353.0,1.45,73.0,39.0,44.0,23.0,22.0,13.0,9.0,9.0,0.0,22.0,59.1,27.15,16.05,43.0,45.0,30.0,53.0,2.41,4.08,41.5,24.5,188.0,87.7,24.41,77.0,7.0,10.0,2.0,3.0,137.0,211.0,253.0,71.7,45.0,7.0,7.0,43.0,30.0,41.0,4.0,9.0,69.2
5566,2013.0,2.0,0.0,0.0,117.0,100.0,17.0,1.0,3.0,233.0,126.0,359.0,1.85,88.0,62.0,21.0,21.0,13.0,17.0,13.0,10.0,5.0,32.0,53.1,21.12,11.22,37.0,41.0,38.0,64.0,2.0,3.76,42.2,26.6,187.1,90.5,25.91,112.0,5.0,6.0,2.0,9.0,154.0,195.0,250.0,69.6,41.0,5.0,12.0,37.0,38.0,57.0,17.0,13.0,76.5,182.0,117.0,299.0,1.56,55.0,64.0,43.0,13.0,21.0,15.0,9.0,8.0,2.0,25.0,60.0,19.93,11.96,40.0,49.0,39.0,55.0,2.2,3.67,41.8,27.3,188.3,88.0,24.66,80.6,8.0,7.0,4.0,3.0,146.0,144.0,201.0,67.2,49.0,11.0,10.0,40.0,39.0,62.0,12.0,9.0,60.0
