1,2021, Ben,Keays,21.49
1,2021, Rory,Laird,19.37
1,2021, Paul,Seedsman,18.64
1,2021, Brodie,Smith,17.48
1,2021, Reilly,OBrien,16.93
1,2021, Taylor,Walker,15.21
1,2021, Rory,Sloane,14.96
1,2021, Harry,Schoenberg,13.47
1,2021, Tom,Doedee,13.32
1,2021, Jordon,Butts,10.58
1,2021, Jake,Kelly,8.95
1,2021, Darcy,Fogarty,8.63
1,2021, Lachlan,Sholl,8.57
1,2021, David,Mackay,7.51
1,2021, James,Rowe,7.21
1,2021, Shane,McAdam,7.15
1,2021, Andrew,McPherson,6.84
1,2021, Lachlan,Murphy,6.79
1,2021, Riley,Thilthorpe,6.68
1,2021, Ned,McHenry,6.47
1,2021, Tom,Lynch,6.09
1,2021, Nick,Murray,6.02
1,2021, Sam,Berry,5.5
1,2021, Luke,Brown,5.49
1,2021, Chayce,Jones,5.18
1,2021, Will,Hamill,4.32
1,2021, Elliott,Himmelberg,3.8
1,2021, Billy,Frampton,3.71
1,2021, Kieran,Strachan,1.24
1,2021, Jackson,Hately,0.75
1,2021, Luke,Pedlar,0.58
1,2021, Brayden,Cook,0.55
1,2021, Ben,Davis,0.55
1,2021, Lachlan,Gollant,0.46
1,2021, Mitch,Hinge,0.27
1,2021, Ronin,OConnor,0.22
1,2021, Josh,Worrell,0.15
2,2021, Dayne,Zorko,23.7
2,2021, Oscar,McInerney,23.35
2,2021, Jarryd,Lyons,22.13
2,2021, Daniel,Rich,21.16
2,2021, Hugh,McCluggage,20.36
2,2021, Zac,Bailey,18.32
2,2021, Joe,Daniher,16.65
2,2021, Mitch,Robinson,15.61
2,2021, Charlie,Cameron,14.94
2,2021, Harris,Andrews,14.77
2,2021, Lachie,Neale,14.61
2,2021, Lincoln,McCarthy,14.55
2,2021, Grant,Birchall,11.27
2,2021, Daniel,McStay,10.27
2,2021, Marcus,Adams,9.96
2,2021, Brandon,Starcevich,9.58
2,2021, Eric,Hipwood,8.32
2,2021, Jaxon,Prior,6.46
2,2021, Ryan,Lester,6.19
2,2021, Callum,Ah Chee,6.15
2,2021, Deven,Robertson,5.63
2,2021, Keidean,Coleman,5.41
2,2021, Rhys,Mathieson,4.95
2,2021, Jarrod,Berry,4.35
2,2021, Tom,Fullarton,4.01
2,2021, James,Madden,3.57
2,2021, Jack,Payne,3.44
2,2021, Darcy,Gardiner,2.27
2,2021, Nakia,Cockatoo,1.95
2,2021, Tom,Berry,1.24
2,2021, Harry,Sharp,0.6
2,2021, Connor,Ballenden,0.08
3,2021, Jacob,Weitering,17.83
3,2021, Sam,Walsh,17.4
3,2021, Ed,Curnow,15.83
3,2021, Patrick,Cripps,15.67
3,2021, Adam,Saad,15.64
3,2021, Harry,McKay,15.39
3,2021, Liam,Jones,12.06
3,2021, Marc,Pittonet,11.3
3,2021, Sam,Docherty,9.86
3,2021, Zac,Williams,9.78
3,2021, Eddie,Betts,9.46
3,2021, Jack,Newnes,8.63
3,2021, Liam,Stocker,8.28
3,2021, Jack,Silvagni,8.01
3,2021, Matthew,Kennedy,7.99
3,2021, Lachie,Fogarty,7.8
3,2021, Paddy,Dow,7.75
3,2021, Nic,Newman,7.41
3,2021, Tom,De Koning,7.27
3,2021, Lachie,Plowman,6.83
3,2021, Michael,Gibbons,6.55
3,2021, Marc,Murphy,6.13
3,2021, Matthew,Owies,5.78
3,2021, Jack,Martin,5.74
3,2021, Matthew,Cottrell,5.69
3,2021, Zac,Fisher,5.18
3,2021, Levi,Casboult,5.16
3,2021, Sam,Petrevski-Seton,4.34
3,2021, Tom,Williamson,4.12
3,2021, Will,Setterfield,3.94
3,2021, Mitch,McGovern,3.01
3,2021, Lochie,OBrien,2.72
3,2021, David,Cuningham,2.51
3,2021, Josh,Honey,2.46
3,2021, Luke,Parks,1.84
3,2021, Charlie,Curnow,1.59
3,2021, Brodie,Kemp,0.88
3,2021, Oscar,McDonald,0.66
3,2021, Corey,Durdin,0.5
4,2021, Brodie,Grundy,19.78
4,2021, Jack,Crisp,19.45
4,2021, Jordan,de Goey,16.79
4,2021, Brayden,Maynard,14.94
4,2021, Scott,Pendlebury,13.74
4,2021, Steele,Sidebottom,13.59
4,2021, Brody,Mihocek,13.44
4,2021, Taylor,Adams,13.14
4,2021, Jordan,Roughead,12.77
4,2021, Isaac,Quaynor,11.71
4,2021, Darcy,Cameron,11.61
4,2021, Will,Hoskin-Elliott,11.3
4,2021, Jamie,Elliott,10.43
4,2021, John,Noble,9.63
4,2021, Josh,Daicos,9.44
4,2021, Josh,Thomas,9.05
4,2021, Darcy,Moore,8.66
4,2021, Jack,Madgen,7.97
4,2021, Chris,Mayne,6.99
4,2021, Trent,Bianco,4.56
4,2021, Nathan,Murphy,4.56
4,2021, Beau,McCreery,4.39
4,2021, Caleb,Poulter,4.21
4,2021, Callum,Brown,4.09
4,2021, Mason,Cox,4.08
4,2021, Oliver,Henry,3.84
4,2021, Jeremy,Howe,3.81
4,2021, Jack,Ginnivan,2.85
4,2021, Trey,Ruscoe,2.71
4,2021, Brayden,Sier,2.39
4,2021, Finlay,Macrae,2.32
4,2021, Tyler,Brown,2.26
4,2021, Max,Lynch,1.33
4,2021, Mark,Keane,1.05
4,2021, Tom,Wilson,0.87
4,2021, Anton,Tohill,0.5
4,2021, Will,Kelly,0.41
4,2021, Levi,Greenwood,0.3
4,2021, Jay,Rantall,0.3
5,2021, Darcy,Parish,25.7
5,2021, Zach,Merrett,21.89
5,2021, Jake,Stringer,20.79
5,2021, Jordan,Ridley,15.55
5,2021, Peter,Wright,15.47
5,2021, Nick,Hind,14.57
5,2021, Sam,Draper,11.83
5,2021, Anthony,McDonald-Tipungwuti,11.79
5,2021, Dyson,Heppell,11.64
5,2021, Will,Snelling,11.49
5,2021, Mason,Redman,11.32
5,2021, Kyle,Langford,10.59
5,2021, Devon,Smith,10.25
5,2021, Cale,Hooker,9.96
5,2021, Andrew,McGrath,9.87
5,2021, Jayden,Laverde,9.6
5,2021, Nik,Cox,7.95
5,2021, Matt,Guelfi,7.64
5,2021, Archie,Perkins,7.6
5,2021, Aaron,Francis,6.95
5,2021, Harry,Jones,6.65
5,2021, Alec,Waterman,6.41
5,2021, James,Stewart,6.06
5,2021, Brayden,Ham,5.98
5,2021, Tom,Cutler,5.01
5,2021, Andrew,Phillips,4.87
5,2021, Dylan,Shiel,4.54
5,2021, Sam,Durham,3.21
5,2021, David,Zaharakis,2.45
5,2021, Dylan,Clarke,2.08
5,2021, Brandon,Zerk-Thatcher,2
5,2021, Jye,Caldwell,1.74
5,2021, Martin,Gleeson,1.44
5,2021, Ned,Cahill,0.85
5,2021, Nick,Bryan,0.53
5,2021, Zach,Reid,0.34
5,2021, Patrick,Ambrose,0.08
6,2021, David,Mundy,20.1
6,2021, Sean,Darcy,19.78
6,2021, Caleb,Serong,17.4
6,2021, Andrew,Brayshaw,16.67
6,2021, Adam,Cerra,15.36
6,2021, Luke,Ryan,14.31
6,2021, James,Aish,12.84
6,2021, Nat,Fyfe,12.43
6,2021, Nathan,Wilson,12.02
6,2021, Travis,Colyer,10.6
6,2021, Matthew,Taberner,10.19
6,2021, Blake,Acres,9.65
6,2021, Rory,Lobb,9.64
6,2021, Lachie,Schultz,9.33
6,2021, Michael,Walters,8.12
6,2021, Brennan,Cox,6.94
6,2021, Griffin,Logue,6.85
6,2021, Sam,Switkowski,6.26
6,2021, Liam,Henry,6.23
6,2021, Mitch,Crowden,5.69
6,2021, Darcy,Tucker,5.59
6,2021, Alex,Pearce,4.98
6,2021, Josh,Treacy,4.95
6,2021, Hayden,Young,4.13
6,2021, Lloyd,Meek,3.61
6,2021, Ethan,Hughes,3.53
6,2021, Tobe,Watson,3.48
6,2021, Michael,Frederick,3.29
6,2021, Brandon,Walker,3.17
6,2021, Connor,Blakely,3.14
6,2021, Reece,Conca,3.07
6,2021, Taylin,Duman,2.62
6,2021, Bailey,Banfield,2.59
6,2021, Heath,Chapman,2.15
6,2021, Brett,Bewley,1.67
6,2021, Stefan,Giro,1.44
6,2021, Joel,Western,0.56
6,2021, Joel,Hamling,0.46
6,2021, Sam,Sturt,0.33
8,2021, Touk,Miller,19.72
8,2021, Jack,Lukosius,17.66
8,2021, Ben,King,13.35
8,2021, Wil,Powell,13.03
8,2021, Hugh,Greenwood,12.66
8,2021, David,Swallow,12.42
8,2021, Noah,Anderson,12.09
8,2021, Jack,Bowes,11.68
8,2021, Sam,Collins,11.41
8,2021, Brandon,Ellis,10.42
8,2021, Chris,Burgess,10.37
8,2021, Alex,Sexton,9.96
8,2021, Izak,Rankine,9.6
8,2021, Charlie,Ballard,9.23
8,2021, Ben,Ainsworth,8.91
8,2021, Lachie,Weller,8.06
8,2021, Oleg,Markov,8.01
8,2021, Josh,Corbett,7.51
8,2021, Brayden,Fiorini,7.31
8,2021, Nick,Holman,7.3
8,2021, Sean,Lemmens,7.14
8,2021, Sam,Flanders,6.39
8,2021, Zac,Smith,5.77
8,2021, Matt,Rowell,5.61
8,2021, Caleb,Graham,4.71
8,2021, Jeremy,Sharp,4.35
8,2021, Darcy,Macpherson,3.92
8,2021, Jy,Farrar,3.03
8,2021, Rory,Atkins,2.84
8,2021, Sam,Day,2.43
8,2021, Jarrod,Witts,2.36
8,2021, Will,Brodie,1.27
8,2021, Jacob,Townsend,1.24
8,2021, Joel,Jeffrey,1.08
8,2021, Jarrod,Harbrow,0.96
8,2021, Malcolm,Rosas,0.82
8,2021, Connor,Budarick,0.69
8,2021, Alex,Davies,0.37
7,2021, Joel,Selwood,18.97
7,2021, Isaac,Smith,17.66
7,2021, Tom,Hawkins,17.08
7,2021, Cameron,Guthrie,16.7
7,2021, Mark,Blicavs,16.61
7,2021, Sam,Menegola,15.9
7,2021, Patrick,Dangerfield,15.57
7,2021, Rhys,Stanley,14.81
7,2021, Tom,Stewart,14.02
7,2021, Zach,Tuohy,13.79
7,2021, Brandan,Parfitt,13.14
7,2021, Jack,Henry,12.85
7,2021, Lachie,Henderson,12.71
7,2021, Gary,Rohan,10.52
7,2021, Jeremy,Cameron,10.05
7,2021, Mitch,Duncan,9.57
7,2021, Brad,Close,9.21
7,2021, Jed,Bews,8.34
7,2021, Jake,Kolodjashnij,8.28
7,2021, Shaun,Higgins,8.2
7,2021, Tom,Atkins,7.83
7,2021, Luke,Dahlhaus,6.77
7,2021, Esava,Ratugolea,6.44
7,2021, Gryan,Miers,6.29
7,2021, Mark,OConnor,5.84
7,2021, Quinton,Narkle,5.81
7,2021, Zach,Guthrie,3.95
7,2021, Max,Holmes,3.65
7,2021, Jordan,Clark,2.98
7,2021, Sam,Simpson,1.79
7,2021, Charlie,Constable,0.99
7,2021, Nathan,Kreuger,0.69
7,2021, Francis,Evans,0.49
7,2021, Josh,Jenkins,0.37
7,2021, Sam,De Koning,0.25
9,2021, Josh,Kelly,19.38
9,2021, Jacob,Hopper,18.4
9,2021, Tim,Taranto,18.29
9,2021, Callan,Ward,16.59
9,2021, Toby,Greene,16.51
9,2021, Harry,Himmelberg,14.66
9,2021, Isaac,Cumming,14.16
9,2021, Harry,Perryman,11.59
9,2021, Shane,Mumford,11
9,2021, Sam,Taylor,10.89
9,2021, Lachie,Whitfield,10.44
9,2021, Nick,Haynes,10.06
9,2021, Tom,Green,9.67
9,2021, Lachie,Ash,9.33
9,2021, Jeremy,Finlayson,8.7
9,2021, Connor,Idun,8.54
9,2021, Daniel,Lloyd,8.43
9,2021, Bobby,Hill,8.15
9,2021, Matt,Flynn,7.4
9,2021, Xavier,OHalloran,6.3
9,2021, Brent,Daniels,6.12
9,2021, Jesse,Hogan,5.88
9,2021, Jack,Buckley,5.66
9,2021, Matt,de Boer,4.8
9,2021, Tanner,Bruhn,4.09
9,2021, Sam,Reid,3.98
9,2021, Zach,Sproule,3.82
9,2021, Lachlan,Keeffe,3.71
9,2021, Stephen,Coniglio,3.68
9,2021, Adam,Kennedy,3.52
9,2021, Phil,Davis,3.18
9,2021, Kieren,Briggs,3.07
9,2021, Matt,Buntine,2.6
9,2021, Jake,Stein,2.03
9,2021, Jake,Riccardi,1.51
9,2021, Conor,Stone,1.32
9,2021, James,Peatling,1.13
9,2021, Callum,Brown,0.42
9,2021, Nick,Shipley,0.23
10,2021, Tom,Mitchell,17.69
10,2021, Ben,McEvoy,16.24
10,2021, Jaeger,OMeara,15.87
10,2021, James,Worpel,14.14
10,2021, Chad,Wingard,13.94
10,2021, Blake,Hardwick,13.52
10,2021, Luke,Breust,12.12
10,2021, Dylan,Moore,11.83
10,2021, Liam,Shiels,11.78
10,2021, Jack,Scrimshaw,10.92
10,2021, Tom,Phillips,10.75
10,2021, Jacob,Koschitzke,10
10,2021, Daniel,Howe,9.95
10,2021, Tim,OBrien,9.7
10,2021, Sam,Frost,9.38
10,2021, Jonathon,Ceglar,9.29
10,2021, Changkuoth,Jiath,9.25
10,2021, Mitch,Lewis,8.06
10,2021, Kyle,Hartigan,7.76
10,2021, Jarman,Impey,7.67
10,2021, Shaun,Burgoyne,7.43
10,2021, Lachlan,Bramble,6.44
10,2021, Harry,Morrison,6.19
