"round.year","round.roundNumber","match.homeTeam.name","match.awayTeam.name","venue.name"
"2022",6,"North Melbourne","Geelong Cats","Blundstone Arena"
"2022",6,"Gold Coast Suns","Brisbane Lions","Metricon Stadium"
"2022",6,"Richmond","Melbourne","MCG"
"2022",6,"Hawthorn","Sydney Swans","University of Tasmania Stadium"
"2022",6,"Essendon","Collingwood","MCG"
"2022",7,"West Coast Eagles","Richmond","Optus Stadium"
"2022",7,"Geelong Cats","Fremantle","GMHBA Stadium"
"2022",7,"Adelaide Crows","GWS Giants","Adelaide Oval"
"2022",7,"Melbourne","Hawthorn","MCG"
"2022",7,"St Kilda","Port Adelaide","Cazalys Stadium"
"2022",7,"Carlton","North Melbourne","Marvel Stadium"
"2022",7,"Collingwood","Gold Coast Suns","MCG"
"2022",7,"Western Bulldogs","Essendon","Marvel Stadium"
"2022",7,"Sydney Swans","Brisbane Lions","SCG"
"2022",8,"Port Adelaide","Western Bulldogs","Adelaide Oval"
"2022",8,"Fremantle","North Melbourne","Optus Stadium"
"2022",8,"Richmond","Collingwood","MCG"
"2022",8,"Sydney Swans","Gold Coast Suns","SCG"
"2022",8,"GWS Giants","Geelong Cats","Manuka Oval"
"2022",8,"Essendon","Hawthorn","Marvel Stadium"
"2022",8,"Brisbane Lions","West Coast Eagles","Gabba"
"2022",8,"Melbourne","St Kilda","MCG"
"2022",8,"Carlton","Adelaide Crows","Marvel Stadium"
"2022",9,"Collingwood","Western Bulldogs","Marvel Stadium"
"2022",9,"Hawthorn","Richmond","MCG"
"2022",9,"North Melbourne","Port Adelaide","Blundstone Arena"
"2022",9,"St Kilda","Geelong Cats","Marvel Stadium"
"2022",9,"Sydney Swans","Essendon","SCG"
"2022",9,"Adelaide Crows","Brisbane Lions","Adelaide Oval"
"2022",9,"Gold Coast Suns","Fremantle","Metricon Stadium"
"2022",9,"GWS Giants","Carlton","GIANTS Stadium"
"2022",9,"West Coast Eagles","Melbourne","Optus Stadium"
"2022",10,"Carlton","Sydney Swans","Marvel Stadium"
"2022",10,"Geelong Cats","Port Adelaide","GMHBA Stadium"
"2022",10,"Western Bulldogs","Gold Coast Suns","Mars Stadium"
"2022",10,"North Melbourne","Melbourne","Marvel Stadium"
"2022",10,"Adelaide Crows","St Kilda","Adelaide Oval"
"2022",10,"Richmond","Essendon","MCG"
"2022",10,"GWS Giants","West Coast Eagles","GIANTS Stadium"
"2022",10,"Hawthorn","Brisbane Lions","University of Tasmania Stadium"
"2022",10,"Fremantle","Collingwood","Optus Stadium"
"2022",11,"Sydney Swans","Richmond","SCG"
"2022",11,"Brisbane Lions","GWS Giants","Gabba"
"2022",11,"Geelong Cats","Adelaide Crows","GMHBA Stadium"
"2022",11,"Melbourne","Fremantle","MCG"
"2022",11,"West Coast Eagles","Western Bulldogs","Optus Stadium"
"2022",11,"Gold Coast Suns","Hawthorn","TIO Stadium"
"2022",11,"St Kilda","North Melbourne","Marvel Stadium"
"2022",11,"Collingwood","Carlton","MCG"
"2022",11,"Port Adelaide","Essendon","Adelaide Oval"
"2022",12,"Western Bulldogs","Geelong Cats","Marvel Stadium"
"2022",12,"Adelaide Crows","West Coast Eagles","Adelaide Oval"
"2022",12,"Gold Coast Suns","North Melbourne","TIO Stadium"
"2022",12,"Melbourne","Sydney Swans","MCG"
"2022",12,"Hawthorn","Collingwood","MCG"
"2022",12,"Fremantle","Brisbane Lions","Optus Stadium"
"2022",13,"Richmond","Port Adelaide","MCG"
"2022",13,"Essendon","Carlton","MCG"
"2022",13,"Fremantle","Hawthorn","Optus Stadium"
"2022",13,"Brisbane Lions","St Kilda","Gabba"
"2022",13,"North Melbourne","GWS Giants","Marvel Stadium"
"2022",13,"Collingwood","Melbourne","MCG"
"2022",14,"Richmond","Carlton","MCG"
"2022",14,"St Kilda","Essendon","Marvel Stadium"
"2022",14,"Port Adelaide","Sydney Swans","Adelaide Oval"
"2022",14,"West Coast Eagles","Geelong Cats","Optus Stadium"
"2022",14,"GWS Giants","Western Bulldogs","GIANTS Stadium"
"2022",14,"Gold Coast Suns","Adelaide Crows","Metricon Stadium"
"2022",15,"Melbourne","Brisbane Lions","MCG"
"2022",15,"Western Bulldogs","Hawthorn","Marvel Stadium"
"2022",15,"West Coast Eagles","Essendon","Optus Stadium"
"2022",15,"Carlton","Fremantle","Marvel Stadium"
"2022",15,"Geelong Cats","Richmond","MCG"
"2022",15,"Sydney Swans","St Kilda","SCG"
"2022",15,"North Melbourne","Adelaide Crows","Blundstone Arena"
"2022",15,"Collingwood","GWS Giants","MCG"
"2022",15,"Port Adelaide","Gold Coast Suns","Adelaide Oval"
"2022",16,"Brisbane Lions","Western Bulldogs","Gabba"
"2022",16,"Carlton","St Kilda","Marvel Stadium"
"2022",16,"Essendon","Sydney Swans","MCG"
"2022",16,"Adelaide Crows","Melbourne","Adelaide Oval"
"2022",16,"Geelong Cats","North Melbourne","GMHBA Stadium"
"2022",16,"Gold Coast Suns","Collingwood","Metricon Stadium"
"2022",16,"Richmond","West Coast Eagles","MCG"
"2022",16,"GWS Giants","Hawthorn","GIANTS Stadium"
"2022",16,"Fremantle","Port Adelaide","Optus Stadium"
"2022",17,"Geelong Cats","Melbourne","GMHBA Stadium"
"2022",17,"Sydney Swans","Western Bulldogs","SCG"
"2022",17,"Collingwood","North Melbourne","MCG"
"2022",17,"Gold Coast Suns","Richmond","Metricon Stadium"
"2022",17,"St Kilda","Fremantle","Marvel Stadium"
"2022",17,"Port Adelaide","GWS Giants","Adelaide Oval"
"2022",17,"Brisbane Lions","Essendon","Gabba"
"2022",17,"Hawthorn","Adelaide Crows","Marvel Stadium"
"2022",17,"West Coast Eagles","Carlton","Optus Stadium"
"2022",18,"Western Bulldogs","St Kilda","Marvel Stadium"
"2022",18,"Adelaide Crows","Collingwood","Adelaide Oval"
"2022",18,"GWS Giants","Brisbane Lions","Manuka Oval"
"2022",18,"North Melbourne","Richmond","Marvel Stadium"
"2022",18,"Carlton","Geelong Cats","MCG"
"2022",18,"Fremantle","Sydney Swans","Optus Stadium"
"2022",18,"Hawthorn","West Coast Eagles","MCG"
"2022",18,"Melbourne","Port Adelaide","TIO Traeger Park"
"2022",18,"Essendon","Gold Coast Suns","Marvel Stadium"
"2022",19,"Richmond","Fremantle","Marvel Stadium"
"2022",19,"North Melbourne","Hawthorn","Blundstone Arena"
"2022",19,"Sydney Swans","Adelaide Crows","SCG"
"2022",19,"Port Adelaide","Geelong Cats","Adelaide Oval"
"2022",19,"Brisbane Lions","Gold Coast Suns","Gabba"
"2022",19,"Western Bulldogs","Melbourne","Marvel Stadium"
"2022",19,"Carlton","GWS Giants","Marvel Stadium"
"2022",19,"Collingwood","Essendon","MCG"
"2022",19,"West Coast Eagles","St Kilda","Optus Stadium"
"2022",20,"Fremantle","Melbourne","Optus Stadium"
"2022",20,"Collingwood","Port Adelaide","MCG"
"2022",20,"Sydney Swans","GWS Giants","SCG"
"2022",20,"St Kilda","Hawthorn","Marvel Stadium"
"2022",20,"Geelong Cats","Western Bulldogs","GMHBA Stadium"
"2022",20,"Adelaide Crows","Carlton","Adelaide Oval"
"2022",20,"Gold Coast Suns","West Coast Eagles","Metricon Stadium"
"2022",20,"Richmond","Brisbane Lions","MCG"
"2022",20,"Essendon","North Melbourne","Marvel Stadium"
"2022",21,"Melbourne","Collingwood","MCG"
"2022",21,"Hawthorn","Gold Coast Suns","University of Tasmania Stadium"
"2022",21,"GWS Giants","Essendon","GIANTS Stadium"
"2022",21,"Western Bulldogs","Fremantle","Marvel Stadium"
"2022",21,"Geelong Cats","St Kilda","GMHBA Stadium"
"2022",21,"Port Adelaide","Richmond","Adelaide Oval"
"2022",21,"North Melbourne","Sydney Swans","Marvel Stadium"
"2022",21,"Brisbane Lions","Carlton","Gabba"
"2022",21,"West Coast Eagles","Adelaide Crows","Optus Stadium"
"2022",22,"St Kilda","Brisbane Lions","Marvel Stadium"
"2022",22,"Western Bulldogs","GWS Giants","Marvel Stadium"
"2022",22,"Adelaide Crows","North Melbourne","Adelaide Oval"
"2022",22,"Gold Coast Suns","Geelong Cats","Metricon Stadium"
"2022",22,"Melbourne","Carlton","MCG"
"2022",22,"Fremantle","West Coast Eagles","Optus Stadium"
"2022",22,"Richmond","Hawthorn","MCG"
"2022",22,"Sydney Swans","Collingwood","SCG"
"2022",22,"Essendon","Port Adelaide","Marvel Stadium"
"2022",23,"Brisbane Lions","Melbourne","Gabba"
"2022",23,"GWS Giants","Fremantle","Manuka Oval"
"2022",23,"North Melbourne","Gold Coast Suns","Marvel Stadium"
"2022",23,"Geelong Cats","West Coast Eagles","GMHBA Stadium"
"2022",23,"Essendon","Richmond","MCG"
"2022",23,"Port Adelaide","Adelaide Crows","Adelaide Oval"
"2022",23,"Hawthorn","Western Bulldogs","University of Tasmania Stadium"
"2022",23,"Carlton","Collingwood","MCG"
"2022",23,"St Kilda","Sydney Swans","Marvel Stadium"
"2022",24,"Brisbane Lions","Richmond","Gabba"
"2022",24,"Melbourne","Sydney Swans","MCG"
"2022",24,"Geelong Cats","Collingwood","MCG"
"2022",24,"Fremantle","Western Bulldogs","Optus Stadium"
"2022",25,"Melbourne","Brisbane Lions","MCG"
"2022",25,"Collingwood","Fremantle","MCG"
"2022",26,"Geelong Cats","Brisbane Lions","MCG"
"2022",26,"Sydney Swans","Collingwood","SCG"
"2022",27,"Geelong Cats","Sydney Swans","MCG"
"2023",1,"Richmond","Carlton","MCG"
"2023",1,"Geelong Cats","Collingwood","MCG"
"2023",1,"North Melbourne","West Coast Eagles","Marvel Stadium"
"2023",1,"Port Adelaide","Brisbane Lions","Adelaide Oval"
"2023",1,"Melbourne","Western Bulldogs","MCG"
"2023",1,"Gold Coast Suns","Sydney Swans","Heritage Bank Stadium"
"2023",1,"GWS Giants","Adelaide Crows","GIANTS Stadium"
"2023",1,"Hawthorn","Essendon","MCG"
"2023",1,"St Kilda","Fremantle","Marvel Stadium"
"2023",2,"Carlton","Geelong Cats","MCG"
"2023",2,"Brisbane Lions","Melbourne","Gabba"
"2023",2,"Collingwood","Port Adelaide","MCG"
"2023",2,"Adelaide Crows","Richmond","Adelaide Oval"
"2023",2,"Western Bulldogs","St Kilda","Marvel Stadium"
"2023",2,"Fremantle","North Melbourne","Optus Stadium"
"2023",2,"Sydney Swans","Hawthorn","SCG"
"2023",2,"Essendon","Gold Coast Suns","Marvel Stadium"
"2023",2,"West Coast Eagles","GWS Giants","Optus Stadium"
"2023",3,"Western Bulldogs","Brisbane Lions","Marvel Stadium"
"2023",3,"Collingwood","Richmond","MCG"
"2023",3,"Hawthorn","North Melbourne","UTAS Stadium"
"2023",3,"GWS Giants","Carlton","GIANTS Stadium"
"2023",3,"St Kilda","Essendon","MCG"
"2023",3,"Port Adelaide","Adelaide Crows","Adelaide Oval"
"2023",3,"Gold Coast Suns","Geelong Cats","Heritage Bank Stadium"
"2023",3,"Melbourne","Sydney Swans","MCG"
"2023",3,"Fremantle","West Coast Eagles","Optus Stadium"
"2023",4,"Brisbane Lions","Collingwood","Gabba"
"2023",4,"North Melbourne","Carlton","Marvel Stadium"
"2023",4,"Adelaide Crows","Fremantle","Adelaide Oval"
"2023",4,"Richmond","Western Bulldogs","MCG"
"2023",4,"St Kilda","Gold Coast Suns","Marvel Stadium"
"2023",4,"Sydney Swans","Port Adelaide","SCG"
"2023",4,"Essendon","GWS Giants","Marvel Stadium"
"2023",4,"West Coast Eagles","Melbourne","Optus Stadium"
"2023",4,"Geelong Cats","Hawthorn","MCG"
"2023",5,"Adelaide Crows","Carlton","Adelaide Oval"
"2023",5,"Fremantle","Gold Coast Suns","Norwood Oval"
"2023",5,"Richmond","Sydney Swans","Adelaide Oval"
"2023",5,"Brisbane Lions","North Melbourne","Adelaide Hills"
"2023",5,"Essendon","Melbourne","Adelaide Oval"
"2023",5,"Port Adelaide","Western Bulldogs","Adelaide Oval"
"2023",5,"Geelong Cats","West Coast Eagles","Adelaide Oval"
"2023",5,"GWS Giants","Hawthorn","Norwood Oval"
"2023",5,"Collingwood","St Kilda","Adelaide Oval"
"2023",6,"Fremantle","Western Bulldogs","Optus Stadium"
"2023",6,"Port Adelaide","West Coast Eagles","Adelaide Oval"
"2023",6,"GWS Giants","Brisbane Lions","Manuka Oval"
"2023",6,"Geelong Cats","Sydney Swans","GMHBA Stadium"
"2023",6,"Hawthorn","Adelaide Crows","UTAS Stadium"
"2023",6,"Carlton","St Kilda","Marvel Stadium"
"2023",6,"Gold Coast Suns","North Melbourne","Heritage Bank Stadium"
"2023",6,"Melbourne","Richmond","MCG"
"2023",6,"Collingwood","Essendon","MCG"
