year,teamName,round.roundNumber,player.playerName.givenName,player.playerName.surname
0.0,0,0.0,0,0
2013.0,Adelaide Crows,1.0,Luke,Brown
2013.0,Adelaide Crows,1.0,Ben,Rutten
2013.0,Adelaide Crows,1.0,Andy,Otten
2013.0,Adelaide Crows,1.0,Nathan,Van Berlo
2013.0,Adelaide Crows,1.0,Daniel,Talia
2013.0,Adelaide Crows,1.0,Brent,Reilly
2013.0,Adelaide Crows,1.0,Bernie,Vince
2013.0,Adelaide Crows,1.0,Patrick,Dangerfield
2013.0,Adelaide Crows,1.0,David,Mackay
2013.0,Adelaide Crows,1.0,Graham,Johncock
2013.0,Adelaide Crows,1.0,Jason,Porplyzia
2013.0,Adelaide Crows,1.0,Ricky,Henderson
2013.0,Adelaide Crows,1.0,Jared,Petrenko
2013.0,Adelaide Crows,1.0,Taylor,Walker
2013.0,Adelaide Crows,1.0,Matthew,Wright
2013.0,Adelaide Crows,1.0,Sam,Jacobs
2013.0,Adelaide Crows,1.0,Scott,Thompson
2013.0,Adelaide Crows,1.0,Rory,Sloane
2013.0,Adelaide Crows,1.0,Josh,Jenkins
2013.0,Adelaide Crows,1.0,Matthew,Jaensch
2013.0,Adelaide Crows,1.0,Richard,Douglas
2013.0,Adelaide Crows,1.0,Brodie,Martin
2013.0,Essendon,1.0,Mark,Baguley
2013.0,Essendon,1.0,Cale,Hooker
2013.0,Essendon,1.0,Michael,Hibberd
2013.0,Essendon,1.0,Brendon,Goddard
2013.0,Essendon,1.0,Dustin,Fletcher
2013.0,Essendon,1.0,Jake,Carlisle
2013.0,Essendon,1.0,Courtenay,Dempsey
2013.0,Essendon,1.0,Jobe,Watson
2013.0,Essendon,1.0,Dyson,Heppell
2013.0,Essendon,1.0,Jake,Melksham
2013.0,Essendon,1.0,Paddy,Ryder
2013.0,Essendon,1.0,Stewart,Crameri
2013.0,Essendon,1.0,Alwyn,Davey
2013.0,Essendon,1.0,Michael,Hurley
2013.0,Essendon,1.0,Nick,Kommer
2013.0,Essendon,1.0,Tom,Bellchambers
2013.0,Essendon,1.0,Brent,Stanton
2013.0,Essendon,1.0,Heath,Hocking
2013.0,Essendon,1.0,Jackson,Merrett
2013.0,Essendon,1.0,David,Myers
2013.0,Essendon,1.0,Ben,Howlett
2013.0,Essendon,1.0,David,Zaharakis
2013.0,Fremantle,1.0,Kepler,Bradley
2013.0,Fremantle,1.0,Zac,Dawson
2013.0,Fremantle,1.0,Michael,Johnson
2013.0,Fremantle,1.0,Paul,Duffield
2013.0,Fremantle,1.0,Luke,McPharlin
2013.0,Fremantle,1.0,Lee,Spurr
2013.0,Fremantle,1.0,Tendai,Mzungu
2013.0,Fremantle,1.0,Michael,Barlow
2013.0,Fremantle,1.0,Clancee,Pearce
2013.0,Fremantle,1.0,Ryan,Crowley
2013.0,Fremantle,1.0,Matthew,Pavlich
2013.0,Fremantle,1.0,Nat,Fyfe
2013.0,Fremantle,1.0,Hayden,Ballantyne
2013.0,Fremantle,1.0,Chris,Mayne
2013.0,Fremantle,1.0,Michael,Walters
2013.0,Fremantle,1.0,Jonathon,Griffin
2013.0,Fremantle,1.0,David,Mundy
2013.0,Fremantle,1.0,Stephen,Hill
2013.0,Fremantle,1.0,Danyle,Pearce
2013.0,Fremantle,1.0,Nick,Suban
2013.0,Fremantle,1.0,Matt,de Boer
2013.0,Fremantle,1.0,Cameron,Sutcliffe
2013.0,West Coast Eagles,1.0,Will,Schofield
2013.0,West Coast Eagles,1.0,Darren,Glass
2013.0,West Coast Eagles,1.0,Adam,Selwood
2013.0,West Coast Eagles,1.0,Shannon,Hurn
2013.0,West Coast Eagles,1.0,Eric,Mackenzie
2013.0,West Coast Eagles,1.0,Beau,Waters
2013.0,West Coast Eagles,1.0,Andrew,Gaff
2013.0,West Coast Eagles,1.0,Scott,Selwood
2013.0,West Coast Eagles,1.0,Brad,Sheppard
2013.0,West Coast Eagles,1.0,Josh,Hill
2013.0,West Coast Eagles,1.0,Jack,Darling
2013.0,West Coast Eagles,1.0,Jamie,Cripps
2013.0,West Coast Eagles,1.0,Scott,Lycett
2013.0,West Coast Eagles,1.0,Josh J.,Kennedy
2013.0,West Coast Eagles,1.0,Mark,LeCras
2013.0,West Coast Eagles,1.0,Dean,Cox
2013.0,West Coast Eagles,1.0,Matt,Priddis
2013.0,West Coast Eagles,1.0,Luke,Shuey
2013.0,West Coast Eagles,1.0,Chris,Masten
2013.0,West Coast Eagles,1.0,Ashley,Smith
2013.0,West Coast Eagles,1.0,Ashton,Hams
2013.0,West Coast Eagles,1.0,Andrew,Embley
2013.0,Carlton,1.0,Joshua,Bootsma
2013.0,Carlton,1.0,Michael,Jamison
2013.0,Carlton,1.0,Lachie,Henderson
2013.0,Carlton,1.0,Zach,Tuohy
2013.0,Carlton,1.0,Nick,Duigan
2013.0,Carlton,1.0,Bryce,Gibbs
2013.0,Carlton,1.0,Kade,Simpson
2013.0,Carlton,1.0,Andrew,Carrazzo
2013.0,Carlton,1.0,Mitch,Robinson
2013.0,Carlton,1.0,Chris,Judd
2013.0,Carlton,1.0,Andrew,Walker
2013.0,Carlton,1.0,Kane,Lucas
2013.0,Carlton,1.0,Eddie,Betts
2013.0,Carlton,1.0,Levi,Casboult
2013.0,Carlton,1.0,Shaun,Hampson
2013.0,Carlton,1.0,Matthew,Kreuzer
2013.0,Carlton,1.0,Marc,Murphy
2013.0,Carlton,1.0,Dennis,Armfield
2013.0,Carlton,1.0,Chris,Yarran
2013.0,Carlton,1.0,Brock,McLean
2013.0,Carlton,1.0,Jeff,Garlett
2013.0,Carlton,1.0,Aaron,Joseph
2013.0,Richmond,1.0,Steven,Morris
2013.0,Richmond,1.0,Alex,Rance
2013.0,Richmond,1.0,Troy,Chaplin
2013.0,Richmond,1.0,Jake,Batchelor
2013.0,Richmond,1.0,Chris,Newman
2013.0,Richmond,1.0,Bachar,Houli
2013.0,Richmond,1.0,Shaun,Grigg
2013.0,Richmond,1.0,Trent,Cotchin
2013.0,Richmond,1.0,Jake,King
2013.0,Richmond,1.0,Brett,Deledio
2013.0,Richmond,1.0,Shane,Edwards
2013.0,Richmond,1.0,Ben,Griffiths
2013.0,Richmond,1.0,Luke,McGuane
2013.0,Richmond,1.0,Jack,Riewoldt
2013.0,Richmond,1.0,Ty,Vickery
2013.0,Richmond,1.0,Ivan,Maric
2013.0,Richmond,1.0,Dustin,Martin
2013.0,Richmond,1.0,Shane,Tuck
2013.0,Richmond,1.0,Brandon,Ellis
2013.0,Richmond,1.0,Daniel,Jackson
2013.0,Richmond,1.0,Reece,Conca
2013.0,Richmond,1.0,Robin,Nahas
2013.0,Western Bulldogs,1.0,Dale,Morris
2013.0,Western Bulldogs,1.0,Jordan,Roughead
2013.0,Western Bulldogs,1.0,Liam,Picken
2013.0,Western Bulldogs,1.0,Jason,Johannisen
2013.0,Western Bulldogs,1.0,Thomas,Young
2013.0,Western Bulldogs,1.0,Brett,Goodes
2013.0,Western Bulldogs,1.0,Adam,Cooney
2013.0,Western Bulldogs,1.0,Nick,Lower
2013.0,Western Bulldogs,1.0,Koby,Stevens
2013.0,Western Bulldogs,1.0,Tory,Dickson
2013.0,Western Bulldogs,1.0,Liam,Jones
2013.0,Western Bulldogs,1.0,Daniel,Giansiracusa
2013.0,Western Bulldogs,1.0,Robert,Murphy
2013.0,Western Bulldogs,1.0,Ayce,Cordy
2013.0,Western Bulldogs,1.0,Luke,Dahlhaus
2013.0,Western Bulldogs,1.0,Will,Minson
2013.0,Western Bulldogs,1.0,Ryan,Griffen
2013.0,Western Bulldogs,1.0,Tom,Liberatore
2013.0,Western Bulldogs,1.0,Mitch,Wallis
2013.0,Western Bulldogs,1.0,Daniel,Cross
2013.0,Western Bulldogs,1.0,Shaun,Higgins
2013.0,Western Bulldogs,1.0,Clay,Smith
2013.0,Brisbane Lions,1.0,Elliot,Yeo
2013.0,Brisbane Lions,1.0,Daniel,Merrett
2013.0,Brisbane Lions,1.0,Joel,Patfull
2013.0,Brisbane Lions,1.0,Jed,Adcock
2013.0,Brisbane Lions,1.0,Matt,Maguire
2013.0,Brisbane Lions,1.0,Pearce,Hanley
2013.0,Brisbane Lions,1.0,Patrick,Karnezis
2013.0,Brisbane Lions,1.0,James,Polkinghorne
2013.0,Brisbane Lions,1.0,Mitch,Golby
2013.0,Brisbane Lions,1.0,Dayne,Zorko
2013.0,Brisbane Lions,1.0,Stefan,Martin
2013.0,Brisbane Lions,1.0,Ashley,McGrath
2013.0,Brisbane Lions,1.0,Rohan,Bewick
2013.0,Brisbane Lions,1.0,Jonathan,Brown
2013.0,Brisbane Lions,1.0,Aaron,Cornelius
2013.0,Brisbane Lions,1.0,Billy,Longer
2013.0,Brisbane Lions,1.0,Daniel,Rich
2013.0,Brisbane Lions,1.0,Jack,Redden
2013.0,Brisbane Lions,1.0,Brent,Moloney
2013.0,Brisbane Lions,1.0,Josh,Green
2013.0,Brisbane Lions,1.0,Tom,Rockliff
2013.0,Brisbane Lions,1.0,Claye,Beams
2013.0,GWS Giants,1.0,Adam,Kennedy
2013.0,GWS Giants,1.0,Tim,Mohr
2013.0,GWS Giants,1.0,Stephen,Gilham
2013.0,GWS Giants,1.0,Tomas,Bugg
2013.0,GWS Giants,1.0,Phil,Davis
2013.0,GWS Giants,1.0,Curtly,Hampton
2013.0,GWS Giants,1.0,Will,Hoskin-Elliott
2013.0,GWS Giants,1.0,Callan,Ward
2013.0,GWS Giants,1.0,Lachie,Whitfield
2013.0,GWS Giants,1.0,Stephen,Coniglio
2013.0,GWS Giants,1.0,Jeremy,Cameron
2013.0,GWS Giants,1.0,Tom,Scully
2013.0,GWS Giants,1.0,Dean,Brogan
2013.0,GWS Giants,1.0,Jonathon,Patton
2013.0,GWS Giants,1.0,Devon,Smith
2013.0,GWS Giants,1.0,Jonathan,Giles
2013.0,GWS Giants,1.0,Adam,Treloar
2013.0,GWS Giants,1.0,Toby,Greene
2013.0,GWS Giants,1.0,Dylan,Shiel
2013.0,GWS Giants,1.0,Liam,Sumner
2013.0,GWS Giants,1.0,Lachie,Plowman
2013.0,GWS Giants,1.0,Taylor,Adams
2013.0,Sydney Swans,1.0,Lewis,Roberts-Thomson
2013.0,Sydney Swans,1.0,Heath,Grundy
2013.0,Sydney Swans,1.0,Nick,Smith
2013.0,Sydney Swans,1.0,Rhyce,Shaw
2013.0,Sydney Swans,1.0,Ted,Richards
2013.0,Sydney Swans,1.0,Nick,Malceski
2013.0,Sydney Swans,1.0,Ben,McGlynn
2013.0,Sydney Swans,1.0,Kieren,Jack
2013.0,Sydney Swans,1.0,Lewis,Jetta
2013.0,Sydney Swans,1.0,Dane,Rampe
2013.0,Sydney Swans,1.0,Sam,Reid
2013.0,Sydney Swans,1.0,Ryan,O'Keefe
2013.0,Sydney Swans,1.0,Mike,Pyke
2013.0,Sydney Swans,1.0,Adam,Goodes
2013.0,Sydney Swans,1.0,Jude,Bolton
2013.0,Sydney Swans,1.0,Shane,Mumford
2013.0,Sydney Swans,1.0,Josh P.,Kennedy
2013.0,Sydney Swans,1.0,Jarrad,McVeigh
2013.0,Sydney Swans,1.0,Dan,Hannebery
2013.0,Sydney Swans,1.0,Luke,Parker
2013.0,Sydney Swans,1.0,Marty,Mattner
2013.0,Sydney Swans,1.0,Tony,Armstrong
2013.0,Gold Coast Suns,1.0,Joel,Wilkinson
2013.0,Gold Coast Suns,1.0,Matthew,Warnock
2013.0,Gold Coast Suns,1.0,Tom,Murphy
2013.0,Gold Coast Suns,1.0,Dion,Prestia
2013.0,Gold Coast Suns,1.0,Rory,Thompson
2013.0,Gold Coast Suns,1.0,Greg,Broughton
2013.0,Gold Coast Suns,1.0,Jaeger,O'Meara
2013.0,Gold Coast Suns,1.0,Gary,Ablett
2013.0,Gold Coast Suns,1.0,Jarrod,Harbrow
2013.0,Gold Coast Suns,1.0,Harley,Bennell
2013.0,Gold Coast Suns,1.0,Steven,May
2013.0,Gold Coast Suns,1.0,Michael,Rischitelli
2013.0,Gold Coast Suns,1.0,Luke,Russell
2013.0,Gold Coast Suns,1.0,Sam,Day
2013.0,Gold Coast Suns,1.0,Aaron,Hall
2013.0,Gold Coast Suns,1.0,Charlie,Dixon
2013.0,Gold Coast Suns,1.0,Karmichael,Hunt
2013.0,Gold Coast Suns,1.0,David,Swallow
2013.0,Gold Coast Suns,1.0,Zac,Smith
2013.0,Gold Coast Suns,1.0,Jarred,Brennan
2013.0,Gold Coast Suns,1.0,Matt,Shaw
2013.0,Gold Coast Suns,1.0,Brandon,Matera
2013.0,St Kilda,1.0,Jason,Blake
2013.0,St Kilda,1.0,James,Gwilt
2013.0,St Kilda,1.0,Dylan,Roberton
2013.0,St Kilda,1.0,Jarryn,Geary
2013.0,St Kilda,1.0,Rhys,Stanley
2013.0,St Kilda,1.0,Sam,Gilbert
2013.0,St Kilda,1.0,Farren,Ray
2013.0,St Kilda,1.0,Clinton,Jones
2013.0,St Kilda,1.0,Nick,Dal Santo
2013.0,St Kilda,1.0,Arryn,Siposs
2013.0,St Kilda,1.0,Nick,Riewoldt
2013.0,St Kilda,1.0,Ahmed,Saad
2013.0,St Kilda,1.0,Stephen,Milne
2013.0,St Kilda,1.0,Beau,Maister
2013.0,St Kilda,1.0,Tom,Hickey
2013.0,St Kilda,1.0,Ben,McEvoy
2013.0,St Kilda,1.0,David,Armitage
2013.0,St Kilda,1.0,Jack,Steven
2013.0,St Kilda,1.0,Lenny,Hayes
2013.0,St Kilda,1.0,Jack,Newnes
2013.0,St Kilda,1.0,Terry,Milera
2013.0,St Kilda,1.0,Trent,Dennis-Lane
2013.0,Melbourne,1.0,Lynden,Dunn
2013.0,Melbourne,1.0,Tom,Gillies
2013.0,Melbourne,1.0,Daniel,Nicholson
2013.0,Melbourne,1.0,Jack,Watts
2013.0,Melbourne,1.0,James,Frawley
2013.0,Melbourne,1.0,Colin,Garland
2013.0,Melbourne,1.0,Jack,Viney
2013.0,Melbourne,1.0,Jack,Grimes
2013.0,Melbourne,1.0,Jimmy,Toumpas
2013.0,Melbourne,1.0,Jeremy,Howe
2013.0,Melbourne,1.0,James,Sellar
2013.0,Melbourne,1.0,Colin,Sylvia
2013.0,Melbourne,1.0,Shannon,Byrnes
2013.0,Melbourne,1.0,Mitch,Clark
2013.0,Melbourne,1.0,Cameron,Pedersen
2013.0,Melbourne,1.0,Mark,Jamar
2013.0,Melbourne,1.0,Jordie,McKenzie
2013.0,Melbourne,1.0,Nathan,Jones
2013.0,Melbourne,1.0,Matt,Jones
2013.0,Melbourne,1.0,David,Rodan
2013.0,Melbourne,1.0,Luke,Tapscott
2013.0,Melbourne,1.0,Sam,Blease
2013.0,Port Adelaide,1.0,Tom,Jonas
2013.0,Port Adelaide,1.0,Jackson,Trengove
2013.0,Port Adelaide,1.0,Campbell,Heath
2013.0,Port Adelaide,1.0,Jasper,Pittard
2013.0,Port Adelaide,1.0,Cam,O'Shea
2013.0,Port Adelaide,1.0,Lewis,Stevenson
2013.0,Port Adelaide,1.0,Matthew,Broadbent
2013.0,Port Adelaide,1.0,Brad,Ebert
2013.0,Port Adelaide,1.0,Kane,Cornes
2013.0,Port Adelaide,1.0,Justin,Westhoff
2013.0,Port Adelaide,1.0,Paul,Stewart
2013.0,Port Adelaide,1.0,Angus,Monfries
2013.0,Port Adelaide,1.0,Chad,Wingard
2013.0,Port Adelaide,1.0,Jay,Schulz
2013.0,Port Adelaide,1.0,Jake,Neade
2013.0,Port Adelaide,1.0,Jarrad,Redden
2013.0,Port Adelaide,1.0,Hamish,Hartlett
2013.0,Port Adelaide,1.0,Travis,Boak
2013.0,Port Adelaide,1.0,Matthew,Lobbe
2013.0,Port Adelaide,1.0,Ollie,Wines
2013.0,Port Adelaide,1.0,Andrew,Moore
2013.0,Port Adelaide,1.0,Kane,Mitchell
2013.0,North Melbourne,1.0,Shaun,Atley
2013.0,North Melbourne,1.0,Scott D.,Thompson
2013.0,North Melbourne,1.0,Michael,Firrito
2013.0,North Melbourne,1.0,Jamie,Macmillan
2013.0,North Melbourne,1.0,Nathan,Grima
2013.0,North Melbourne,1.0,Ben,Jacobs
2013.0,North Melbourne,1.0,Aaron,Mullett
2013.0,North Melbourne,1.0,Leigh,Adams
2013.0,North Melbourne,1.0,Sam,Wright
2013.0,North Melbourne,1.0,Kieran,Harper
2013.0,North Melbourne,1.0,Robbie,Tarrant
2013.0,North Melbourne,1.0,Daniel,Wells
2013.0,North Melbourne,1.0,Lindsay,Thomas
2013.0,North Melbourne,1.0,Drew,Petrie
2013.0,North Melbourne,1.0,Lachlan,Hansen
2013.0,North Melbourne,1.0,Todd,Goldstein
2013.0,North Melbourne,1.0,Andrew,Swallow
2013.0,North Melbourne,1.0,Jack,Ziebell
2013.0,North Melbourne,1.0,Ryan,Bastinac
2013.0,North Melbourne,1.0,Ben,Cunnington
2013.0,North Melbourne,1.0,Sam,Gibson
2013.0,North Melbourne,1.0,Liam,Anthony
2013.0,Collingwood,1.0,Nathan J.,Brown
2013.0,Collingwood,1.0,Nick,Maxwell
2013.0,Collingwood,1.0,Ben,Reid
2013.0,Collingwood,1.0,Alan,Toovey
2013.0,Collingwood,1.0,Jack,Frost
2013.0,Collingwood,1.0,Heritier,Lumumba
2013.0,Collingwood,1.0,Ben,Johnson
2013.0,Collingwood,1.0,Dane,Swan
2013.0,Collingwood,1.0,Martin,Clarke
2013.0,Collingwood,1.0,Jarryd,Blair
2013.0,Collingwood,1.0,Travis,Cloke
2013.0,Collingwood,1.0,Quinten,Lynch
2013.0,Collingwood,1.0,Ben,Sinclair
2013.0,Collingwood,1.0,Tyson,Goldsack
2013.0,Collingwood,1.0,Brent,Macaffer
2013.0,Collingwood,1.0,Darren,Jolly
2013.0,Collingwood,1.0,Scott,Pendlebury
2013.0,Collingwood,1.0,Steele,Sidebottom
2013.0,Collingwood,1.0,Jamie,Elliott
2013.0,Collingwood,1.0,Jordan,Russell
2013.0,Collingwood,1.0,Josh,Thomas
2013.0,Collingwood,1.0,Sam,Dwyer
2013.0,Hawthorn,1.0,Josh,Gibson
2013.0,Hawthorn,1.0,Ryan,Schoenmakers
2013.0,Hawthorn,1.0,Brent,Guerra
2013.0,Hawthorn,1.0,Grant,Birchall
2013.0,Hawthorn,1.0,Ben,Stratton
2013.0,Hawthorn,1.0,Shane,Savage
2013.0,Hawthorn,1.0,Isaac,Smith
2013.0,Hawthorn,1.0,Sam,Mitchell
2013.0,Hawthorn,1.0,Bradley,Hill
2013.0,Hawthorn,1.0,Cyril,Rioli
2013.0,Hawthorn,1.0,Lance,Franklin
2013.0,Hawthorn,1.0,Luke,Breust
2013.0,Hawthorn,1.0,David,Hale
2013.0,Hawthorn,1.0,Jarryd,Roughead
2013.0,Hawthorn,1.0,Paul,Puopolo
2013.0,Hawthorn,1.0,Max,Bailey
2013.0,Hawthorn,1.0,Brad,Sewell
2013.0,Hawthorn,1.0,Jordan,Lewis
2013.0,Hawthorn,1.0,Shaun,Burgoyne
2013.0,Hawthorn,1.0,Jack,Gunston
2013.0,Hawthorn,1.0,Liam,Shiels
2013.0,Hawthorn,1.0,Jed,Anderson
2013.0,Geelong Cats,1.0,Jared,Rivers
2013.0,Geelong Cats,1.0,Tom,Lonergan
2013.0,Geelong Cats,1.0,Corey,Enright
2013.0,Geelong Cats,1.0,Taylor,Hunt
2013.0,Geelong Cats,1.0,Harry,Taylor
2013.0,Geelong Cats,1.0,Travis,Varcoe
2013.0,Geelong Cats,1.0,Andrew,Mackie
2013.0,Geelong Cats,1.0,Josh,Caddy
2013.0,Geelong Cats,1.0,Allen,Christensen
2013.0,Geelong Cats,1.0,Jordan,Murdoch
2013.0,Geelong Cats,1.0,Steven,Motlop
2013.0,Geelong Cats,1.0,Billie,Smedts
2013.0,Geelong Cats,1.0,James,Podsiadly
2013.0,Geelong Cats,1.0,Tom,Hawkins
2013.0,Geelong Cats,1.0,Mitch,Duncan
2013.0,Geelong Cats,1.0,Trent,West
2013.0,Geelong Cats,1.0,Joel,Selwood
2013.0,Geelong Cats,1.0,Jimmy,Bartel
2013.0,Geelong Cats,1.0,Mathew,Stokes
2013.0,Geelong Cats,1.0,Paul,Chapman
2013.0,Geelong Cats,1.0,Mark,Blicavs
2013.0,Geelong Cats,1.0,George,Horlin-Smith
2013.0,St Kilda,2.0,Jason,Blake
2013.0,St Kilda,2.0,Sam,Fisher
2013.0,St Kilda,2.0,Dylan,Roberton
2013.0,St Kilda,2.0,Jarryn,Geary
2013.0,St Kilda,2.0,Rhys,Stanley
2013.0,St Kilda,2.0,Sam,Gilbert
2013.0,St Kilda,2.0,Sean,Dempster
2013.0,St Kilda,2.0,Clinton,Jones
2013.0,St Kilda,2.0,Nick,Dal Santo
2013.0,St Kilda,2.0,Arryn,Siposs
2013.0,St Kilda,2.0,Nick,Riewoldt
2013.0,St Kilda,2.0,Terry,Milera
2013.0,St Kilda,2.0,Stephen,Milne
2013.0,St Kilda,2.0,Beau,Maister
2013.0,St Kilda,2.0,Leigh,Montagna
2013.0,St Kilda,2.0,Ben,McEvoy
2013.0,St Kilda,2.0,David,Armitage
2013.0,St Kilda,2.0,Jack,Steven
2013.0,St Kilda,2.0,Lenny,Hayes
2013.0,St Kilda,2.0,Jack,Newnes
2013.0,St Kilda,2.0,Ahmed,Saad
2013.0,St Kilda,2.0,Adam,Schneider
2013.0,Richmond,2.0,Steven,Morris
2013.0,Richmond,2.0,Alex,Rance
2013.0,Richmond,2.0,Troy,Chaplin
2013.0,Richmond,2.0,Jake,Batchelor
2013.0,Richmond,2.0,Chris,Newman
2013.0,Richmond,2.0,Bachar,Houli
2013.0,Richmond,2.0,Daniel,Jackson
2013.0,Richmond,2.0,Trent,Cotchin
2013.0,Richmond,2.0,Brett,Deledio
2013.0,Richmond,2.0,Jake,King
2013.0,Richmond,2.0,Shane,Edwards
2013.0,Richmond,2.0,Ricky,Petterd
2013.0,Richmond,2.0,Luke,McGuane
2013.0,Richmond,2.0,Jack,Riewoldt
2013.0,Richmond,2.0,Ty,Vickery
2013.0,Richmond,2.0,Ivan,Maric
2013.0,Richmond,2.0,Dustin,Martin
2013.0,Richmond,2.0,Shane,Tuck
2013.0,Richmond,2.0,Dylan,Grimes
2013.0,Richmond,2.0,Shaun,Grigg
2013.0,Richmond,2.0,Reece,Conca
2013.0,Richmond,2.0,Brandon,Ellis
2013.0,Sydney Swans,2.0,Rhyce,Shaw
2013.0,Sydney Swans,2.0,Heath,Grundy
2013.0,Sydney Swans,2.0,Nick,Smith
2013.0,Sydney Swans,2.0,Lewis,Roberts-Thomson
2013.0,Sydney Swans,2.0,Ted,Richards
2013.0,Sydney Swans,2.0,Nick,Malceski
2013.0,Sydney Swans,2.0,Jarrad,McVeigh
2013.0,Sydney Swans,2.0,Kieren,Jack
2013.0,Sydney Swans,2.0,Lewis,Jetta
2013.0,Sydney Swans,2.0,Jude,Bolton
2013.0,Sydney Swans,2.0,Sam,Reid
2013.0,Sydney Swans,2.0,Ben,McGlynn
2013.0,Sydney Swans,2.0,Mike,Pyke
2013.0,Sydney Swans,2.0,Adam,Goodes
2013.0,Sydney Swans,2.0,Dan,Hannebery
2013.0,Sydney Swans,2.0,Shane,Mumford
2013.0,Sydney Swans,2.0,Josh P.,Kennedy
2013.0,Sydney Swans,2.0,Ryan,O'Keefe
2013.0,Sydney Swans,2.0,Marty,Mattner
2013.0,Sydney Swans,2.0,Andrejs,Everitt
2013.0,Sydney Swans,2.0,Luke,Parker
2013.0,Sydney Swans,2.0,Craig,Bird
2013.0,Gold Coast Suns,2.0,Joel,Wilkinson
2013.0,Gold Coast Suns,2.0,Matthew,Warnock
2013.0,Gold Coast Suns,2.0,Tom,Murphy
2013.0,Gold Coast Suns,2.0,Dion,Prestia
2013.0,Gold Coast Suns,2.0,Rory,Thompson
2013.0,Gold Coast Suns,2.0,Jack,Hutchins
2013.0,Gold Coast Suns,2.0,Michael,Rischitelli
2013.0,Gold Coast Suns,2.0,Gary,Ablett
2013.0,Gold Coast Suns,2.0,Jarrod,Harbrow
2013.0,Gold Coast Suns,2.0,Jaeger,O'Meara
2013.0,Gold Coast Suns,2.0,Steven,May
2013.0,Gold Coast Suns,2.0,Aaron,Hall
2013.0,Gold Coast Suns,2.0,Luke,Russell
2013.0,Gold Coast Suns,2.0,Sam,Day
2013.0,Gold Coast Suns,2.0,Brandon,Matera
2013.0,Gold Coast Suns,2.0,Charlie,Dixon
2013.0,Gold Coast Suns,2.0,Karmichael,Hunt
2013.0,Gold Coast Suns,2.0,David,Swallow
2013.0,Gold Coast Suns,2.0,Zac,Smith
2013.0,Gold Coast Suns,2.0,Harley,Bennell
2013.0,Gold Coast Suns,2.0,Matt,Shaw
2013.0,Gold Coast Suns,2.0,Jarred,Brennan
2013.0,Western Bulldogs,2.0,Thomas,Young
2013.0,Western Bulldogs,2.0,Dale,Morris
2013.0,Western Bulldogs,2.0,Liam,Picken
2013.0,Western Bulldogs,2.0,Jason,Johannisen
2013.0,Western Bulldogs,2.0,Jordan,Roughead
2013.0,Western Bulldogs,2.0,Brett,Goodes
2013.0,Western Bulldogs,2.0,Clay,Smith
2013.0,Western Bulldogs,2.0,Nick,Lower
2013.0,Western Bulldogs,2.0,Adam,Cooney
2013.0,Western Bulldogs,2.0,Tory,Dickson
2013.0,Western Bulldogs,2.0,Liam,Jones
2013.0,Western Bulldogs,2.0,Daniel,Giansiracusa
2013.0,Western Bulldogs,2.0,Robert,Murphy
2013.0,Western Bulldogs,2.0,Ayce,Cordy
2013.0,Western Bulldogs,2.0,Luke,Dahlhaus
2013.0,Western Bulldogs,2.0,Will,Minson
2013.0,Western Bulldogs,2.0,Ryan,Griffen
2013.0,Western Bulldogs,2.0,Tom,Liberatore
2013.0,Western Bulldogs,2.0,Daniel,Cross
2013.0,Western Bulldogs,2.0,Mitch,Wallis
2013.0,Western Bulldogs,2.0,Shaun,Higgins
2013.0,Western Bulldogs,2.0,Koby,Stevens
2013.0,Fremantle,2.0,Lee,Spurr
2013.0,Fremantle,2.0,Zac,Dawson
2013.0,Fremantle,2.0,Michael,Johnson
2013.0,Fremantle,2.0,Paul,Duffield
2013.0,Fremantle,2.0,Luke,McPharlin
2013.0,Fremantle,2.0,Nick,Suban
2013.0,Fremantle,2.0,Tendai,Mzungu
2013.0,Fremantle,2.0,Michael,Barlow
2013.0,Fremantle,2.0,Clancee,Pearce
2013.0,Fremantle,2.0,Ryan,Crowley
2013.0,Fremantle,2.0,Matthew,Pavlich
2013.0,Fremantle,2.0,Nat,Fyfe
2013.0,Fremantle,2.0,Kepler,Bradley
2013.0,Fremantle,2.0,Chris,Mayne
2013.0,Fremantle,2.0,Michael,Walters
2013.0,Fremantle,2.0,Jonathon,Griffin
2013.0,Fremantle,2.0,David,Mundy
2013.0,Fremantle,2.0,Matt,de Boer
2013.0,Fremantle,2.0,Danyle,Pearce
2013.0,Fremantle,2.0,Stephen,Hill
2013.0,Fremantle,2.0,Hayden,Crozier
2013.0,Fremantle,2.0,Cameron,Sutcliffe
2013.0,Brisbane Lions,2.0,Mitch,Golby
2013.0,Brisbane Lions,2.0,Daniel,Merrett
2013.0,Brisbane Lions,2.0,Ryan,Lester
2013.0,Brisbane Lions,2.0,Jed,Adcock
2013.0,Brisbane Lions,2.0,Joel,Patfull
2013.0,Brisbane Lions,2.0,Elliot,Yeo
2013.0,Brisbane Lions,2.0,Dayne,Zorko
2013.0,Brisbane Lions,2.0,Tom,Rockliff
2013.0,Brisbane Lions,2.0,Pearce,Hanley
2013.0,Brisbane Lions,2.0,James,Polkinghorne
2013.0,Brisbane Lions,2.0,Jonathan,Brown
2013.0,Brisbane Lions,2.0,Josh,Green
2013.0,Brisbane Lions,2.0,Ashley,McGrath
2013.0,Brisbane Lions,2.0,Stefan,Martin
