"Player","TM","GM","Off PAV","Def PAV","Mid PAV","Total PAV","Off mPAV","Def mPAV","Mid mPAV","Total mPAV"
"Wilson, Tom","CW","3","0.70","0.14","0.48","1.32","-0.144","-0.829","-0.406","-0.459"
"Stewart, James","ES","4","-0.03","1.05","0.27","1.29","-1.032","-0.034","-0.749","-0.605"
"Tunstill, James","BL","3","0.38","0.39","0.51","1.28","-0.534","-0.525","-0.371","-0.477"
"Phillips, Tom","HW","3","0.40","0.59","0.24","1.23","-0.506","-0.281","-0.706","-0.498"
"Ratugolea, Esava","GE","3","0.23","0.47","0.53","1.23","-0.722","-0.421","-0.351","-0.498"
"Thompson, Rory","GC","3","-0.06","1.19","0.10","1.23","-1.079","0.464","-0.878","-0.497"
"Mountford, Declan","WC","2","0.51","0.12","0.59","1.21","-0.067","-0.782","0.078","-0.257"
"Mayes, Sam","PA","3","0.84","0.20","0.14","1.17","0.026","-0.760","-0.832","-0.522"
"Lohmann, Kai","BL","2","0.28","0.44","0.44","1.16","-0.491","-0.197","-0.182","-0.290"
"Bazzo, Rhett","WC","4","0.09","0.90","0.14","1.14","-0.915","-0.168","-0.868","-0.651"
"McEvoy, Ben","HW","2","0.48","0.17","0.46","1.12","-0.111","-0.683","-0.154","-0.316"
"Snelling, Will","ES","4","0.17","0.25","0.69","1.11","-0.840","-0.772","-0.363","-0.658"
"Berry, Tom","BL","3","0.48","0.18","0.43","1.09","-0.406","-0.779","-0.477","-0.554"
"Fogarty, Lachie","CA","3","0.50","0.24","0.35","1.09","-0.389","-0.704","-0.568","-0.554"
"Henry, Liam","FR","4","0.36","0.29","0.42","1.07","-0.668","-0.729","-0.617","-0.671"
"Ruscoe, Trey","CW","3","0.17","0.67","0.24","1.07","-0.796","-0.183","-0.705","-0.562"
"Frederick, Martin","PA","6","0.42","0.41","0.24","1.06","-0.743","-0.751","-0.853","-0.782"
"Paul Oea, Hewago","GC","2","0.67","0.16","0.23","1.06","0.238","-0.713","-0.571","-0.349"
"McDonald, Oscar","CA","2","0.10","0.93","0.01","1.04","-0.817","0.710","-0.978","-0.362"
"Lazzaro, Charlie","NM","6","0.29","0.47","0.27","1.03","-0.825","-0.712","-0.834","-0.790"
"Parks, Luke","CA","2","-0.03","1.03","0.01","1.01","-1.061","0.902","-0.986","-0.381"
"Durdin, Sam","CA","1","-0.03","0.95","0.10","1.01","-1.122","2.486","-0.640","0.242"
"Hopper, Jacob","GW","1","0.25","0.10","0.64","1.00","-0.064","-0.623","1.373","0.229"
"Mansell, Rhyan","RI","2","-0.03","1.00","0.02","0.98","-1.064","0.835","-0.965","-0.398"
"Clarke, Ryan","SY","5","0.70","0.13","0.14","0.97","-0.487","-0.905","-0.896","-0.763"
"ORiordan, Colin","SY","5","0.10","0.71","0.15","0.97","-0.923","-0.474","-0.888","-0.762"
"Campbell, Tom","SK","1","0.29","0.24","0.45","0.97","0.049","-0.127","0.655","0.192"
"Callow, Jackson","HW","3","0.39","0.27","0.29","0.96","-0.519","-0.665","-0.640","-0.608"
"Trew, Zane","WC","2","0.46","0.13","0.36","0.96","-0.152","-0.756","-0.334","-0.414"
"Burgess, Chris","GC","2","0.22","0.57","0.13","0.93","-0.587","0.046","-0.755","-0.432"
"Dow, Paddy","CA","2","0.10","0.15","0.68","0.93","-0.817","-0.723","0.254","-0.429"
"Highmore, Tom","SK","2","0.00","0.75","0.17","0.92","-1.000","0.377","-0.691","-0.438"
"Polec, Jared","NM","2","0.37","0.32","0.22","0.91","-0.323","-0.415","-0.592","-0.443"
"Collier-Dawkins, Riley","RI","2","0.10","0.24","0.56","0.90","-0.809","-0.553","0.027","-0.445"
"Skinner, Sam","PA","2","0.03","0.72","0.14","0.90","-0.936","0.328","-0.742","-0.450"
"Macpherson, Darcy","GC","5","0.32","0.15","0.39","0.86","-0.764","-0.888","-0.714","-0.789"
"Edwards, Luke","WC","3","0.28","0.23","0.35","0.86","-0.661","-0.714","-0.570","-0.648"
"Hartigan, Kyle","HW","3","0.00","0.74","0.11","0.85","-1.000","-0.090","-0.865","-0.652"
"Poulter, Caleb","CW","1","0.00","0.41","0.43","0.85","-1.000","0.523","0.600","0.041"
"Amiss, Jye","FR","1","0.69","0.04","0.11","0.84","1.525","-0.835","-0.593","0.032"
"Sheed, Dom","WC","1","0.23","0.27","0.32","0.83","-0.152","0.003","0.194","0.015"
"Sharp, Harry","BL","4","0.07","0.47","0.28","0.82","-0.936","-0.570","-0.739","-0.748"
"Black, Aaron","WC","1","0.41","0.01","0.38","0.81","0.527","-0.947","0.384","-0.012"
"Cumberland, Noah","RI","2","0.66","0.03","0.07","0.77","0.213","-0.936","-0.866","-0.530"
"Dempsey, Oliver","GE","2","0.47","0.03","0.25","0.75","-0.138","-0.944","-0.543","-0.541"
"Knevitt, Mitch","GE","2","0.19","0.10","0.46","0.75","-0.655","-0.814","-0.155","-0.541"
"Cleary, Luke","WB","3","0.06","0.51","0.15","0.72","-0.921","-0.377","-0.817","-0.705"
"Honey, Josh","CA","3","0.33","0.14","0.24","0.71","-0.593","-0.827","-0.707","-0.709"
"Florenca, Jake","WC","1","0.05","0.35","0.29","0.69","-0.830","0.280","0.078","-0.158"
"Nyuon, Bigoa","RI","1","0.03","0.62","0.03","0.68","-0.872","1.265","-0.902","-0.170"
"Carmichael, Josh","CW","1","0.23","0.13","0.30","0.66","-0.144","-0.536","0.095","-0.195"
"Wanganeen, Tex","ES","5","0.35","0.13","0.16","0.64","-0.744","-0.901","-0.884","-0.843"
"Hamling, Joel","FR","1","0.00","0.53","0.05","0.58","-1.000","0.945","-0.810","-0.289"
"Michael, Carter","BL","1","0.24","0.31","0.03","0.58","-0.110","0.142","-0.908","-0.292"
"McEntee, Jed","PA","4","0.10","0.26","0.21","0.57","-0.904","-0.763","-0.810","-0.825"
"Sexton, Alex","GC","3","0.35","0.00","0.22","0.57","-0.568","-1.000","-0.732","-0.767"
"Madden, James","BL","2","0.07","0.29","0.21","0.57","-0.873","-0.462","-0.617","-0.651"
"Morris, Josh","HW","3","0.16","0.29","0.11","0.56","-0.803","-0.648","-0.861","-0.771"
"Garcia, Riley","WB","3","0.16","-0.02","0.40","0.54","-0.802","-1.021","-0.513","-0.778"
"Dewar, Angus","WC","1","0.00","0.48","0.03","0.51","-1.000","0.769","-0.905","-0.379"
"Neale, Shannon","GE","1","0.12","0.12","0.25","0.49","-0.569","-0.553","-0.093","-0.405"
"Bedendo, Dominic","WB","2","0.23","0.02","0.23","0.48","-0.583","-0.961","-0.579","-0.708"
"Stack, Sydney","RI","2","0.21","0.14","0.13","0.48","-0.617","-0.737","-0.754","-0.703"
"Archer, Jackson","NM","1","0.04","0.28","0.16","0.48","-0.850","0.045","-0.415","-0.407"
"Ford, Eddie","NM","3","0.29","0.06","0.09","0.44","-0.649","-0.921","-0.888","-0.819"
"Marchbank, Caleb","CA","1","0.00","0.31","0.13","0.44","-1.000","0.140","-0.510","-0.457"
"Bianco, Trent","CW","3","0.13","0.08","0.22","0.43","-0.837","-0.906","-0.729","-0.824"
"Spicer, Phoenix","NM","2","0.20","0.13","0.08","0.42","-0.624","-0.756","-0.851","-0.744"
"Giro, Stefan","WC","1","0.23","0.03","0.13","0.39","-0.152","-0.894","-0.503","-0.517"
"Kent, Dean","SK","1","0.23","0.05","0.11","0.39","-0.161","-0.830","-0.583","-0.525"
"McPherson, Andrew","AD","1","0.11","0.16","0.11","0.38","-0.598","-0.416","-0.605","-0.540"
"Turner, Daniel","ME","1","0.03","0.14","0.17","0.34","-0.881","-0.488","-0.385","-0.585"
"Butler, Louis","WB","1","0.06","0.10","0.13","0.30","-0.762","-0.614","-0.537","-0.637"
"Roughead, Jordan","CW","1","0.00","0.30","0.00","0.30","-1.000","0.109","-1.000","-0.630"
"Sinn, Josh","PA","1","0.07","0.11","0.11","0.29","-0.743","-0.595","-0.592","-0.644"
"Sheldrick, Angus","SY","2","0.21","0.00","0.07","0.28","-0.616","-1.009","-0.867","-0.830"
"Pedlar, Luke","AD","3","0.25","0.00","0.02","0.27","-0.688","-1.000","-0.977","-0.888"
"Macrae, Finlay","CW","1","0.07","0.12","0.08","0.27","-0.755","-0.570","-0.691","-0.672"
"Teakle, Brynn","PA","1","0.01","0.11","0.14","0.26","-0.968","-0.595","-0.490","-0.684"
"Stone, Conor","GW","1","0.15","0.05","0.02","0.22","-0.465","-0.811","-0.916","-0.731"
"Ainsworth, Brayden","WC","1","0.09","0.05","0.02","0.17","-0.661","-0.802","-0.926","-0.796"
"Hayes, Will","CA","1","0.07","-0.01","0.06","0.12","-0.756","-1.034","-0.784","-0.858"
"Roberts, Matt","SY","1","-0.03","0.14","0.01","0.12","-1.128","-0.471","-0.972","-0.857"
"Bergman, Miller","NM","1","0.00","0.05","0.05","0.10","-1.000","-0.833","-0.808","-0.880"
"Tsitas, James","GC","1","0.10","-0.01","0.01","0.09","-0.646","-1.048","-0.973","-0.889"
"Chugg, Isaac","CW","2","0.00","0.00","0.08","0.07","-1.000","-1.008","-0.860","-0.956"
"Chandler, Kade","ME","3","0.00","0.01","0.00","0.00","-1.000","-0.993","-1.005","-0.999"
"Crowden, Mitch","FR","2","0.00","0.00","0.00","0.00","-1.000","-1.000","-1.000","-1.000"
"Constable, Charlie","GC","1","0.00","0.00","0.00","0.00","-1.000","-1.000","-1.000","-1.000"
"Davis, Ben","AD","1","0.00","0.00","0.00","0.00","-1.000","-1.000","-1.000","-1.000"
"Fantasia, Orazio","PA","1","0.00","0.00","0.00","0.00","-1.000","-1.000","-1.000","-1.000"
"Lord, Alastair","ES","1","0.00","0.00","0.00","0.00","-1.000","-1.000","-1.000","-1.000"
"Mathieson, Rhys","BL","1","0.00","0.00","0.00","0.00","-1.000","-1.000","-1.000","-1.000"
"Taylor, Lewis","SY","1","0.00","0.00","0.00","0.00","-1.000","-1.000","-1.000","-1.000"
"Williams, Jack","WC","1","-0.08","-0.02","0.10","0.00","-1.297","-1.088","-0.614","-1.000"
"Williamson, Tom","CA","1","0.00","0.00","0.00","0.00","-1.000","-1.000","-1.000","-1.000"
"Angwin, Ryan","GW","1","-0.04","0.00","0.01","-0.03","-1.134","-1.016","-0.976","-1.042"
